Название,Производитель,Содержание,Количество на складе,Цена,Ссылка,Ссылка на изображение
Глидиаб мв таблетки 30мг N60,"АКРИХИН, РоссияГликлазид",Гликлазид,None,182 ₽,https://366.ru/p/glidiab-mv-tab-s-modif-vysv-30mg-60-26115/,https://media.366.ru/sys_master/product/h1d/hd8/8825567051806.jpg
"Тиогамма раствор флакон 1,2% 50 мл 1 шт","ВЁРВАГ ФАРМА, ГерманияТиоктовая кислота",Тиоктовая кислота,None,248 ₽,https://366.ru/p/tiogamma-rr-d-inf-12mg-ml-50ml-fl-1-26570/,https://media.366.ru/sys_master/product/h05/he7/9600404946974.jpg
Янувия таблетки покрытые оболочкой 100 мг 28 шт,"МСД ФАРМАСЬЮТИКАЛС, НидерландыСитаглиптин",Ситаглиптин,None,1 653 ₽,https://366.ru/p/januvija-tab-p-pl-ob-100mg-28-26587/,https://media.366.ru/sys_master/product/h34/h4f/8821101887518.jpg
Contour TS тест-полоски 50 шт,"Ascensia Diabetes Care, Швейцария",None,None,1 198 ₽,https://366.ru/p/testpoloski-kontur-ts-50-28527/,https://media.366.ru/sys_master/product/h74/h22/9600934346782.jpg
Левемир Флекспен раствор 100 ед/мл 3 мл 5 шт,"НОВО НОРДИСК, РоссияИнсулин детемир",Инсулин детемир,None,2 791 ₽,https://366.ru/p/levemir-flekspen-rr-p-k-vv100ed-ml3ml5-29296/,https://media.366.ru/sys_master/product/hce/h56/8817571790878.jpg
Амарил таблетки 1мг N30,"САНОФИ, ИталияГлимепирид",Глимепирид,None,469 ₽,https://366.ru/p/amaril-tab-1mg-30-31300/,https://media.366.ru/sys_master/product/h86/h1c/8820067368990.jpg
Амарил таблетки 3мг N30,"САНОФИ, ИталияГлимепирид",Глимепирид,None,1 227 ₽,https://366.ru/p/amaril-tab-3mg-30-31494/,https://media.366.ru/sys_master/product/hcd/he1/8818748719134.jpg
Хумулин М3 суспензия 100 ме/мл 3 мл картриджи 5 шт,"Lilly France, ФранцияИнсулин двухфазный [человеческий генно-инженерный]",Инсулин двухфазный [человеческий генно-инженерный],None,1 011 ₽,https://366.ru/p/khumulin-m3-susp-100me-ml-3ml-5-kartridzh-31592/,https://media.366.ru/sys_master/product/h64/h63/8818517442590.jpg
Галвус таблетки 28 шт,"НОВАРТИС ФАРМА, РоссияВилдаглиптин",Вилдаглиптин,None,858 ₽,https://366.ru/p/galvus-tab-50mg-28-31619/,https://media.366.ru/sys_master/product/ha3/h8a/8816191832094.jpg
Тиоктацид раствор 600 мг/25 мл ампулы 24 мл 5 шт,"МЕДА ФАРМА, ГерманияТиоктовая кислота",Тиоктовая кислота,None,1 621 ₽,https://366.ru/p/tioktacid-600-t-rr-v-v-600mg-24ml-amp5-32541/,https://media.366.ru/sys_master/product/h57/h18/9667026092062.png
Галвус Мет таблетки 50 мг + 500 мг 30 шт,"НОВАРТИС ФАРМА, РоссияВилдаглиптин + Метформин",Вилдаглиптин + Метформин,None,1 726 ₽,https://366.ru/p/galvus-met-tab-p-pl-ob-50mg-500mg-30-32802/,https://media.366.ru/sys_master/product/hf5/h74/8818756517918.jpg
Дибикор таблетки 250 мг 60 шт,"ПИК-ФАРМА, РоссияТаурин",Таурин,None,374 ₽,https://366.ru/p/dibikor-tab-250mg-60-33451/,https://media.366.ru/sys_master/product/he0/h0c/8825756385310.jpg
Амарил таблетки 4 мг 30 шт,"САНОФИ, ИталияГлимепирид",Глимепирид,None,1 639 ₽,https://366.ru/p/amaril-tab-4mg-30-34491/,https://media.366.ru/sys_master/product/h7f/hfb/8816286367774.jpg
Амарил таблетки 2 мг 30 шт,"САНОФИ, ИталияГлимепирид",Глимепирид,None,889 ₽,https://366.ru/p/amaril-tab-2mg-30-34938/,https://media.366.ru/sys_master/product/hf2/h7b/8816318382110.jpg
Амарил М таблетки 2 мг + 500 мг 30 шт,"САНОФИ, Корейская Народная Демократическая республикаГлимепирид + Метформин",Глимепирид + Метформин,None,1 053 ₽,https://366.ru/p/amaril-m-tab-p-pl-ob-2mg-500mg-30-35932/,https://media.366.ru/sys_master/product/h8a/hcc/8825887162398.jpg
Тиоктацид БВ таблетки 600 мг 30 шт,"МЕДА ФАРМА, ГерманияТиоктовая кислота",Тиоктовая кислота,None,1 868 ₽,https://366.ru/p/tioktacid-bv-tab-p-pl-ob-600mg-30-36297/,https://media.366.ru/sys_master/product/h57/h4a/9667027075102.png
Метформин Тева таблетки 1000 мг 60 шт,"ТЕВА, РоссияМетформин",Метформин,None,317 ₽,https://366.ru/p/metforminteva-tab-p-pl-ob-1000mg-60-36408/,https://media.366.ru/sys_master/product/h4b/h80/9935866626078.jpg
Янумет таблетки 1000 мг + 50 мг 56 шт,"МСД ФАРМАСЬЮТИКАЛС, НидерландыМетформин + Ситаглиптин",Метформин + Ситаглиптин,None,3 437 ₽,https://366.ru/p/janumet-tab-p-pl-ob-1000mg-50mg-56-36481/,https://media.366.ru/sys_master/product/hab/h55/8818212372510.jpg
Глюкофаж лонг таблетки 500 мг 60 шт,"МЕРК, РоссияМетформин",Метформин,None,477 ₽,https://366.ru/p/gljukofazh-long-tab-prolong-dja-500mg-60-36687/,https://media.366.ru/sys_master/product/h0a/h3b/8816390045726.jpg
Глюкофаж лонг таблетки 500 мг 30 шт,"МЕРК, ФранцияМетформин",Метформин,None,191 ₽,https://366.ru/p/gljukofazh-long-tab-prolong-dja-500mg-30-36686/,https://media.366.ru/sys_master/product/h8e/h6f/8816389554206.jpg
Тиоктацид таблетки 600 мг 100 шт,"МЕДА ФАРМА, ГерманияТиоктовая кислота",Тиоктовая кислота,None,3 372 ₽,https://366.ru/p/tioktacid-bv-tab-p-pl-ob-600mg-100-36922/,https://media.366.ru/sys_master/product/h92/hff/9667027566622.png
"Баета раствор 250 мкг/мл 1,2 мл 1 шт","Lilly France, Соединенные Штаты АмерикиЭксенатид",Эксенатид,None,5 709 ₽,https://366.ru/p/baeta-rr-p-k-vved-250mkg-ml-1-2ml-1-36891/,https://media.366.ru/sys_master/product/hd5/h7c/8817675337758.jpg
Новомикс 30 Флекспен суспензия 100 ед/мл шприц-ручка 3 мл 5 шт,"НОВО НОРДИСК, РоссияИнсулин аспарт двухфазный",Инсулин аспарт двухфазный,None,1 774 ₽,https://366.ru/p/novomiks-30-flekspen-susp-100ed-ml-3ml5-36880/,https://media.366.ru/sys_master/product/h3b/hb9/8817674977310.jpg
Виктоза раствор шприц-ручки 2 шт,"НОВО НОРДИСК, ДанияЛираглутид",Лираглутид,None,10 730 ₽,https://366.ru/p/viktoza-rr-p-k-vved-6mg-ml-3ml-2-36889/,https://media.366.ru/sys_master/product/hd0/h1d/8816395911198.jpg
Метформин Тева таблетки покрытые пленочной оболочкой 1000мг N30,"ТЕВА, ИзраильМетформин",Метформин,None,188 ₽,https://366.ru/p/metforminteva-tab-p-pl-ob-1000mg-30-37184/,https://media.366.ru/sys_master/product/h7d/h26/8818630295582.jpg
Глюкофаж Лонг таблетки 750 мг 30 шт,"МЕРК, ФранцияМетформин",Метформин,None,305 ₽,https://366.ru/p/gljukofazh-long-tab-prolong-dja-750mg-30-37497/,https://media.366.ru/sys_master/product/h3b/h66/8816409968670.jpg
Апидра СолоСтар раствор 100 ме/мл 3 мл шприц 5 шт,"САНОФИ, РоссияИнсулин глулизин",Инсулин глулизин,None,2 143 ₽,https://366.ru/p/apidra-solostar-rr-p-k-100me-ml3ml5shpr-38300/,https://media.366.ru/sys_master/product/h0b/h51/8818589007902.jpg
Манинил 5 таблетки 5 мг 120 шт,"Berlin-Chemie, ГерманияГлибенкламид",Глибенкламид,None,134 ₽,https://366.ru/p/maninil-5-tab-5mg-120-39499/,https://media.366.ru/sys_master/product/h55/hfa/8826064633886.jpg
Амарил таблетки 2 мг 90 шт,"САНОФИ, ИталияГлимепирид",Глимепирид,None,2 104 ₽,https://366.ru/p/amaril-tab-2mg-90-39594/,https://media.366.ru/sys_master/product/h97/hb4/8818298617886.jpg
Онглиза таблетки 5 мг 30 шт,"AstraZeneca, ВеликобританияСаксаглиптин",Саксаглиптин,None,2 160 ₽,https://366.ru/p/ongliza-tab-p-pl-ob-5mg-30-40083/,https://media.366.ru/sys_master/product/h04/he0/8817748377630.jpg
Стрепсилс плюс спрей 70 доз 20 мл,"РЕКИТТ БЕНКИЗЕР, НидерландыАмилметакрезол + Дихлорбензиловый спирт + Лидокаин",Амилметакрезол + Дихлорбензиловый спирт + Лидокаин,None,344 ₽,https://366.ru/p/strepsils-pljus-sprej-20ml-40176/,https://media.366.ru/sys_master/product/h76/he1/9909578825758.jpg
Амарил таблетки 3 мг 90 шт,"САНОФИ, ИталияГлимепирид",Глимепирид,None,3 047 ₽,https://366.ru/p/amaril-tab-3mg-90-40376/,https://media.366.ru/sys_master/product/h42/h09/8818369036318.jpg
Амарил таблетки 4 мг 90 шт,"САНОФИ, ИталияГлимепирид",Глимепирид,None,3 828 ₽,https://366.ru/p/amaril-tab-4mg-90-40377/,https://media.366.ru/sys_master/product/h14/h3a/8816532258846.jpg
Диабетон МВ таблетки 60 мг 30 шт,"СЕРВЬЕ, РоссияГликлазид",Гликлазид,None,262 ₽,https://366.ru/p/diabeton-mv-tab-s-modif-vysvob-60mg-30-40683/,https://media.366.ru/sys_master/product/h30/h86/8816553558046.jpg
Октолипен капсулы 300 мг 30 шт,"Фармстандарт+, РоссияТиоктовая кислота",Тиоктовая кислота,None,385 ₽,https://366.ru/p/oktolipen-kaps-300mg-30-40768/,https://media.366.ru/sys_master/product/h55/h87/8901591269406.jpg
"Октолипен 0,03/мл 10мл N10 ампулыконцентрат для р-ра","Фармстандарт+, РоссияТиоктовая кислота",Тиоктовая кислота,None,500 ₽,https://366.ru/p/oktolipen-konc-d-inf-30mg-ml-10ml-10-40831/,https://media.366.ru/sys_master/product/hcb/h79/8818129338398.jpg
Берлитион 600 концентрат для раствора 25 мг/мл ампулы 24 мл 5 шт,"Berlin-Chemie, ГерманияТиоктовая кислота",Тиоктовая кислота,None,939 ₽,https://366.ru/p/berlition-600-konc-d-inf-25mg-ml-24ml-5-40837/,https://media.366.ru/sys_master/product/h89/h15/8816569843742.jpg
Биосулин Н суспeнзия 100Ед/мл 10 мл флакон 1 шт,"Фармстандарт+, РоссияИнсулин-изофан [человеческий генно-инженерный]",Инсулин-изофан [человеческий генно-инженерный],None,603 ₽,https://366.ru/p/biosulin-n-susp-p-k-100ed-ml-10ml-fl-1-40996/,https://media.366.ru/sys_master/product/hd8/hcc/8818604834846.jpg
Accu-Check FastClix ланцеты 24 шт,"РОШ ДИАБЕТЕС КЕА РУС, Германия",None,None,292 ₽,https://366.ru/p/lancet-steril-akkuchek-fastkliks-24-41145/,https://media.366.ru/sys_master/product/h61/h10/8823236526110.jpg
Октолипен таблетки 600 мг 30 шт,"Фармстандарт+, РоссияТиоктовая кислота",Тиоктовая кислота,None,757 ₽,https://366.ru/p/oktolipen-tab-p-pl-ob-600mg-30-41375/,https://media.366.ru/sys_master/product/h69/hd0/8818429362206.jpg
Галвус Мет таблетки 50 мг + 1000 мг 30 шт,"НОВАРТИС ФАРМА, РоссияВилдаглиптин + Метформин",Вилдаглиптин + Метформин,None,1 743 ₽,https://366.ru/p/galvus-met-tab-p-pl-ob-50mg-1000mg-30-41471/,https://media.366.ru/sys_master/product/h68/h92/8816606248990.jpg
Accu-Check Active тест-полоски 50 шт,"РОШ ДИАБЕТЕС КЕА РУС, Германия",None,None,1 165 ₽,https://366.ru/p/testpoloski-akkuchek-active-50-42392/,https://media.366.ru/sys_master/product/h69/h9d/9499899199518.png
Accu-Check Performa тест-полоски 50 шт,"РОШ ДИАБЕТЕС КЕА РУС, Германия",None,None,1 252 ₽,https://366.ru/p/testpoloski-akkuchek-performa-50-42394/,https://media.366.ru/sys_master/product/h55/hb9/8816649732126.jpg
Новорапид флекспен раствор для инъекций 100е для мл 3мл N5,"НОВО НОРДИСК, ДанияИнсулин аспарт",Инсулин аспарт,None,2 023 ₽,https://366.ru/p/novorapid-flekspen-100ed-ml-3ml-kartr-5-42922/,https://media.366.ru/sys_master/product/hde/hbe/8821138489374.jpg
"Комбоглиз Пролонг таблетки 1000 мг + 2,5 мг 56 шт","AstraZeneca, Соединенные Штаты АмерикиМетформин + Саксаглиптин",Метформин + Саксаглиптин,None,3 585 ₽,https://366.ru/p/kombogliz-prol-tab-modif-1000mg-2-5mg56-43348/,https://media.366.ru/sys_master/product/hde/h3b/8817817059358.jpg
Янумет таблетки 850 мг + 50 мг 56 шт,"МСД ФАРМАСЬЮТИКАЛС, РоссияМетформин + Ситаглиптин",Метформин + Ситаглиптин,None,3 435 ₽,https://366.ru/p/janumet-tab-p-pl-ob-850mg-50mg-56-43503/,https://media.366.ru/sys_master/product/h1e/h90/8816725065758.jpg
Глидиаб таблетки 80мг N60,"АКРИХИН, РоссияГликлазид",Гликлазид,None,145 ₽,https://366.ru/p/glidiab-tab-80mg-60-43724/,https://media.366.ru/sys_master/product/he2/hf1/8817833672734.jpg
Лантус соло стар раствор для инъекций подкожного введения введ 100ме/мл 3мл картридж N5 шприц-ручка,"САНОФИ, РоссияИнсулин гларгин",Инсулин гларгин,None,3 546 ₽,https://366.ru/p/lantus-solostar-rr-p-k100ed-ml3ml5shpr-43829/,https://media.366.ru/sys_master/product/h07/h7d/8821275066398.jpg
Янумет таблетки 50 мг + 500 мг 56 шт,"МСД ФАРМАСЬЮТИКАЛС, РоссияМетформин + Ситаглиптин",Метформин + Ситаглиптин,None,3 436 ₽,https://366.ru/p/janumet-tab-p-pl-ob-500mg-50mg-56-43989/,https://media.366.ru/sys_master/product/hfb/hab/8817841537054.jpg
Форсига таблетки 10 мг 30 шт,"AstraZeneca, РоссияДапаглифлозин",Дапаглифлозин,None,2 491 ₽,https://366.ru/p/forsiga-tabl-10mg-30-49574/,https://media.366.ru/sys_master/product/h5b/ha1/8821514338334.jpg
Дибикор таблетки 500 мг 60 шт,"ПИК-ФАРМА, РоссияТаурин",Таурин,None,552 ₽,https://366.ru/p/dibikor-tabl-500mg-n60-51605/,https://media.366.ru/sys_master/product/hf0/ha0/8818254577694.jpg
Випидия таблетки 25 мг 28 шт,"ТАКЕДА ФАРМАСЬЮТИКАЛС, ИрландияАлоглиптин",Алоглиптин,None,1 338 ₽,https://366.ru/p/vipidija-tabl-p-o-25mg-n28-52635/,https://media.366.ru/sys_master/product/h79/h8d/8817042423838.jpg
Тиолепта таблетки 600 мг 60 шт,"КАНОНФАРМА ПРОДАКШН, РоссияТиоктовая кислота",Тиоктовая кислота,None,1 187 ₽,https://366.ru/p/tiolepta-r-tab-p-pl-ob-600mg-60-53008/,https://media.366.ru/sys_master/product/h8c/hda/8817050746910.jpg
Акку-чек актив тест-полоски N100,"РОШ ДИАБЕТЕС КЕА РУС, Германия",None,None,1 865 ₽,https://366.ru/p/testpoloski-akkuchek-active-100-54972/,https://media.366.ru/sys_master/product/h62/h38/8817081876510.jpg
Биосулин Н суспензия 100 ме/мл 5 картриджей по 3 мл,"Фармстандарт+, РоссияИнсулин-изофан [человеческий генно-инженерный]",Инсулин-изофан [человеческий генно-инженерный],None,1 124 ₽,https://366.ru/p/biosulin-n-susp-p-k-100ed-ml-3ml-fl-5-55078/,https://media.366.ru/sys_master/product/h82/h7c/8818556665886.jpg
Тиолепта таблетки 600 мг 30 шт,"КАНОНФАРМА ПРОДАКШН, РоссияТиоктовая кислота",Тиоктовая кислота,None,694 ₽,https://366.ru/p/tiolepta-tab-p-pl-ob-600mg-30-55156/,https://media.366.ru/sys_master/product/hb8/haa/8818659885086.jpg
Унитекс глико стаб,"Laboratories Ineldea, Франция",None,None,4 957 ₽,https://366.ru/p/gliko-stab-90-55984/,https://media.366.ru/sys_master/product/hec/h8b/9199343042590.jpg
Тресиба Флекстач раствор 100 ме/мл 3 мл 5 шт,"НОВО НОРДИСК, ДанияИнсулин деглудек",Инсулин деглудек,None,4 843 ₽,https://366.ru/p/tresiba-flekstach-d-podk-v100ed-ml-3ml-5-58532/,https://media.366.ru/sys_master/product/h34/h59/8818267193374.jpg
Липотиоксон концентрат 25 мг/мл 12 мл 5 шт,"СОТЕКС, РоссияТиоктовая кислота",Тиоктовая кислота,None,810 ₽,https://366.ru/p/lipotiokson-konc-d-inf-25mg-ml-12ml-5-59779/,https://media.366.ru/sys_master/product/h23/h37/8818012258334.jpg
Саксенда раствор 6 мг/мл 3 мл 5 шт,"НОВО НОРДИСК, ДанияЛираглутид",Лираглутид,None,24 790 ₽,https://366.ru/p/saksenda-rr-d-in-6mg-ml-3ml-5-60423/,https://media.366.ru/sys_master/product/h88/h05/8818276368414.jpg
Джардинс таблетки 25 мг 30 шт,"БЕРИНГЕР ИНГЕЛЬХАЙМ, ГерманияЭмпаглифлозин",Эмпаглифлозин,None,3 083 ₽,https://366.ru/p/dzhardins-tabl-25mg-30-60978/,https://media.366.ru/sys_master/product/h6a/h90/8818391515166.jpg
Джардинс таблетки 10 мг 30 шт,"БЕРИНГЕР ИНГЕЛЬХАЙМ, ГерманияЭмпаглифлозин",Эмпаглифлозин,None,3 013 ₽,https://366.ru/p/dzhardins-tabl-10mg-30-61274/,https://media.366.ru/sys_master/product/h56/hab/8818391744542.jpg
Витамины для больных диабетом таблетки 30 шт,"ВЁРВАГ ФАРМА, Германия",None,None,311 ₽,https://366.ru/p/vitaminy-dlja-bolnykh-diabetom-tab-30-3171/,https://media.366.ru/sys_master/product/h34/h19/8819548979230.jpg
Витамины Доппельгерц Актив таблетки 30 шт,"КВАЙССЕР ФАРМА, Германия",None,None,421 ₽,https://366.ru/p/doppelgerc-aktiv-vit-d-boln-diabet30-16659/,https://media.366.ru/sys_master/product/h1a/h11/8818932678686.jpg
Алфавит Диабет таблетки 60 шт,"РУСФИК, Россия",None,None,519 ₽,https://366.ru/p/alfavit-diabet-60-18817/,https://media.366.ru/sys_master/product/h66/ha3/8818962497566.jpg
Панкризан капсулы 90 шт,"БИЗНЕС, Соединенные Штаты Америки",None,None,993 ₽,https://366.ru/p/pankrizan-kaps-400mg-90-28296/,https://media.366.ru/sys_master/product/hae/hf6/8837820579870.jpg
Accu-Check Performa глюкометр набор,"РОШ ДИАБЕТЕС КЕА РУС, Германия",None,None,791 ₽,https://366.ru/p/gljukometr-akkuchek-performa-nabor-29992/,https://media.366.ru/sys_master/product/h92/hc6/9352394702878.png
Компливит Диабет таблетки 30 шт,"Фармстандарт+, Россия",None,None,348 ₽,https://366.ru/p/komplivit-diabet-tab-p-o-30-32092/,https://media.366.ru/sys_master/product/h35/h1c/8818894602270.jpg
Doppel Herzaktiv таблетки 60 шт,"КВАЙССЕР ФАРМА, Германия",None,None,674 ₽,https://366.ru/p/doppelgerc-aktiv-vit-d-boln-diabet60-34459/,https://media.366.ru/sys_master/product/h3a/h4f/8818936348702.jpg
Contour TS глюкометр без тест-полосок,"Ascensia Diabetes Care, Швейцария",None,None,1 077 ₽,https://366.ru/p/gljukometr-kontur-ts-bez-test-polosok-35264/,https://media.366.ru/sys_master/product/h9a/he3/9600933691422.jpg
"Эвалар Олиджим таблетки 0,52 г 100 шт","ЭВАЛАР, Россия",None,None,483 ₽,https://366.ru/p/olidzhim-tab-0-52g-100-36292/,https://media.366.ru/sys_master/product/h57/h3d/9612455280670.jpg
Тражента таблетки 5 мг 30 шт,"БЕРИНГЕР ИНГЕЛЬХАЙМ, Соединенные Штаты АмерикиЛинаглиптин",Линаглиптин,None,1 820 ₽,https://366.ru/p/trazhenta-tab-p-pl-ob-5mg-30-40084/,https://media.366.ru/sys_master/product/h65/h6e/8830106828830.jpg
Витамины для больных диабетом таблетки 90 шт,"Woerwag Pharma, Германия",None,None,741 ₽,https://366.ru/p/vitaminy-dlja-bolnykh-diabetom-tab-90-40835/,https://media.366.ru/sys_master/product/h07/hf8/8819792740382.jpg
Solgar Комплекс Модулятора глюкозы таблетки 60 шт,"Solgar Inc., Соединенные Штаты Америки",None,None,1 977 ₽,https://366.ru/p/solgar-kompleks-moduljatora-gljukozy-60-49330/,https://media.366.ru/sys_master/product/h2f/hb1/8834163245086.jpg
One Touch Ultra Soft ланцеты стерильные 25 шт,"LifeScan, Швейцария",None,None,278 ₽,https://366.ru/p/lancet-steril-one-touch-ultra-soft-25-55471/,https://media.366.ru/sys_master/product/h20/h51/8822926966814.jpg
Accu-Check Active глюкометр набор,"РОШ ДИАБЕТЕС КЕА РУС, Германия",None,None,860 ₽,https://366.ru/p/gljukometr-akkuchek-active-nabor-55496/,https://media.366.ru/sys_master/product/h0c/h53/8823237705758.jpg
