Название,Производитель,Содержание,Количество на складе,Цена,Ссылка,Ссылка на изображение
Прогинова драже 2 мг 21 шт,"АЛВОГЕН, ФранцияЭстрадиола валерат",Эстрадиола валерат,None,850 ₽,https://366.ru/p/proginova-dr-2mg-21-37382/,https://media.366.ru/sys_master/product/h70/h74/8816404824094.jpg
"Паклитаксел Эбеве концентрат 6 мг/мл 16,7 мл флакон 1 шт","САНДОЗ, АвстрияПаклитаксел",Паклитаксел,None,2 052 ₽,https://366.ru/p/paklitakselebeve-konc-6mg-ml-16-7ml1fl-37390/,https://media.366.ru/sys_master/product/h7f/hc7/8818542903326.jpg
Л-тироксин Берлин-Хеми таблетки 100 мкг 50 шт,"Berlin-Chemie, ГерманияЛевотироксин натрия",Левотироксин натрия,None,126 ₽,https://366.ru/p/ltiroksin-100-tab-100mkg-50-37481/,https://media.366.ru/sys_master/product/h63/h7a/8818345869342.jpg
"Сертикан таблетки 0,25 мг 60 шт","НОВАРТИС ФАРМА, ШвейцарияЭверолимус",Эверолимус,None,4 413 ₽,https://366.ru/p/sertikan-tab-0-25mg-60-37521/,https://media.366.ru/sys_master/product/h20/had/8818443812894.jpg
Цитозар лиофилизат для ин 1000мг флакон N1,"АКТАВИС, ИталияЦитарабин",Цитарабин,None,828 ₽,https://366.ru/p/citozar-liof-d-in-1000mg-fl-1-37781/,https://media.366.ru/sys_master/product/ha6/h90/8818556207134.jpg
Эутирокс таблетки 88 мкг 100 шт,"МЕРК, ГерманияЛевотироксин натрия",Левотироксин натрия,None,139 ₽,https://366.ru/p/eutiroks-tab-88mkg-100-38805/,https://media.366.ru/sys_master/product/h14/hfa/8854348857374.jpg
Эутирокс таблетки 112 мкг 100 шт,"МЕРК, ГерманияЛевотироксин натрия",Левотироксин натрия,None,167 ₽,https://366.ru/p/eutiroks-tab-112mkg-100-38806/,https://media.366.ru/sys_master/product/hf7/h8f/8817717215262.jpg
Эутирокс таблетки 137 мкг 100 шт,"МЕРК, ГерманияЛевотироксин натрия",Левотироксин натрия,None,176 ₽,https://366.ru/p/eutiroks-tab-137mkg-100-38807/,https://media.366.ru/sys_master/product/hf2/hb9/8817717706782.jpg
Гонадотропин хорионический для инъекций флаконы 500 ед 5 шт,"МЭЗ, РоссияГонадотропин хорионический",Гонадотропин хорионический,None,513 ₽,https://366.ru/p/gonadotropin-khor-500ed-5-rl-41666/,https://media.366.ru/sys_master/product/hfb/hfa/8901443747870.jpg
Визанна таблетки 84 шт,"БАЙЕР, ГерманияДиеногест",Диеногест,None,9 795 ₽,https://366.ru/p/vizanna-tab-2mg-84-41818/,https://media.366.ru/sys_master/product/hc5/heb/8818342199326.jpg
Визанна таблетки 28 шт,"БАЙЕР, ГерманияДиеногест",Диеногест,None,3 646 ₽,https://366.ru/p/vizanna-tab-2mg-28-42590/,https://media.366.ru/sys_master/product/h0d/h2f/8816660250654.jpg
Сандиммун неорал капсулы 50 мг 50 шт,"НОВАРТИС ФАРМА, РоссияЦиклоспорин",Циклоспорин,None,2 457 ₽,https://366.ru/p/sandimmun-neoral-kaps-50mg-50-42957/,https://media.366.ru/sys_master/product/h75/h2d/8818235539486.jpg
"Натива таблетки 0,2мг N30","НАТИВА, РоссияДесмопрессин",Десмопрессин,None,2 719 ₽,https://366.ru/p/nativa-tab-0-2mg-30-43304/,https://media.366.ru/sys_master/product/h68/h74/8821106540574.jpg
"Натива таблетки 0,1мг N30","НАТИВА, РоссияДесмопрессин",Десмопрессин,None,1 456 ₽,https://366.ru/p/nativa-tab-0-1mg-30-43434/,https://media.366.ru/sys_master/product/he5/h0f/8821202878494.jpg
"Минирин таблетки 0,2мг N30","Фармстандарт+, РоссияДесмопрессин",Десмопрессин,None,2 506 ₽,https://366.ru/p/minirin-tab-0-2mg-30-43765/,https://media.366.ru/sys_master/product/h7b/hc0/8854505979934.jpg
Экорал капсулы 100 мг 50 шт,"ТЕВА, ЧехияЦиклоспорин",Циклоспорин,None,3 913 ₽,https://366.ru/p/ekoral-kaps-mjagkie-100mkg-50-54866/,https://media.366.ru/sys_master/product/h35/h34/8817938038814.jpg
Экорал капсулы 50 мг 50 шт,"ТЕВА, ЧехияЦиклоспорин",Циклоспорин,None,1 998 ₽,https://366.ru/p/ekoral-kaps-mjagkie-50mg-50-54873/,https://media.366.ru/sys_master/product/h61/hf3/8818452299806.jpg
Экорал капсулы мягкие 25 мг N50,"ТЕВА, ЧехияЦиклоспорин",Циклоспорин,None,1 003 ₽,https://366.ru/p/ekoral-kaps-mjagkie-25-mg-50-55155/,https://media.366.ru/sys_master/product/h48/h1a/8818452070430.jpg
Гонадотропин хорионический 1500 ед флаконы 5 шт + растворитель,"МЭЗ, РоссияГонадотропин хорионический",Гонадотропин хорионический,None,1 196 ₽,https://366.ru/p/gonadotropin-khor-1500ed-5-rl-55159/,https://media.366.ru/sys_master/product/h22/h39/9199775842334.png
Минирин таблетки подъязычные 120 мкг 30 шт,"Фармстандарт+, ШвейцарияДесмопрессин",Десмопрессин,None,3 204 ₽,https://366.ru/p/minirin-tab-rassas-120mkg-30-55163/,https://media.366.ru/sys_master/product/h1e/ha1/8817947607070.jpg
Онкотрон раствор для инъекций 2мг/мл 10мл N1,"БАКСТЕР ОНКОЛОГИ, ГерманияМитоксантрон",Митоксантрон,None,4 568 ₽,https://366.ru/p/onkotron-rr-d-in-2mg-ml-10ml-1-58093/,https://media.366.ru/sys_master/product/h0d/h4e/8818264211486.jpg
Минирин таблетки для рассасывания 60 мкг 30 шт,"Фармстандарт+, ШвейцарияДесмопрессин",Десмопрессин,None,1 791 ₽,https://366.ru/p/minirin-tab-rassas-60mkg-30-58715/,https://media.366.ru/sys_master/product/h21/h12/8817995513886.jpg
Эндоксан таблетки 50 мг 50 шт,"БАКСТЕР ОНКОЛОГИ, ГерманияЦиклофосфамид",Циклофосфамид,None,920 ₽,https://366.ru/p/endoksan-tab-p-o-50mg-50-59246/,https://media.366.ru/sys_master/product/h88/h57/8818167873566.jpg
Эндоксан порошок 1000 мг,"БАКСТЕР ОНКОЛОГИ, ГерманияЦиклофосфамид",Циклофосфамид,None,598 ₽,https://366.ru/p/endoksan-por-d-inekcij-fl-1000mg75ml1-59243/,https://media.366.ru/sys_master/product/ha1/h59/8818270634014.jpg
"Эйлеа раствор для инъекций 40мг/мл 0,1мл N1","БАЙЕР, ГерманияАфлиберцепт",Афлиберцепт,None,50 208 ₽,https://366.ru/p/ejlea-rr-d-in-40mkg-ml-0-1ml-1-60310/,https://media.366.ru/sys_master/product/h3f/hb0/8818167185438.jpg
Гонадотропин хорионический лиофилизат 5000 ЕД 5 шт + растворитель,"МЭЗ, РоссияГонадотропин хорионический",Гонадотропин хорионический,None,2 903 ₽,https://366.ru/p/gonadotropin-khor-5000ed-5-rl-60739/,https://media.366.ru/sys_master/product/h89/h72/8818577768478.jpg
Эрбитукс раствор для инфузий 5мг/мл 20мл,"Фармстандарт+, ГерманияЦетуксимаб",Цетуксимаб,None,14 911 ₽,https://366.ru/p/erbituks-rr-d-inf-5mg-ml-20ml-61497/,https://media.366.ru/sys_master/product/hf5/h7d/8818338529310.jpg
Октреотид раствор для внутривенного и подкожного введения 50 мкг/мл ампулы 1 мл 5 шт,"НАТИВА, РоссияОктреотид",Октреотид,None,1 246 ₽,https://366.ru/p/oktreotid-rr-v-v-p-k-50mkg-ml-5-61820/,https://media.366.ru/sys_master/product/h94/h1c/8818511478814.jpg
Холоксан порошок 500 мг,"БАКСТЕР ОНКОЛОГИ, ГерманияИфосфамид",Ифосфамид,None,858 ₽,https://366.ru/p/kholoksan-por-d-rra-d-inf-500mg-1-61854/,https://media.366.ru/sys_master/product/hbb/h2f/8818490834974.jpg
Дексаметазон раствор 4 мг ампулы 1 мл 10 шт,"ЭЛЛАРА МЦ, РоссияДексаметазон",Дексаметазон,None,130 ₽,https://366.ru/p/deksametazon-rr-d-in-4mg-ml-1ml-amp-10-62619/,https://media.366.ru/sys_master/product/h8c/h3f/8818612174878.jpg
Велбин концентрат для раствора для инфузий 10 мг/мл 5 мл 1 шт,"ТЕВА, РумынияВинорелбин",Винорелбин,None,4 037 ₽,https://366.ru/p/velbin-konc-d-rra-d-inf-10mg-ml-5ml-62543/,https://media.366.ru/sys_master/product/hfa/h90/8818687475742.jpg
"Энбрел раствор для подкожного введения флакон 0,05/мл 1 мл 4 шт","Пфайзер+, ВеликобританияЭтанерцепт",Этанерцепт,None,55 446 ₽,https://366.ru/p/novyj-tovar-36380/,https://media.366.ru/sys_master/product/h3c/h87/8818351374366.jpg
Фемостон мини таблетки 28 шт,"Abbott Laboratories EPD, НидерландыДидрогестерон + Эстрадиол",Дидрогестерон + Эстрадиол,None,1 290 ₽,https://366.ru/p/femoston-mini-tab-p-pl-ob-28-63389/,https://media.366.ru/sys_master/product/hd1/he1/8867533553694.jpg
Лапчатка белая плюс таблетки 100 шт,"ПАРАФАРМ, Россия",None,None,408 ₽,https://366.ru/p/lapchatka-belaja-pljus-tab-100-35392/,https://media.366.ru/sys_master/product/h86/h37/8837855313950.jpg
Велбин концентрат для раствора 10 мг/мл 1 мл 1 шт,"АКТАВИС, РумынияВинорелбин",Винорелбин,None,1 245 ₽,https://366.ru/p/velbin-konc-d-rra-d-inf-10mg-ml-1ml-69306/,https://media.366.ru/sys_master/product/h7b/h7d/8971999805470.jpg
"Форстео раствор 250 мкг/мл 2,4 мл + шприц","Lilly France, ФранцияТерипаратид",Терипаратид,None,21 200 ₽,https://366.ru/p/forsteo-rr-250mkg-ml-2-4ml-shprruch-69330/,https://media.366.ru/sys_master/product/h6b/h05/8859363704862.jpg
Андрокур таблетки 10мг 15 шт,"Schering, ГерманияЦипротерон",Ципротерон,None,1 505 ₽,https://366.ru/p/androkur-tab-10mg-15-1766/,https://media.366.ru/sys_master/product/hc4/h4f/9116526182430.jpg
Бетаспан Депо суспензия для инъекций 7 мг/мл 1 мл 1 шт,"Бофарм, Украина",None,None,365 ₽,https://366.ru/p/betaspan-depo-susp-d-in-7mg-ml-1ml-1-208036/,https://media.366.ru/sys_master/product/hea/h79/9519482634270.jpg
Мегадексан таблетки 10мг N60,,None,None,755 ₽,https://366.ru/p/megadeksan-tabl-10mg-n60-187323/,https://media.366.ru/sys_master/product/h3e/hcd/9116534964254.jpg
"Нордитропин раствор для п/кожного введения 10 мг/1,5 мл 1,5 мл картриджи в шприц-ручках НордиФлекс 1 шт","НОВО НОРДИСК, ДанияСоматропин",Соматропин,None,4 531 ₽,https://366.ru/p/norditropin-nordifleks-shpricruchka-10mg-1-5ml-n1-300235/,https://media.366.ru/sys_master/product/h8d/h5b/10035720650782.jpg
Дексаметазон-Виал раствор 4мг/мл 1мл ампулы N25,,None,None,302 ₽,https://366.ru/p/nogtinorm-balzam-dlja-nogtej-15ml-43994/,https://media.366.ru/sys_master/product/h34/h4b/9278816223262.png
Зафрилла таблетки 2 мг 28 шт,"Гедеон Рихтер, ВенгрияДиеногест",Диеногест,None,2 646 ₽,https://366.ru/p/zafrilla-tab-2mg-28-300616/,https://media.366.ru/sys_master/product/h4f/h0d/10101411250206.jpg
Эутирокс таблетки 100 мкг 100 шт,"Merz Pharma, Германия",None,None,158 ₽,https://366.ru/p/eutiroks-tab-100mkg-100-12444/,https://media.366.ru/sys_master/product/h4a/h2b/9720209408030.jpg
Преднизолон буфус 30 мг/мл ампулы 1 мл 10 шт,"ОБНОВЛЕНИЕ ПФК, РоссияПреднизолон",Преднизолон,None,178 ₽,https://366.ru/p/prednizolon-bufus-30mg-ml-amp-1ml-10-210726/,https://media.366.ru/sys_master/product/hb5/h8a/9815178608670.jpg
Фарморубицин б/раст.лиофилизат 10мг N1,"Пфайзер+, ИталияЭпирубицин",Эпирубицин,None,515 ₽,https://366.ru/p/farmorubicin-b-rast-liof-10mg-1-30490/,https://media.366.ru/sys_master/product/hf6/h6a/8818477301790.jpg
"Дексаметазон таблетки 0,5 мг 10 шт","ЗДОРОВЬЕ, Украина",None,None,32 ₽,https://366.ru/p/deksametazon-tabl-0-5mg-10-207654/,https://media.366.ru/sys_master/product/he8/h6d/9487296954398.jpg
Сандиммун Неорал капсулы 100 мг 50 шт,"Novartis Pharma, Германия",None,None,4 777 ₽,https://366.ru/p/sandimmun-neoral-kaps-100mg-50-26470/,https://media.366.ru/sys_master/product/h7f/ha8/9815179526174.jpg
