Название,Производитель,Содержание,Количество на складе,Цена,Ссылка,Ссылка на изображение
Тамоксифен таблетки 20 мг 30 шт,"ОРИОН ФАРМА, РоссияТамоксифен",Тамоксифен,None,219 ₽,https://366.ru/p/tamoksifen-tab-20mg-30-28727/,https://media.366.ru/sys_master/product/h0f/h77/8825628131358.jpg
Лейкеран таблетки 2 мг 25 шт,"АСПЕН ФАРМА, ГерманияХлорамбуцил",Хлорамбуцил,None,3 012 ₽,https://366.ru/p/lejkeran-tab-p-o-2mg-25-30851/,https://media.366.ru/sys_master/product/h36/h44/8818407800862.jpg
Андрокур Депо раствор внутримышечно ампулы 300 мг 3 мл 3 шт,"БАЙЕР, ГерманияЦипротерон",Ципротерон,None,1 967 ₽,https://366.ru/p/androkur-depo-rr-v-m-amp-300mg-3ml-3-33508/,https://media.366.ru/sys_master/product/h64/h93/8817624121374.jpg
"Метотрексат Озон таблетки 2,5 мг 50 шт","Озон, РоссияМетотрексат",Метотрексат,None,330 ₽,https://366.ru/p/metotreksatozon-tab-p-o-2-5mg-50-35441/,https://media.366.ru/sys_master/product/h2c/ha1/8818419269662.jpg
Ондансетрон раствор 2 мг/мл ампулы 4 мл 5 шт,"СОТЕКС, РоссияОндансетрон",Ондансетрон,None,393 ₽,https://366.ru/p/ondansetron-rr-v-v-v-m-2mg-ml-4ml-5-36086/,https://media.366.ru/sys_master/product/h22/hd1/8901619843102.jpg
Ондансетрон раствор 2 мг/мл 2 мл 5 шт,"СОТЕКС, РоссияОндансетрон",Ондансетрон,None,197 ₽,https://366.ru/p/ondansetron-rr-v-v-v-m-2mg-ml-2ml-5-36085/,https://media.366.ru/sys_master/product/hf3/h87/8818542215198.jpg
Гемцитабин-Эбеве концентрат для ин 10мг/мл 100мл,"САНДОЗ, ИндияГемцитабин",Гемцитабин,None,3 650 ₽,https://366.ru/p/gemcitabin-liof-d-inf-1000mg-1-36794/,https://media.366.ru/sys_master/product/h44/hb9/8820426113054.jpg
Бикалутамид Тева таблетки 150 мг 28 шт,"ТЕВА, ИзраильБикалутамид",Бикалутамид,None,2 012 ₽,https://366.ru/p/bikalutamidteva-tab-p-pl-ob-150mg-28-36946/,https://media.366.ru/sys_master/product/h20/h9c/8817677172766.jpg
"Луцентис раствор для внутриглазные введения флакон с иглой 0,23 мл","НОВАРТИС ФАРМА, ШвейцарияРанибизумаб",Ранибизумаб,None,48 280 ₽,https://366.ru/p/lucentis-rr-d-vnutrigl-vv-10mg-ml0-23ml-37442/,https://media.366.ru/sys_master/product/h33/h48/8817683791902.jpg
Темодал капсулы флакон темн. стекло 180 мг N5,"МСД ФАРМАСЬЮТИКАЛС, ФинляндияТемозоломид",Темозоломид,None,16 320 ₽,https://366.ru/p/temodal-kaps-180mg-5-37731/,https://media.366.ru/sys_master/product/he5/h65/8818656215070.jpg
"Методжект раствор для инъекций 10 мг/мл 1,5 мл шприц","МЕДАК, ГерманияМетотрексат",Метотрексат,None,967 ₽,https://366.ru/p/metodzhekt-rr-d-in-shpr-10mg-ml-1-5ml-1-38030/,https://media.366.ru/sys_master/product/h61/h88/8818219712542.jpg
"Методжект раствор для ин шпр 10мг/мл 0,75мл N1","МЕДАК, ГерманияМетотрексат",Метотрексат,None,584 ₽,https://366.ru/p/metodzhekt-rr-d-in-shpr-10mg-ml-0-75ml-1-38029/,https://media.366.ru/sys_master/product/h10/h21/8817697619998.jpg
Аримидекс таблетки 1 мг 28 шт,"AstraZeneca, ВеликобританияАнастрозол",Анастрозол,None,1 575 ₽,https://366.ru/p/arimideks-tab-p-pl-ob-1mg-28-38515/,https://media.366.ru/sys_master/product/hcf/h04/8820392001566.jpg
Аромазин таблетки 25 мг 30 шт,"Пфайзер+, ИталияЭксеместан",Эксеместан,None,1 769 ₽,https://366.ru/p/aromazin-tab-p-o-25mg-30-38745/,https://media.366.ru/sys_master/product/hdf/h8d/8817715249182.jpg
Темодал капсулы флакон темн. стекло 140мг N5,"МСД ФАРМАСЬЮТИКАЛС, БельгияТемозоломид",Темозоломид,None,12 800 ₽,https://366.ru/p/temodal-kaps-140mg-5-38762/,https://media.366.ru/sys_master/product/h7d/hbb/8839554891806.jpg
"Теваграстим раствор 60 МЕ 0,8 мл 1 шт","ТЕВА, ИзраильФилграстим",Филграстим,None,2 726 ₽,https://366.ru/p/tevagrastim-rr-v-v-p-60me-0-8ml-1z-ig-39792/,https://media.366.ru/sys_master/product/hd8/hb4/10111239520286.jpg
Тамоксифен таблетки 20 мг 100 шт,"ГЕКСАЛ, РоссияТамоксифен",Тамоксифен,None,645 ₽,https://366.ru/p/tamoksifen-tab-20mg-100-39811/,https://media.366.ru/sys_master/product/h24/h65/8901623119902.jpg
Ондансетрон Тева таблетки 8 мг 10 шт,"ТЕВА, ВенгрияОндансетрон",Ондансетрон,None,395 ₽,https://366.ru/p/ondansetronteva-tab-p-pl-ob-8mg-10-39861/,https://media.366.ru/sys_master/product/he9/h77/8817746051102.jpg
Гидреа капсулы 500 мг 20 шт,"БРИСТОЛ-МАЙЕРС СКВИББ, ИталияГидроксикарбамид",Гидроксикарбамид,None,251 ₽,https://366.ru/p/gidrea-kaps-500mg-20-40826/,https://media.366.ru/sys_master/product/hcb/h53/8826128334878.jpg
Провера таблетки 500 мг 30 шт,"Пфайзер+, ИталияМедроксипрогестерон",Медроксипрогестерон,None,2 818 ₽,https://366.ru/p/provera-tab-500mg-30-42283/,https://media.366.ru/sys_master/product/hf2/h28/8818706972702.jpg
Тамоксифен таблетки 10 мг 30 шт,"ОРИОН ФАРМА, РоссияТамоксифен",Тамоксифен,None,123 ₽,https://366.ru/p/tamoksifen-tab-10mg-30-42399/,https://media.366.ru/sys_master/product/h46/h8f/8846669709342.jpg
Унитиол раствор для внутримышечного и подкожного введения ампулы 5 мл 10 шт,РоссияДимеркаптопропансульфонат натрия,Димеркаптопропансульфонат натрия,None,543 ₽,https://366.ru/p/unitiol-rr-v-m-p-k-50mg-ml-5ml-amp-10-42468/,https://media.366.ru/sys_master/product/h6f/h9d/8901452267550.jpg
Иресса таблетки покрытые оболочкой 250мг N30,"AstraZeneca, РоссияГефитиниб",Гефитиниб,None,99 475 ₽,https://366.ru/p/iressa-tab-p-pl-ob-250mg-30-42784/,https://media.366.ru/sys_master/product/hcb/hd4/8818234392606.jpg
"Метотрексат-Эбеве раствор для инфузий 10 мг/мл 1,5 мл","САНДОЗ, АвстрияМетотрексат",Метотрексат,None,1 083 ₽,https://366.ru/p/metotreksatebeve-rr-d-in-10mg-ml-1-5ml-54607/,https://media.366.ru/sys_master/product/h21/h1e/8818553683998.jpg
"Метотрексат Эбеве раствор 10 мг/мл 0,75 мл","САНДОЗ, АвстрияМетотрексат",Метотрексат,None,626 ₽,https://366.ru/p/metotreksatebeve-rr-10mg-ml-0-75ml-avt-54602/,https://media.366.ru/sys_master/product/h31/h4d/8818553454622.jpg
Гидроксикарбамид Медак капсулы 500 мг 100 шт,"МЕДАК, ГерманияГидроксикарбамид",Гидроксикарбамид,None,1 170 ₽,https://366.ru/p/gidroksikarbamid-medak-kaps-500mg-100-55176/,https://media.366.ru/sys_master/product/h5a/hf5/8818551160862.jpg
Пролиа раствор шприц 1 мл 60 мг,"АМДЖЕН, НидерландыДеносумаб",Деносумаб,None,13 853 ₽,https://366.ru/p/prolia-rr-d-in-1ml-60mg-1-55871/,https://media.366.ru/sys_master/product/he5/h89/8817961959454.jpg
Герцептин лиофилизат для инфузий с растворителем 440 мг,"ХОФФМАНН-ЛЯ РОШ, РоссияТрастузумаб",Трастузумаб,None,38 205 ₽,https://366.ru/p/gerceptin-liof-d-inf-440mg-s-rlem-56729/,https://media.366.ru/sys_master/product/h42/hf7/8818335318046.jpg
Бикана таблетки 150мг N28,"НАТИВА, РоссияБикалутамид",Бикалутамид,None,1 138 ₽,https://366.ru/p/bikana-tab-p-pl-ob-150mg-28-58214/,https://media.366.ru/sys_master/product/hb9/hab/8818377523230.jpg
Селана таблетки покрытые оболочкой 1 мг 30 шт,"НАТИВА, РоссияАнастрозол",Анастрозол,None,1 095 ₽,https://366.ru/p/selana-tab-p-pl-ob-1mg-30-59981/,https://media.366.ru/sys_master/product/h89/hda/8818442895390.jpg
"Эйлеа раствор для инъекций 40мг/мл 0,1мл N1","БАЙЕР, ГерманияАфлиберцепт",Афлиберцепт,None,50 208 ₽,https://366.ru/p/ejlea-rr-d-in-40mkg-ml-0-1ml-1-60310/,https://media.366.ru/sys_master/product/h3f/hb0/8818167185438.jpg
Метотрексат-Эбеве раствор 10 мг/мл 2 мл,"ЭБЕВЕ, АвстрияМетотрексат",Метотрексат,None,1 290 ₽,https://366.ru/p/metotreksatebeve-rr-d-in-10mg-ml-2ml-60338/,https://media.366.ru/sys_master/product/hc8/h0c/8818018582558.jpg
Анастрозол Озон таблетки 1 мг 30 шт,"Озон, РоссияАнастрозол",Анастрозол,None,1 541 ₽,https://366.ru/p/anastrozolozon-tab-p-pl-ob-1mg-30-60980/,https://media.366.ru/sys_master/product/h6e/h81/8818305269790.jpg
Бикалутамид Канон таблетки 50 мг 30 шт,"КАНОНФАРМА ПРОДАКШН, РоссияБикалутамид",Бикалутамид,None,863 ₽,https://366.ru/p/bikalutamidkanon-tab-p-pl-ob-50mg-30-61276/,https://media.366.ru/sys_master/product/h6f/h1d/8818377064478.jpg
Ондансетрон Альтфарм суппозитории 16 мг 2 шт,"АЛЬТФАРМ, РоссияОндансетрон",Ондансетрон,None,575 ₽,https://366.ru/p/ondansetron-altfarm-supp-16mg-2-61548/,https://media.366.ru/sys_master/product/h1b/h52/8818542673950.jpg
Оксалиплатин медак раствор для инфузий 50 мг 1 шт,"МЕДАК, ГерманияОксалиплатин",Оксалиплатин,None,1 942 ₽,https://366.ru/p/oksaliplatin-medak-rr-d-inf-50mg-n1-61821/,https://media.366.ru/sys_master/product/hb1/ha6/9284589453342.jpg
Доцетаксел Сандоз концентрат для приготовления раствора для инфузий 2 мл 1 шт,"САНДОЗ, АвстрияДоцетаксел",Доцетаксел,None,2 326 ₽,https://366.ru/p/docetaksel-sandoz-10mg-ml-2ml-1-61738/,https://media.366.ru/sys_master/product/h1f/had/8818598641694.jpg
Гемцитабин Эбеве концентрат 10 мг/мл 20 мл,"САНДОЗ, АвстрияГемцитабин",Гемцитабин,None,699 ₽,https://366.ru/p/gemcitabinebeve-konc-d-in-10mg-ml-20ml-61735/,https://media.366.ru/sys_master/product/hf0/hed/8818525700126.jpg
Доцетаксел Сандоз 10 мг/мл 8 мл флакон 1 шт,"САНДОЗ, АвстрияДоцетаксел",Доцетаксел,None,10 646 ₽,https://366.ru/p/docetaksel-sandoz-10mg-ml-8ml-1-61739/,https://media.366.ru/sys_master/product/h61/h99/8818615386142.jpg
"Эстролет таблетки 2,5 мг 30 шт","НАТИВА, РоссияЛетрозол",Летрозол,None,1 150 ₽,https://366.ru/p/estrolet-tab-p-pl-ob-2-5mg-30-61814/,https://media.366.ru/sys_master/product/h3c/h3b/8818453676062.jpg
Бикалутамид Канон таблетки 150 мг 30 шт,"КАНОНФАРМА ПРОДАКШН, РоссияБикалутамид",Бикалутамид,None,1 702 ₽,https://366.ru/p/bikalutamidkanon-tab-p-pl-ob-150mg30-61857/,https://media.366.ru/sys_master/product/h72/h38/8818376835102.jpg
"Эксджива раствор для инъекций 70 мг/мл шприц 1,7 мл 1 шт","АМДЖЕН, РоссияДеносумаб",Деносумаб,None,22 713 ₽,https://366.ru/p/eksdzhiva-rr-70mg-ml-1-7ml-62158/,https://media.366.ru/sys_master/product/hfc/h17/8818282332190.jpg
"Методжект раствор для инъекций 50 мг/мл 7,5 мг 0,15 мл шприц","МЕДАК, ГерманияМетотрексат",Метотрексат,None,574 ₽,https://366.ru/p/metodzhekt-rr-d-in-shpr-50mg-ml-0-15ml-1-62435/,https://media.366.ru/sys_master/product/h96/h72/9427381813278.jpg
Мимпара таблетки 30 мг 28 шт,"ПАТЕОН ФРАНС, РоссияЦинакалцет",Цинакалцет,None,13 430 ₽,https://366.ru/p/mimpara-tab-p-pl-o-30mg-28-62708/,https://media.366.ru/sys_master/product/hf5/hf1/8818630754334.jpg
"Методжект раствор 50 мг/мл 15 мг шприц 0,3 мл","МЕДАК, ГерманияМетотрексат",Метотрексат,None,923 ₽,https://366.ru/p/metodzhekt-rr-50mg-ml-15mg-0-3ml-shpr-62826/,https://media.366.ru/sys_master/product/h30/hb4/9116690153502.jpg
"Методжект раствор 50 мг/мл 10 мг шприц 0,2 мл","МЕДАК, ГерманияМетотрексат",Метотрексат,None,660 ₽,https://366.ru/p/metodzhekt-rr-50mg-ml-10mg-0-2ml-shpric-62824/,https://media.366.ru/sys_master/product/h79/h1a/9116689235998.png
"Методжект раствор 50 мг/мл 25 мг 0,5 мл шприц","МЕДАК, ГерманияМетотрексат",Метотрексат,None,1 300 ₽,https://366.ru/p/metodzhekt-rr-50mg-ml-25mg-0-5ml-shpr-62830/,https://media.366.ru/sys_master/product/h6a/hd2/8829940039710.jpg
"Методжект раствор 50 мг/мл 12,5 мг 0,25 мл шприц 1 шт","МЕДАК, ГерманияМетотрексат",Метотрексат,None,951 ₽,https://366.ru/p/metodzhekt-rr-50mg-ml-12-5mg-0-25ml-shpr-62825/,https://media.366.ru/sys_master/product/h16/hfe/9116689694750.jpg
Гливек капсулы 100 мг 120 шт,"НОВАРТИС ФАРМА, ШвейцарияИматиниб",Иматиниб,None,62 415 ₽,https://366.ru/p/glivek-kaps-100mg-120-26473/,https://media.366.ru/sys_master/product/hbd/hb1/8838172737566.jpg
Касодекс таблетки покрытые оболочкой 150 мг 28 шт,"AstraZeneca, ГерманияБикалутамид",Бикалутамид,None,6 377 ₽,https://366.ru/p/kasodeks-tab-p-o-150mg-28-32146/,https://media.366.ru/sys_master/product/h82/h50/8846864515102.jpg
"Цилапенем пор для раствора для инфузий 0,5г + 0,5г","БЕЛМЕДПРЕПАРАТЫ, Беларусь",None,None,467 ₽,https://366.ru/p/cilapenem-por-d-rra-d-inf-0-5g-0-5g-67883/,https://media.366.ru/sys_master/product/hde/h7d/9199721840670.jpg
Иринотекан-тева концентрат для инфузий 20мг/мл 2мл N1,"ТЕВА, МексикаИринотекан",Иринотекан,None,1 956 ₽,https://366.ru/p/irinotekanteva-konc-d-inf-20mg-ml-2ml1-37207/,https://media.366.ru/sys_master/product/ha5/hde/8859314323486.jpg
Метортрит раствор для инъекций 10 мг/мл 2 мл,"К.О. Ромфарм Компани С.Р.Л., РумынияМетотрексат",Метотрексат,None,993 ₽,https://366.ru/p/metortrit-rr-d-in-shpric-10mg-ml-2ml-69063/,https://media.366.ru/sys_master/product/he3/hf3/8859352236062.jpg
"Лорета таблетки 2,5 мг 30 шт","Синтон, Испания",None,None,1 258 ₽,https://366.ru/p/loreta-tabl-p-pl-ob-2-5mg-n30-69333/,https://media.366.ru/sys_master/product/hfb/hdc/8859365081118.jpg
"Метортрит раствор для инъекций шприц 10 мг/мл 0,75 мл","К.О. Ромфарм Компани С.Р.Л., РумынияМетотрексат",Метотрексат,None,583 ₽,https://366.ru/p/metortrit-rr-d-in-shpric-10mg-ml-0-75ml-69060/,https://media.366.ru/sys_master/product/had/h26/8859350859806.jpg
Анастрозол Тева таблетки 1 мг 28 шт,"ТЕВА, ИзраильАнастрозол",Анастрозол,None,1 312 ₽,https://366.ru/p/anastrozolteva-tab-p-pl-ob-1mg-28-36942/,https://media.366.ru/sys_master/product/h72/h20/8859313864734.jpg
Бикалутамид-Озон таблетки 50 мг 30 шт,"Озон, РоссияБикалутамид",Бикалутамид,None,862 ₽,https://366.ru/p/bikalutamidozon-tab-p-pl-ob-50mg-30-69301/,https://media.366.ru/sys_master/product/ha9/h87/9256471986206.jpg
Оксалиплатин-тева концентрат для инфузий 5мг/мл40мл,"Пфайзер+, НидерландыОксалиплатин",Оксалиплатин,None,3 365 ₽,https://366.ru/p/oksaliplatinteva-konc-d-inf-5mg-ml40ml-39832/,https://media.366.ru/sys_master/product/ha4/h59/8859319369758.jpg
Бикалутамид-Озон таблетки 150 мг 30 шт,"Озон, РоссияБикалутамид",Бикалутамид,None,1 776 ₽,https://366.ru/p/bikalutamidozon-tab-p-pl-ob-150mg-30-69302/,https://media.366.ru/sys_master/product/he7/h7c/8859355447326.jpg
Метортрит раствор для инъекций 10 мг/мл 1 мл,"К.О. Ромфарм Компани С.Р.Л., РумынияМетотрексат",Метотрексат,None,685 ₽,https://366.ru/p/metortrit-rr-d-in-shpric-10mg-ml-1ml-69062/,https://media.366.ru/sys_master/product/h33/h0b/8859351777310.jpg
Оксалиплатин-тева концентрат для инфузий 5мг/мл20мл,Пфайзер+,None,None,3 365 ₽,https://366.ru/p/oksaliplatinteva-konc-d-inf-5mg-ml20ml-39831/,https://media.366.ru/sys_master/product/hff/hbb/9199205416990.jpg
Кселода таблетки 500 мг 120 шт,"ХОФФМАНН-ЛЯ РОШ, ШвейцарияКапецитабин",Капецитабин,None,11 681 ₽,https://366.ru/p/kseloda-tab-p-o-500mg-120-26172/,https://media.366.ru/sys_master/product/ha5/hcb/9263917793310.jpg
Иринотекан концентрат для приготовления раствора 20мг/мл 2мл,"Синдеа Фарма, Румыния",None,None,1 956 ₽,https://366.ru/p/irinotekan-konc-d-prig-rra-20mg-ml-2ml-36850/,https://media.366.ru/sys_master/product/hdb/hf6/9116609347614.jpg
Фазлодекс шприц для инъекций 250 мг 5 мл 2 шт,"AstraZeneca, РоссияФулвестрант",Фулвестрант,None,41 278 ₽,https://366.ru/p/fazlodeks-shpric-250mg-5ml-2-sht-187788/,https://media.366.ru/sys_master/product/hed/h0d/8984636882974.jpg
Курадерм вес5 крем 20г,"Karuba Investments Ltd., Вануату",None,None,9 290 ₽,https://366.ru/p/kuraderm-ves5-krem-20g-69390/,https://media.366.ru/sys_master/product/hdd/hcc/9116700246046.png
Оксалиплатин-эбеве лиофилизат для инфузий 100мгN1,"САНДОЗ, Австрия",None,None,1 782 ₽,https://366.ru/p/oksaliplatinebeve-liof-d-inf-100mg1-36765/,https://media.366.ru/sys_master/product/h36/hb8/9054422532126.jpg
Дакарбазин-лэнс порошок лиофилизат для инъекций флакон 200мг n1,"ВЕРОФАРМ, РоссияДакарбазин",Дакарбазин,None,446 ₽,https://366.ru/p/dakarbazinlens-por-liof-d-in-flak-200mg-n1-13831/,https://media.366.ru/sys_master/product/h21/h81/9252064788510.jpg
Цервикон-Дим суупозитории вагинальные 100 мг 25 шт,РоссияДииндолилметан,Дииндолилметан,None,1 760 ₽,https://366.ru/p/cervikondim-supp-vag-100mg-25-201638/,https://media.366.ru/sys_master/product/h5d/he1/9107565608990.png
Методжект раствор для инъекций 10мг/мл 2мл шприц,"МЕДАК, ГерманияМетотрексат",Метотрексат,None,963 ₽,https://366.ru/p/metodzhekt-rr-d-in-shpric-10mg-ml-2ml-1-38546/,https://media.366.ru/sys_master/product/h00/he9/8818221318174.jpg
"Метортрит раствор 10 мг/мл 2,25 мл 1 шт","К.О. Ромфарм Компани С.Р.Л., Румыния",None,None,1 045 ₽,https://366.ru/p/metortrit-rr-d-in-shpr-10mg-ml-2-25ml-1-209193/,
Люкрин депо лиофилизат для приготовления суспензии для внутримышечного и подкожного введения,"ТАКЕДА ФАРМАСЬЮТИКАЛС, ИспанияЛейпрорелин",Лейпрорелин,None,8 149 ₽,https://366.ru/p/ljukrin-depo-liof-3-75mg-rl-2ml-1-20595/,https://media.366.ru/sys_master/product/hf8/h15/8825451020318.jpg
"Методжект раствор для инъекций 10мг/мл 1,0мл шприц","МЕДАК, ГерманияМетотрексат",Метотрексат,None,726 ₽,https://366.ru/p/metodzhekt-rr-d-in-shpric-10mg-ml-1ml-1-37537/,https://media.366.ru/sys_master/product/he4/h3a/8818217418782.jpg
Метортрит раствор 10 мг/мл 3 мл 1 шт,"К.О. Ромфарм Компани С.Р.Л., Румыния",None,None,1 156 ₽,https://366.ru/p/metortrit-rr-d-in-shpr-10mg-ml-3ml-1-209195/,
Гемцитабин-Эбеве концентрат для ин 10мг/мл 50мл,"САНДОЗ, АвстрияГемцитабин",Гемцитабин,None,2 181 ₽,https://366.ru/p/gemcitabinebeve-konc-d-in-10mg-ml-50ml-61736/,https://media.366.ru/sys_master/product/h0a/h22/8818525929502.jpg
"Методжект раствор для инъекций 10мг/мл 2,5мл шприц","МЕДАК, ГерманияМетотрексат",Метотрексат,None,1 174 ₽,https://366.ru/p/metodzhekt-rr-d-in-shpr-10mg-ml-2-5ml-1-43641/,https://media.366.ru/sys_master/product/hfd/h2f/8818240585758.jpg
"Метортрит раствор 10 мг/мл 2,5 мл 1 шт","К.О. Ромфарм Компани С.Р.Л., Румыния",None,None,1 126 ₽,https://366.ru/p/metortrit-rr-d-in-shpr-10mg-ml-2-5ml-1-209194/,
"Метортрит раствор 10 мг/мл 1,75 мл 1 мл","К.О. Ромфарм Компани С.Р.Л., Румыния",None,None,836 ₽,https://366.ru/p/metortrit-rr-d-in-shpr-10mg-ml-1-75ml-1-209192/,
Меркаптопурин таблетки 50мг N25,"Полифарм, БеларусьМеркаптопурин",Меркаптопурин,None,913 ₽,https://366.ru/p/merkaptopurin-tabl-50mg-n25-193308/,https://media.366.ru/sys_master/product/hf0/h4d/9057970683934.jpg
"Метортрит раствор 10 мг/мл 1,25 мл 1 шт","К.О. Ромфарм Компани С.Р.Л., Румыния",None,None,921 ₽,https://366.ru/p/metortrit-rr-d-in-shpr-10mg-ml-1-25ml-1-209191/,
"Летрозол таблетки покрытые пленочной оболочкой 2,5мг N30","КЕРН ФАРМА, ИспанияЛетрозол",Летрозол,None,2 585 ₽,https://366.ru/p/letrozolteva-tab-p-pl-ob-2-5mg-30-34508/,https://media.366.ru/sys_master/product/hc8/h16/8821350498334.jpg
