Название,Производитель,Содержание,Количество на складе,Цена,Ссылка,Ссылка на изображение
Йод раствор спиртовой 5% 25мл,"ТУЛЬСКАЯ ФАРМ ФАБРИКА, РоссияЙод + [Калия йодид + Этанол]",Йод + [Калия йодид + Этанол],None,80 ₽,https://366.ru/p/joda-spirt-rr-5-25ml-20613/,https://media.366.ru/sys_master/product/h2f/h38/8816004071454.jpg
Теймурова паста 50г,"ТУЛЬСКАЯ ФАРМ ФАБРИКА, РоссияБорная кислота + Метенамин + Тальк + Натрия тетраборат + Салициловая кислота + Свинца ацетат + Формальдегид + Цинка оксид",Борная кислота + Метенамин + Тальк + Натрия тетраборат + Салициловая кислота + Свинца ацетат + Формальдегид + Цинка оксид,None,89 ₽,https://366.ru/p/tejmurova-pasta-d-naruzh-prim-50g-9988/,https://media.366.ru/sys_master/product/h24/hdc/8817380851742.jpg
Вазелин мазь 30 г,"ТУЛЬСКАЯ ФАРМ ФАБРИКА, РоссияВазелин",Вазелин,None,32 ₽,https://366.ru/p/vazelin-30g-tuba-2820/,https://media.366.ru/sys_master/product/h48/h25/8818907447326.jpg
Цинковая паста 25 г,"ТУЛЬСКАЯ ФАРМ ФАБРИКА, РоссияЦинка оксид",Цинка оксид,None,101 ₽,https://366.ru/p/cinkovaja-pasta-25-25g-43496/,https://media.366.ru/sys_master/product/h6c/h12/8816723853342.jpg
Салициловая мазь мазь 2 % 25 г,"ТУЛЬСКАЯ ФАРМ ФАБРИКА, РоссияСалициловая кислота",Салициловая кислота,None,23 ₽,https://366.ru/p/salicilovaja-maz-d-naruzh-prim-2-25g-9142/,https://media.366.ru/sys_master/product/hd2/h15/8817360437278.jpg
Флуконазол капсулы 150 мг 1 шт,"ВЕРТЕКС, РоссияФлуконазол",Флуконазол,None,32 ₽,https://366.ru/p/flukonazolverte-kaps-150mg-1-33716/,https://media.366.ru/sys_master/product/h37/h91/8825765068830.jpg
Салициловая кислота раствор для наружного применения спиртовой 1% 40 мл,"ТУЛЬСКАЯ ФАРМ ФАБРИКА, РоссияСалициловая кислота",Салициловая кислота,None,30 ₽,https://366.ru/p/salicil-kty-spirt-rr-1-40ml-18439/,https://media.366.ru/sys_master/product/h65/h36/8815982051358.jpg
Йод раствор спиртосодержащий 5% 10мл,"ТУЛЬСКАЯ ФАРМ ФАБРИКА, РоссияЙод + [Калия йодид + Этанол]",Йод + [Калия йодид + Этанол],None,19 ₽,https://366.ru/p/joda-spirt-rr-5-10ml-4680/,https://media.366.ru/sys_master/product/h67/h71/8816887103518.jpg
Камфорный спиртосодержащий 10% 40 мл,"ТУЛЬСКАЯ ФАРМ ФАБРИКА, РоссияКамфора",Камфора,None,49 ₽,https://366.ru/p/kamfornyj-spirt-10-40ml-30673/,https://media.366.ru/sys_master/product/h2a/ha8/8820656898078.jpg
Итразол капсулы 100 мг 14 шт,"ВЕРТЕКС, РоссияИтраконазол",Итраконазол,None,863 ₽,https://366.ru/p/itrazol-kaps-100mg-14-29880/,https://media.366.ru/sys_master/product/h4d/hdb/8816142909470.jpg
Флуконазол-Верте капсулы 150 мг 4 шт,"ВЕРТЕКС, Россия",None,None,110 ₽,https://366.ru/p/flukonazolverte-kaps-150mg-4-209135/,https://media.366.ru/sys_master/product/h25/h6c/9720196988958.jpg
Цинковая мазь для наружного применения 25г,Россия,None,None,46 ₽,https://366.ru/p/cinkovaja-maz-d-naruzh-prim-25g-11119/,
Салициловая кислота раствор спиртосодержащий 2% 40 мл,"ТУЛЬСКАЯ ФАРМ ФАБРИКА, РоссияСалициловая кислота",Салициловая кислота,None,50 ₽,https://366.ru/p/salicil-kty-spirt-rr-2-40ml-9138/,https://media.366.ru/sys_master/product/hb3/hdb/8818813632542.jpg
Глицерин раствор для местного и наружного применения 25 г,"ТУЛЬСКАЯ ФАРМ ФАБРИКА, РоссияГлицерол",Глицерол,None,38 ₽,https://366.ru/p/glicerin-rr-d-naruzh-prim-25g-41976/,https://media.366.ru/sys_master/product/h4d/h87/8818232098846.jpg
Синтомицин линимент 10% 25 г,"ТУЛЬСКАЯ ФАРМ ФАБРИКА, РоссияХлорамфеникол",Хлорамфеникол,None,55 ₽,https://366.ru/p/sintomicina-liniment-10-25g-9369/,https://media.366.ru/sys_master/product/haa/h64/8817365549086.jpg
Натрия тетраборат раствор в глицерине 20% 30 г,"ТУЛЬСКАЯ ФАРМ ФАБРИКА, РоссияНатрия тетраборат",Натрия тетраборат,None,27 ₽,https://366.ru/p/natrija-tetraborata-rr-20-30g-6785/,https://media.366.ru/sys_master/product/h09/h66/8820888797214.jpg
Фукорцин раствор наружный 25 мл,"ТУЛЬСКАЯ ФАРМ ФАБРИКА, РоссияАцетон + Борная кислота + Рацементол",Ацетон + Борная кислота + Рацементол,None,60 ₽,https://366.ru/p/fukorcin-rr-d-naruzh-prim-25ml-37802/,https://media.366.ru/sys_master/product/h02/hbc/8821424848926.jpg
Клей бф-6 15г,"ТУЛЬСКАЯ ФАРМ ФАБРИКА, РоссияФенол",Фенол,None,119 ₽,https://366.ru/p/klej-bf6-rr-d-naruzh-prim-15g-5076/,https://media.366.ru/sys_master/product/h3b/hd0/8844643467294.jpg
Димексид концентрат для приготовления раствора для наружного применения 99% 100 мл,"ТУЛЬСКАЯ ФАРМ ФАБРИКА, РоссияДиметилсульфоксид",Диметилсульфоксид,None,92 ₽,https://366.ru/p/dimeksid-konc-d-rra-d-naruzh-pr-fl-100ml-4060/,https://media.366.ru/sys_master/product/h24/hcd/9767451787294.png
Бинафин таблетки 250 мг 14 шт,"ШРЕЯ, ИндияТербинафин",Тербинафин,None,721 ₽,https://366.ru/p/binafin-tab-250mg-14-2381/,https://media.366.ru/sys_master/product/h1d/h93/8818377752606.jpg
Гэвкамен мазь туба 25 г,"ТУЛЬСКАЯ ФАРМ ФАБРИКА, РоссияГвоздики цветков масло + Камфора + Мяты перечной листьев масло + Эвкалипта прутовидного листьев масло",Гвоздики цветков масло + Камфора + Мяты перечной листьев масло + Эвкалипта прутовидного листьев масло,None,93 ₽,https://366.ru/p/gevkamen-maz-d-naruzh-prim-tuba-25g-45169/,https://media.366.ru/sys_master/product/h40/hb9/8816834314270.jpg
"Офломил лак для ногтей 5% 2,5 мл","Glenmark Pharmaceuticals, ИндияАморолфин",Аморолфин,None,1 240 ₽,https://366.ru/p/oflomil-lak-d-nogtej-5-2-5ml-49537/,https://media.366.ru/sys_master/product/he2/h82/9027412262942.png
Клей бф-6 флакон 10 г,"ТУЛЬСКАЯ ФАРМ ФАБРИКА, РоссияФенол",Фенол,None,48 ₽,https://366.ru/p/klej-bf6-10g-pet-45193/,https://media.366.ru/sys_master/product/hb2/h69/8816835985438.jpg
Sulsena паста туба 1% 40 г,"Мирролла, УкраинаСелена сульфид",Селена сульфид,None,150 ₽,https://366.ru/p/sulsena-pasta-1-40ml-25538/,https://media.366.ru/sys_master/product/h28/h9a/9527306190878.jpg
Скин-Кап крем 15 г,"ИНВАР, ИспанияПиритион цинка",Пиритион цинка,None,1 458 ₽,https://366.ru/p/skinkap-krem-d-naruzh-prim-15g-31074/,https://media.366.ru/sys_master/product/h0f/h74/8816171515934.jpg
Librederm Пантенол спрей-аэрозоль 58 г,"Зелдис, Турция",None,None,313 ₽,https://366.ru/p/libriderm-pantenol-sprej-aeroz-58-g-44621/,https://media.366.ru/sys_master/product/hd9/h64/8821810233374.jpg
Поксклин гидрогель охлаждающий при ветряной оспе 100 мл,"ФАРМАВАЛЬ, Нидерланды",None,None,973 ₽,https://366.ru/p/poksklin-gidrogel-okhlazh-100ml-55349/,https://media.366.ru/sys_master/product/h7a/hbc/8823228923934.jpg
Лоцерил лак для ногтей 5% 5 мл,"ГАЛДЕРМА ЛАБ., ФранцияАморолфин",Аморолфин,None,1 833 ₽,https://366.ru/p/loceril-lak-5-5ml-45134/,https://media.366.ru/sys_master/product/h7b/hf9/9765111955486.png
Судокрем крем 60 г,"ТЕВА, Ирландия",None,None,379 ₽,https://366.ru/p/sudokrem-60g-32882/,https://media.366.ru/sys_master/product/hdb/h95/9611231887390.png
Итразол капсулы 100 мг 42 шт,"ВЕРТЕКС, РоссияИтраконазол",Итраконазол,None,1 445 ₽,https://366.ru/p/itrazol-kaps-100mg-42-43437/,https://media.366.ru/sys_master/product/hbf/hbf/8818564464670.jpg
Витаон для десен 30 мл,"АММА, Россия",None,None,315 ₽,https://366.ru/p/vitaon-dlja-polosti-rta-30ml-korobka-3181/,https://media.366.ru/sys_master/product/h3a/hc0/8818967543838.jpg
Librederm Пантенол 5% спрей-аэрозоль 130 г,"Зелдис, Турция",None,None,451 ₽,https://366.ru/p/libriderm-pantenol-5-sprej-aerozo-130-g-44620/,https://media.366.ru/sys_master/product/h8c/hc2/8822921134110.jpg
Скин-Кап крем 50 г,"ИНВАР, ИспанияПиритион цинка",Пиритион цинка,None,3 153 ₽,https://366.ru/p/skinkap-krem-d-naruzh-prim-50g-9425/,https://media.366.ru/sys_master/product/h33/hf7/8817368006686.jpg
Хранитель бальзам для ран 30 мл,"АММА, Россия",None,None,146 ₽,https://366.ru/p/khranitel-balzam-30ml-31448/,https://media.366.ru/sys_master/product/h18/ha7/8819323502622.jpg
Вита Верде облепиховое масло Алтай Элитное 180мг 100мл,"Грин Сайд, Россия",None,None,505 ₽,https://366.ru/p/vitaverde-obl-masl-altaj-elit180mg100ml-211309/,https://media.366.ru/sys_master/product/hb9/h1c/9900787269662.png
Эмла крем тубы 30 г 1 шт,"АСПЕН ФАРМА, ШвецияЛидокаин + Прилокаин",Лидокаин + Прилокаин,None,1 941 ₽,https://366.ru/p/emla-krem-d-mest-i-naruzh-prim-5-30g-35229/,https://media.366.ru/sys_master/product/he0/h12/9851305656350.jpg
"Адвантан мазь жирная 0,1% 15г","БАЙЕР, ГерманияМетилпреднизолона ацепонат",Метилпреднизолона ацепонат,None,757 ₽,https://366.ru/p/advantan-maz-zhirnaja-d-naruzh-pr-0-1-15g-1339/,https://media.366.ru/sys_master/product/h12/h5a/8833585184798.png
Акридерм ГК крем 15 г,"АКРИХИН, РоссияБетаметазон + Гентамицин + Клотримазол",Бетаметазон + Гентамицин + Клотримазол,None,632 ₽,https://366.ru/p/akriderm-gk-krem-d-naruzh-prim-15g-1416/,https://media.366.ru/sys_master/product/h32/hf4/9648425795614.jpg
Акридерм СК мазь 30 г,"АКРИХИН, РоссияБетаметазон + Салициловая кислота",Бетаметазон + Салициловая кислота,None,560 ₽,https://366.ru/p/akriderm-sk-maz-d-naruzh-prim-30g-1418/,https://media.366.ru/sys_master/product/h1f/h03/9648428089374.jpg
Дерматикс гель 15 г,"МЕДА ФАРМА, Соединенные Штаты АмерикиСмесь полимерных кремнийорганических соединений с добавлением неорганического кремниевого соединения (двуоксида кремния)",Смесь полимерных кремнийорганических соединений с добавлением неорганического кремниевого соединения (двуоксида кремния),None,3 044 ₽,https://366.ru/p/dermatiks-gel-15g-36611/,https://media.366.ru/sys_master/product/h0d/he0/8831031443486.jpg
Алоэ жидкость 50 мл,"ВИФИТЕХ, РоссияАлоэ древовидного листья",Алоэ древовидного листья,None,159 ₽,https://366.ru/p/aloe-sok-50ml-1487/,https://media.366.ru/sys_master/product/h73/hfc/8818103877662.jpg
Аргосульфан крем 40 г,"ВАЛЕАНТ, ПольшаСульфатиазол серебра",Сульфатиазол серебра,None,681 ₽,https://366.ru/p/argosulfan-krem-d-naruzh-prim-2-40g-1843/,https://media.366.ru/sys_master/product/h6c/hd7/10036408320030.jpg
Ауробин мазь для ректального и наружного применения 20 г,"Гедеон Рихтер, ВенгрияПреднизолона капронат+Лидокаина гидрохлорид+Декспантенол",Преднизолона капронат+Лидокаина гидрохлорид+Декспантенол,None,459 ₽,https://366.ru/p/aurobin-maz-d-rekt-i-naruzh-prim-20g-2083/,https://media.366.ru/sys_master/product/h58/h22/8818181865502.jpg
Афлодерм крем 20 г,"Белупо Лтд., ХорватияАлклометазон",Алклометазон,None,505 ₽,https://366.ru/p/afloderm-krem-d-naruzh-prim-0-05-20g-2095/,https://media.366.ru/sys_master/product/h0c/h50/8816006004766.jpg
Афлодерм мазь 20 г,"Белупо Лтд., ХорватияАлклометазон",Алклометазон,None,532 ₽,https://366.ru/p/afloderm-maz-d-naruzh-prim-0-05-20g-2096/,https://media.366.ru/sys_master/product/h4b/h50/8817481613342.jpg
Базирон АС гель 5% 40 г,"ГАЛДЕРМА ЛАБ., ФранцияБензоила пероксид",Бензоила пероксид,None,1 119 ₽,https://366.ru/p/baziron-as-gel-d-naruzh-prim-5-40g-2181/,https://media.366.ru/sys_master/product/hfa/h13/8818116263966.jpg
Белогент крем для наружного применения 30 г,"Белупо Лтд., ХорватияБетаметазон + Гентамицин",Бетаметазон + Гентамицин,None,502 ₽,https://366.ru/p/belogent-krem-d-naruzh-prim-30g-2269/,https://media.366.ru/sys_master/product/h37/hb3/8818091032606.jpg
Белогент мазь 30 г,"Белупо Лтд., ХорватияБетаметазон + Гентамицин",Бетаметазон + Гентамицин,None,504 ₽,https://366.ru/p/belogent-maz-d-naruzh-prim-30g-2270/,https://media.366.ru/sys_master/product/hcf/hfa/8818184388638.jpg
"Белодерм мазь 0,05% 15 г","Белупо Лтд., ХорватияБетаметазон",Бетаметазон,None,143 ₽,https://366.ru/p/beloderm-maz-d-naruzh-prim-0-05-15g-2273/,https://media.366.ru/sys_master/product/h3b/h22/8817493966878.jpg
Белодерм мазь 30г,"Белупо Лтд., ХорватияБетаметазон",Бетаметазон,None,243 ₽,https://366.ru/p/beloderm-maz-d-naruzh-prim-0-05-30g-2274/,https://media.366.ru/sys_master/product/h15/h13/8825498107934.jpg
Белосалик мазь 30 г,"Белупо Лтд., ХорватияБетаметазон + Салициловая кислота",Бетаметазон + Салициловая кислота,None,569 ₽,https://366.ru/p/belosalik-maz-d-naruzh-prim-30g-2276/,https://media.366.ru/sys_master/product/h38/he8/8959242829854.jpg
Белосалик лосьон 50 мл,"Белупо Лтд., ХорватияБетаметазон + Салициловая кислота",Бетаметазон + Салициловая кислота,None,610 ₽,https://366.ru/p/belosalik-loson-50ml-2275/,https://media.366.ru/sys_master/product/h34/h04/8818090573854.jpg
Бепантен крем 5% 30 г,"БАЙЕР, ГерманияДекспантенол",Декспантенол,None,586 ₽,https://366.ru/p/bepanten-krem-d-naruzh-prim-5-30g-2306/,https://media.366.ru/sys_master/product/h3b/h66/8852958347294.jpg
Бепантен мазь 5% 30 г,"БАЙЕР, ГерманияДекспантенол",Декспантенол,None,537 ₽,https://366.ru/p/bepanten-maz-5-30g-2308/,https://media.366.ru/sys_master/product/hc9/hfe/8852967227422.jpg
Бетадин раствор 10% 120 мл,"ЭГИС, ВенгрияПовидон-йод",Повидон-йод,None,350 ₽,https://366.ru/p/betadin-rr-d-mest-i-naruzh-prim10-120ml-2354/,https://media.366.ru/sys_master/product/ha8/h73/9935800827934.jpg
Бетадин раствор 10 % 30 мл,"ЭГИС, ВенгрияПовидон-йод",Повидон-йод,None,194 ₽,https://366.ru/p/betadin-rr-d-mest-i-naruzh-prim-10-30ml-2355/,https://media.366.ru/sys_master/product/h8b/h3f/9935802859550.jpg
Бетадин мазь 20 г,"ЭГИС, ВенгрияПовидон-йод",Повидон-йод,None,349 ₽,https://366.ru/p/betadin-maz-d-naruzh-prim-10-20g-2353/,https://media.366.ru/sys_master/product/h59/hae/9935798796318.jpg
Бинафин крем 10 г,"ШРЕЯ, ИндияТербинафин",Тербинафин,None,221 ₽,https://366.ru/p/binafin-krem-1-10g-2380/,https://media.366.ru/sys_master/product/hc8/h69/8818346557470.jpg
Випросал В мазь 50 г,"Grindex, ЭстонияКамфора + Салициловая кислота + Скипидар живичный + Яд гюрзы",Камфора + Салициловая кислота + Скипидар живичный + Яд гюрзы,None,472 ₽,https://366.ru/p/viprosal-v-maz-d-naruzh-prim-50g-3122/,https://media.366.ru/sys_master/product/he2/hfe/8816178855966.jpg
Гентамицин мазь для наружного применения 15 г,"НИЖФАРМ, РоссияГентамицин",Гентамицин,None,195 ₽,https://366.ru/p/gentamicinovaja-maz-0-1-15g-3480/,https://media.366.ru/sys_master/product/h70/hcc/8901426642974.jpg
"Гидрокортизон мазь глазная 0,5% 3 г","ВАЛЕАНТ, ПольшаГидрокортизон",Гидрокортизон,None,153 ₽,https://366.ru/p/gidrokortizon-gl-maz-0-5-3g-3540/,https://media.366.ru/sys_master/product/h8d/hf6/8818163056670.jpg
Гидрокортизон мазь для наружного применения 1% 10 г в тубе,"НИЖФАРМ, РоссияГидрокортизон",Гидрокортизон,None,31 ₽,https://366.ru/p/gidrokortizonovaja-maz-d-naruzh-pr-1-10g-3543/,https://media.366.ru/sys_master/product/h16/h70/10057654566942.png
Гризеофульвин таблетки 125 мг 20 шт,"БИОТЭК, РоссияГризеофульвин",Гризеофульвин,None,355 ₽,https://366.ru/p/grizeofulvin-tab-125mg-20-3780/,https://media.366.ru/sys_master/product/hf4/hc5/8825959251998.jpg
Дайвонекс мазь 50 мкг/г 30 г,"ЛЕО ФАРМА, ИрландияКальципотриол",Кальципотриол,None,1 317 ₽,https://366.ru/p/dajvoneks-maz-50mkg-1g-30g-3819/,https://media.366.ru/sys_master/product/h91/h84/8816436215838.jpg
Далацин гель наружный 1% 30 г,"Пфайзер+, Соединенные Штаты АмерикиКлиндамицин",Клиндамицин,None,1 219 ₽,https://366.ru/p/dalacin-gel-1-30-g-3827/,https://media.366.ru/sys_master/product/h1f/hcd/8817702141982.jpg
Дипросалик мазь 30 г,"БАЙЕР, БельгияБетаметазон + Салициловая кислота",Бетаметазон + Салициловая кислота,None,847 ₽,https://366.ru/p/diprosalik-maz-d-naruzh-prim-30g-4084/,https://media.366.ru/sys_master/product/h1d/hf5/8818228428830.jpg
Дифлюкан капсулы 50 мг 7 шт,"Пфайзер+, ФранцияФлуконазол",Флуконазол,None,869 ₽,https://366.ru/p/difljukan-kaps-50mg-7-4110/,https://media.366.ru/sys_master/product/h1c/hbf/9326298005534.png
"Дифферин гель 0,1% 30 г","ГАЛДЕРМА ЛАБ., ФранцияАдапален",Адапален,None,1 080 ₽,https://366.ru/p/differin-gel-d-naruzh-prim-0-1-30g-4113/,https://media.366.ru/sys_master/product/h2f/hd8/9765110579230.png
"Дифферин крем 0,1% 30 г","ГАЛДЕРМА ЛАБ., ФранцияАдапален",Адапален,None,1 070 ₽,https://366.ru/p/differin-krem-d-naruzh-prim-0-1-30g-4114/,https://media.366.ru/sys_master/product/had/hd4/9765111037982.png
Драполен крем 55 г,"GlaxoSmith Kline Healthcare, ПольшаБензалкония хлорид + Цетримид",Бензалкония хлорид + Цетримид,None,474 ₽,https://366.ru/p/drapolen-krem-d-naruzh-prim-55g-4199/,https://media.366.ru/sys_master/product/h52/hc0/9432797708318.jpg
Желчь медицинская консервированная 250 г,"САМСОН-МЕД, РоссияЖелчь",Желчь,None,376 ₽,https://366.ru/p/zhelch-medicinskaja-250ml-4322/,https://media.366.ru/sys_master/product/hf0/h55/8816700456990.jpg
Каланхоэ сок 20 мл,"ВИФИТЕХ, РоссияКаланхоэ побегов сок",Каланхоэ побегов сок,None,110 ₽,https://366.ru/p/kalankhoe-sok-20ml-4714/,https://media.366.ru/sys_master/product/h88/h1c/8826382942238.jpg
Кандид-В крем 1% 15 г,"Glenmark Pharmaceuticals, ИндияБеклометазон + Клотримазол",Беклометазон + Клотримазол,None,667 ₽,https://366.ru/p/kandidb-krem-d-naruzh-prim-1-15g-4848/,https://media.366.ru/sys_master/product/h2d/h98/8826392412190.jpg
