Название,Производитель,Содержание,Количество на складе,Цена,Ссылка,Ссылка на изображение
Синупрет таблетки 50 шт,"Bionorica, ГерманияКорень горечавки + Корень первоцвета + Корень щавеля + Корень бузины + Корень вербены",Корень горечавки + Корень первоцвета + Корень щавеля + Корень бузины + Корень вербены,None,598 ₽,https://366.ru/p/sinupret-dr-50-9379/,https://media.366.ru/sys_master/product/hea/hcb/9667013705758.png
Теопэк таблетки 100 мг 50 шт,"ФАРМАПЭК, РоссияТеофиллин",Теофиллин,None,238 ₽,https://366.ru/p/teopek-tab-prolong-dejstv-100mg-50-10022/,https://media.366.ru/sys_master/product/h7c/hc2/8825343770654.jpg
Фликсотид аэрозоль 250 мкг/доза 60 доз,"GlaxoSmith Kline Healthcare, ИспанияФлутиказон",Флутиказон,None,1 673 ₽,https://366.ru/p/fliksotid-aer-d-ing-250mkg-doza-60doz-10729/,https://media.366.ru/sys_master/product/h19/h58/8815864643614.jpg
Эуфиллин Фармстандарт таблетки 150мг N30,"Фармстандарт+, РоссияАминофиллин",Аминофиллин,None,13 ₽,https://366.ru/p/eufillin-tab-150mg-30-11909/,https://media.366.ru/sys_master/product/h9f/h96/8820944076830.jpg
"Эуфиллин раствор для инъекций ампулы 2,4% 10 мл 10 шт","НОВОСИБХИМФАРМ, РоссияАминофиллин",Аминофиллин,None,147 ₽,https://366.ru/p/eufillin-rr-v-v-amp-24mg-ml-10ml-10-11899/,https://media.366.ru/sys_master/product/hf7/hc6/8820553318430.jpg
Атровент Н аэрозоль 20 мкг/доза 200 доз 10 мл,"БЕРИНГЕР ИНГЕЛЬХАЙМ, ГерманияИпратропия бромид",Ипратропия бромид,None,418 ₽,https://366.ru/p/atrovent-n-aer-d-ing-20mkg-doz200doz10ml-12742/,https://media.366.ru/sys_master/product/hc8/hc6/8818098831390.jpg
Спирива капсулы с порошок для ингаляций 18 мкг 30 шт + ингалятор,"БЕРИНГЕР ИНГЕЛЬХАЙМ, ГерманияТиотропия бромид",Тиотропия бромид,None,2 855 ₽,https://366.ru/p/spiriva-kaps-18mkg-30-ingaljator-13076/,https://media.366.ru/sys_master/product/h94/h5b/8815916548126.jpg
Буденофальк капсулы 3 мг 20 шт,"Др. Фальк Фарма, ГерманияБудесонид",Будесонид,None,1 588 ₽,https://366.ru/p/budenofalk-kaps-3mg-20-14301/,https://media.366.ru/sys_master/product/h0c/h74/8819200000030.jpg
Серетид мультидиск порошок для ингаляций 50 мкг/100 мкг 60 доз,"GlaxoSmith Kline Healthcare, ФранцияСалметерол + Флутиказон",Салметерол + Флутиказон,None,1 205 ₽,https://366.ru/p/seretid-mult-por-50mkg-0-1mg-60doz-22865/,https://media.366.ru/sys_master/product/hd3/h01/8816035135518.jpg
Беродуал раствор для ингаляций 20 мл,"БЕРИНГЕР ИНГЕЛЬХАЙМ, ИталияИпратропия бромид",Ипратропия бромид,None,307 ₽,https://366.ru/p/berodual-rr-d-ing-0-25mg-0-5mg-ml-20ml-23024/,https://media.366.ru/sys_master/product/h47/hf0/8818099748894.jpg
Беклазон эко аэрозоль 100 мкг/доза 200 доз,"ТЕВА, ИрландияБеклометазон",Беклометазон,None,361 ₽,https://366.ru/p/beklazon-eko-aer-100mkg-doza-200doz-24048/,https://media.366.ru/sys_master/product/hc4/h5f/8820207976478.jpg
Беклазон эко аэрозоль 250 мкг/доза 200 доз,"ТЕВА, ИрландияБеклометазон",Беклометазон,None,518 ₽,https://366.ru/p/beklazon-eko-aer-d-ing-250mkg-doza200doz-24049/,https://media.366.ru/sys_master/product/hc6/ha1/9610736992286.jpg
Серетид мультидиск порошок 50 мкг/500 мкг 60 доз,"GlaxoSmith Kline Healthcare, ВеликобританияСалметерол + Флутиказон",Салметерол + Флутиказон,None,2 014 ₽,https://366.ru/p/seretid-mult-por-50mkg-0-5mg-60doz-25704/,https://media.366.ru/sys_master/product/hf9/hde/9791430230046.png
"Атровент раствор для ингаляций 0,025% флакон-капельница 20 мл","БЕРИНГЕР ИНГЕЛЬХАЙМ, ИталияИпратропия бромид",Ипратропия бромид,None,251 ₽,https://366.ru/p/atrovent-rr-d-ing-0-25mg-ml-20ml-flkap-26160/,https://media.366.ru/sys_master/product/hbb/h1b/8816090021918.jpg
"Беротек раствор для ингаляций 0,1% 20 мл","БЕРИНГЕР ИНГЕЛЬХАЙМ, ИталияФенотерол",Фенотерол,None,529 ₽,https://366.ru/p/berotek-rr-d-ing-0-1-fl-20ml-1-26465/,https://media.366.ru/sys_master/product/h58/hdd/8817548197918.jpg
Беклазон Эко Легкое Дыхание аэрозоль для ингаляций 100 мкг,"ТЕВА, ИрландияБеклометазон",Беклометазон,None,713 ₽,https://366.ru/p/beklazon-eko-leg-dykh-aer100mkg-d-200doz-34450/,https://media.366.ru/sys_master/product/h95/h62/8818093555742.jpg
Беклазон Эко аэрозоль 250 мкг/доза 200 доз,"ТЕВА, ИрландияБеклометазон",Беклометазон,None,1 114 ₽,https://366.ru/p/beklazon-eko-leg-dykh-aer250mkg-d-200doz-35568/,https://media.366.ru/sys_master/product/h0a/ha6/8818096308254.jpg
"Вентолин небулы раствор для ингаляций 2,5мг/2,5мл N20","GlaxoSmith Kline Healthcare, ГерманияСальбутамол",Сальбутамол,None,311 ₽,https://366.ru/p/ventolin-nebuly-rr-d-ing-1mg-ml2-5ml20-35899/,https://media.366.ru/sys_master/product/h21/h9a/8818120163358.jpg
Фликсотид аэрозоль 50мкг/доза 120доз,"GlaxoSmith Kline Healthcare, ПольшаФлутиказон",Флутиказон,None,855 ₽,https://366.ru/p/fliksotid-aer-d-ing-50mkg-doza-120doz-35903/,https://media.366.ru/sys_master/product/hdc/he4/8821395914782.jpg
Онбрез бризхалер капсулыс порошок для ингаляций 150мкг N30 +ингалятор,"НОВАРТИС ФАРМА, ШвейцарияИндакатерол",Индакатерол,None,1 689 ₽,https://366.ru/p/onbrez-brizkhaler-kaps-por-d-ing150mkg30-37429/,https://media.366.ru/sys_master/product/h0d/h35/8818297241630.jpg
Вентолин аэрозоль для ингаляций 200 доз,"GlaxoSmith Kline Healthcare, ФранцияСальбутамол",Сальбутамол,None,170 ₽,https://366.ru/p/ventolin-aer-100mkg-doza-200doz-38454/,https://media.366.ru/sys_master/product/hbc/h08/8818118787102.jpg
Кленил УДВ сусп для инг 800мкг 2мл N20,"КЬЕЗИ ФАРМАСЬЮТИКАЛС, ИталияБеклометазон",Беклометазон,None,902 ₽,https://366.ru/p/klenil-udv-susp-d-ing-800mkg-2ml-20-38675/,https://media.366.ru/sys_master/product/h99/h32/8818491981854.jpg
"Буденит Стери-Неб суспензия 0,5мг/мл 2мл N60","ТЕВА, ВеликобританияБудесонид",Будесонид,None,2 307 ₽,https://366.ru/p/budenit-sterineb-susp-0-5mg-ml-2ml60-39841/,https://media.366.ru/sys_master/product/he3/hda/8818559647774.jpg
Онбрез бризхалер капсулыс порошок для ингаляций 300 мкг N30,"НОВАРТИС ФАРМА, ШвейцарияИндакатерол",Индакатерол,None,1 554 ₽,https://366.ru/p/onbrez-brizkhaler-kaps-por-d-ing300mkg30-40154/,https://media.366.ru/sys_master/product/h2f/hbf/8817749950494.jpg
Сальбутамол аэрозоль 100 мкг/доза 12 мл,"БИННОФАРМ, РоссияСальбутамол",Сальбутамол,None,146 ₽,https://366.ru/p/salbutamol-aer-d-ing-100mkg-doza-12ml-40567/,https://media.366.ru/sys_master/product/h65/h0b/8818480283678.jpg
Синглон таблетки 10 мг 28 шт,"Гедеон Рихтер, ПольшаМонтелукаст",Монтелукаст,None,1 004 ₽,https://366.ru/p/singlon-tab-p-pl-ob-10mg-28-41459/,https://media.366.ru/sys_master/product/h8b/h97/8818230722590.jpg
"Симбикорт тубрухалер порошок для ингаляций 160мкг/4,5мкг 60доз","AstraZeneca, РоссияБудесонид + Формотерол",Будесонид + Формотерол,None,1 421 ₽,https://366.ru/p/simbikort-por-d-ing-160-4-5mkg-d-60doz-41701/,https://media.366.ru/sys_master/product/h18/h1f/8820684816414.jpg
"Симбикорт тубрухалер порошок для ингаляций 80 мкг/4,5 мкг 60 доз","AstraZeneca, РоссияБудесонид + Формотерол",Будесонид + Формотерол,None,1 138 ₽,https://366.ru/p/simbikort-por-d-ing-80-4-5mkg-d-60doz-41703/,https://media.366.ru/sys_master/product/h18/h9f/8820687962142.jpg
Монтелар таблетки 4 мг 28 шт,"САНДОЗ, ТурцияМонтелукаст",Монтелукаст,None,1 085 ₽,https://366.ru/p/montelar-tab-zhevat-4mg-28-41894/,https://media.366.ru/sys_master/product/hc8/h41/8818300223518.jpg
Монтелар таблетки жевательные 5 мг 28 шт,"САНДОЗ, ТурцияМонтелукаст",Монтелукаст,None,1 119 ₽,https://366.ru/p/montelar-tab-zhevat-5mg-28-41896/,https://media.366.ru/sys_master/product/h09/h15/8818300452894.jpg
Симбикорт Турбухалер порошок для ингаляций 80 + 4.5 мкг 120 доз,"AstraZeneca, РоссияБудесонид",Будесонид,None,2 162 ₽,https://366.ru/p/simbikort-por-d-ing-80-4-5mkg-d-120doz-42129/,https://media.366.ru/sys_master/product/h5c/h42/8817786257438.jpg
Серетид аэрозоль 25 мкг/50 мкг 120 доз,"GlaxoSmith Kline Healthcare, ФранцияСалметерол + Флутиказон",Салметерол + Флутиказон,None,1 098 ₽,https://366.ru/p/seretid-aer-25mkg-50mkg-doza-120doz-42472/,https://media.366.ru/sys_master/product/hf0/h6a/9791430721566.png
"Симбикорт тубрухалер порошок для ингаляций 160мкг/4,5мкг 120доз","AstraZeneca, РоссияБудесонид",Будесонид,None,2 235 ₽,https://366.ru/p/simbikort-por-d-ing-160-4-5mkg-d120doz-42440/,https://media.366.ru/sys_master/product/h50/hce/8820901150750.jpg
Фликсотид аэрозоль 125 мкг/доза 60 доз,"GlaxoSmith Kline Healthcare, ИспанияФлутиказон",Флутиказон,None,1 201 ₽,https://366.ru/p/fliksotid-aer-d-ing-125mkg-doza-60doz-42473/,https://media.366.ru/sys_master/product/h78/h12/8816653172766.jpg
Серетид аэрозоль 25 мкг/250 мкг 120 доз,"GlaxoSmith Kline Healthcare, ФранцияСалметерол + Флутиказон",Салметерол + Флутиказон,None,2 117 ₽,https://366.ru/p/seretid-aer-25mkg-250mkg-doza-120doz-42548/,https://media.366.ru/sys_master/product/h8a/h6e/9791431802910.png
Серетид аэрозоль для ингаляций 25 мкг + 125 мкг/доза 120 доз,"GlaxoSmith Kline Healthcare, ФранцияСалметерол + Флутиказон",Салметерол + Флутиказон,None,1 506 ₽,https://366.ru/p/seretid-aer-25mkg-125mkg-doza-120doz-42547/,https://media.366.ru/sys_master/product/h1f/h00/9791431311390.png
"Спирива Респимат раствор для ингаляций 2,5 мкг/доза картридж в комплекте с ингалятором 60 доз","БЕРИНГЕР ИНГЕЛЬХАЙМ, ГерманияТиотропия бромид",Тиотропия бромид,None,2 472 ₽,https://366.ru/p/spiriva-respimat-rr-2-5-mkg-d-4-ml-60d-42984/,https://media.366.ru/sys_master/product/hd7/hb3/8818235998238.jpg
Сибри Бризхалер капсулы 50 мкг 30 шт,"НОВАРТИС ФАРМА, ШвейцарияГликопиррония бромид",Гликопиррония бромид,None,2 034 ₽,https://366.ru/p/sibri-brizkhaler-kap-50mkg30-ustr-d-ing-43066/,https://media.366.ru/sys_master/product/hf5/hc9/8818236227614.jpg
"Будесонид Изихейлер пор 0,2мг/доза200доз","Orion, РоссияБудесонид",Будесонид,None,1 105 ₽,https://366.ru/p/budesonid-izikhejler-por-0-2mg-doza200doz-42969/,https://media.366.ru/sys_master/product/hc9/h3b/8817809621022.jpg
Беклометазон Аэронатив аэрозоль для ингаляций 250 мкг 200 доз,"НАТИВА, РоссияБеклометазон",Беклометазон,None,504 ₽,https://366.ru/p/beklometazonaeronativ-aer-250mkg200doz-43440/,https://media.366.ru/sys_master/product/h15/hb9/8817822072862.jpg
Сингуляр таблетки 10 мг 14 шт,"МСД ФАРМАСЬЮТИКАЛС, РоссияМонтелукаст",Монтелукаст,None,1 463 ₽,https://366.ru/p/singuljar-tab-10mg-14-43498/,https://media.366.ru/sys_master/product/h3c/h1a/8816724082718.jpg
Сингуляр таблетки жевательные 5 мг 14 шт,"МСД ФАРМАСЬЮТИКАЛС, РоссияМонтелукаст",Монтелукаст,None,1 400 ₽,https://366.ru/p/singuljar-tab-zhev-5mg-14-43499/,https://media.366.ru/sys_master/product/hc9/hbe/8817824399390.jpg
Синглон таблетки жевательные 5 мг 28 шт,"Гедеон Рихтер, ПольшаМонтелукаст",Монтелукаст,None,1 001 ₽,https://366.ru/p/singlon-tab-zhev-5mg-28-43585/,https://media.366.ru/sys_master/product/h81/h29/8817829904414.jpg
"Будесонид-Натив раствор 0,5 мг/мл 10 шт","НАТИВА, РоссияБудесонид",Будесонид,None,371 ₽,https://366.ru/p/budesonidnativ-rr-d-ing-0-5mg-ml10-43569/,https://media.366.ru/sys_master/product/hbe/he2/8817828691998.jpg
Алмонт таблетки жевательные 5 мг 28 шт,"АКТАВИС, МальтаМонтелукаст",Монтелукаст,None,1 011 ₽,https://366.ru/p/montelast-tab-zhevat-5mg-28-44112/,https://media.366.ru/sys_master/product/h3e/h62/8821496971294.jpg
Алмонт таблетки жевательные 4 мг 28 шт,"АКТАВИС, МальтаМонтелукаст",Монтелукаст,None,912 ₽,https://366.ru/p/montelast-tab-zhevat-4mg-28-44110/,https://media.366.ru/sys_master/product/hac/h56/8826316390430.jpg
Алмонт таблетки жевательные (монтеласт) 4мг N98,"АКТАВИС, МальтаМонтелукаст",Монтелукаст,None,2 464 ₽,https://366.ru/p/montelast-tab-zhevat-4mg-98-44111/,https://media.366.ru/sys_master/product/hff/h6e/8827791966238.jpg
Сальбутамол-тева аэрозоль 100 мкг/доза 200 доз,"ТЕВА, ИрландияСальбутамол",Сальбутамол,None,140 ₽,https://366.ru/p/salbutamolteva-aer-d-ing100mkg-d-200d-44185/,https://media.366.ru/sys_master/product/h8e/h42/8821231157278.jpg
Алмонт жевательные таблетки 10мг N28,"АКТАВИС, МальтаМонтелукаст",Монтелукаст,None,1 141 ₽,https://366.ru/p/montelast-tab-p-o-10mg-28-45209/,https://media.366.ru/sys_master/product/h06/h95/8821498970142.jpg
Алмонт таблетки жевательные 5 мг 98 шт,"АКТАВИС, МальтаМонтелукаст",Монтелукаст,None,2 829 ₽,https://366.ru/p/montelast-tab-zhev-5mg-98-45208/,https://media.366.ru/sys_master/product/haa/h99/8818244943902.jpg
Форадил капсулы с порошком для ингаляций 12 мкг/доза 60 шт,"САНДОЗ, ШвейцарияФормотерол",Формотерол,None,818 ₽,https://366.ru/p/foradil-kaps-s-poroshkom-12mkg-60-1inga-50757/,https://media.366.ru/sys_master/product/hae/h04/9265337401374.png
"Будесонид-Натив раствор для ингаляций 0,25мг/мл N10","НАТИВА, РоссияБудесонид",Будесонид,None,343 ₽,https://366.ru/p/budesonidnativ-rr-d-ing-0-25mg-ml10-57166/,https://media.366.ru/sys_master/product/h00/h33/8817982865438.jpg
"Ипратерол-Натив раствор 0,25 + 0,5 мг 20 мл","НАТИВА, РоссияИпратропия бромид + Фенотерол",Ипратропия бромид + Фенотерол,None,254 ₽,https://366.ru/p/ipraterolnativ-rr-d-ing-0-25-0-5mg-2ml-57457/,https://media.366.ru/sys_master/product/h37/h36/8818533957662.jpg
Формотерол-Натив капсулы 12 мкг 60 шт + ингалятор,"НАТИВА, РоссияФормотерол",Формотерол,None,795 ₽,https://366.ru/p/formoterolnativ-kaps-12mkg-60-1ingal-58216/,https://media.366.ru/sys_master/product/hc6/h44/8818461933598.jpg
Формотерол-Натив капсулы 12 мкг 30 шт + ингалятор,"НАТИВА, РоссияФормотерол",Формотерол,None,456 ₽,https://366.ru/p/formoterolnativ-kaps-12mkg-30-1ingal-58215/,https://media.366.ru/sys_master/product/hd6/h73/8818461704222.jpg
"Спиолто респимат раствор 2,5 мкг+2,5мгк/доз4","БЕРИНГЕР ИНГЕЛЬХАЙМ, ГерманияОлодатерол + Тиотропия бромид",Олодатерол + Тиотропия бромид,None,3 128 ₽,https://366.ru/p/spiolto-respimat-rr-2-5-mkg-2-5mgk-doz4-58719/,https://media.366.ru/sys_master/product/h74/h3a/8818480054302.jpg
Беклометазон-Аэронатив аэрозоль 50 мкг 200 доз,"НАТИВА, РоссияБеклометазон",Беклометазон,None,278 ₽,https://366.ru/p/beklometazonaeronativ-aer-50mkg200doz-61278/,https://media.366.ru/sys_master/product/h45/h98/8818027986974.jpg
Беклометазон-Аэронатив аэрозоль 100 мкг 200 доз,"НАТИВА, РоссияБеклометазон",Беклометазон,None,378 ₽,https://366.ru/p/beklometazonaeronativ-aer-100mkg200doz-61518/,https://media.366.ru/sys_master/product/h43/h97/8818031296542.jpg
Салтиказон Натив 50 мкг + 500 мкг 60 шт,"НАТИВА, РоссияСалметерол + Флутиказон",Салметерол + Флутиказон,None,1 567 ₽,https://366.ru/p/saltikazon-nativ-50mkg--500mkg-60-61809/,https://media.366.ru/sys_master/product/h62/h99/8818516983838.jpg
Салтиказон Натив 50мкг + 500мкг N30,"НАТИВА, РоссияСалметерол + Флутиказон",Салметерол + Флутиказон,None,798 ₽,https://366.ru/p/saltikazon-nativ-50mkg--500mkg-30-61808/,https://media.366.ru/sys_master/product/hc6/h80/8818516754462.jpg
Тиотропиум-Натив капсулы 18 мкг 30 шт,"НАТИВА, РоссияТиотропия бромид",Тиотропия бромид,None,2 224 ₽,https://366.ru/p/tiotropiumnativ-kaps-18mkg-30-61811/,https://media.366.ru/sys_master/product/h37/h51/8818448400414.jpg
Салтиказон Натив 50 мкг + 250 мкг 60 шт,"НАТИВА, РоссияСалметерол + Флутиказон",Салметерол + Флутиказон,None,1 195 ₽,https://366.ru/p/saltikazon-nativ-50mkg--250mkg-60-61806/,https://media.366.ru/sys_master/product/hdb/h65/8818516525086.jpg
Формисонид-Натив порошок 320мкг+9мкг N60,"НАТИВА, РоссияБудесонид + Формотерол",Будесонид + Формотерол,None,2 006 ₽,https://366.ru/p/formisonidnativ-por-320mkg-9mkg-60-61812/,https://media.366.ru/sys_master/product/h15/ha8/8818461474846.jpg
Салтиказон Натив 50мкг + 100мкг N60,"НАТИВА, РоссияСалметерол + Флутиказон",Салметерол + Флутиказон,None,955 ₽,https://366.ru/p/saltikazon-nativ-50mkg--100mkg-60-61807/,https://media.366.ru/sys_master/product/h15/h6c/8818516295710.jpg
Ультибро бризхалер капсулыс порошок для ингаляций 50мкг+110мкг N30 + бризхайлер,"НОВАРТИС ФАРМА, ШвейцарияГликопиррония бромид + Индакатерол",Гликопиррония бромид + Индакатерол,None,3 289 ₽,https://366.ru/p/ultibro-brizkhaler-kaps-50-110mkg30-ust-62478/,https://media.366.ru/sys_master/product/h8e/h0e/8818664472606.jpg
Синглон таблетки жевательные 4мг N28,"Гедеон Рихтер, ПольшаМонтелукаст",Монтелукаст,None,1 076 ₽,https://366.ru/p/singlon-tab-zhev-4mg-28-43583/,https://media.366.ru/sys_master/product/h97/hb8/8829978574878.jpg
Аноро Эллипта порошок для ингаляций 22 мкг+55 мкг 30 шт,ВеликобританияВилантерол+Умеклидиния бромид,Вилантерол+Умеклидиния бромид,None,2 334 ₽,https://366.ru/p/anoro-ellipta-por-d-ing-22mkg-55mkg-30-65086/,https://media.366.ru/sys_master/product/h1e/h16/9385725788190.png
Релвар Эллипта порошок для ингаляций 22 мкг + 92 мкг/доза,"GlaxoSmith Kline Healthcare, ВеликобританияВилантерол + Флутиказона фуроат",Вилантерол + Флутиказона фуроат,None,1 912 ₽,https://366.ru/p/relvar-ellipta-por-22-mkg-92-mkg-doza-30-67878/,https://media.366.ru/sys_master/product/ha3/h7f/9246038491166.png
"Дуоресп Спиромакс 160 мкг + 4,5 мкг 120 доз","Айвекс Фармас, ИрландияБудесонид + Формотерол",Будесонид + Формотерол,None,1 867 ₽,https://366.ru/p/duoresp-spiromaks-160-mkg-4-5-mkg-120doz-67861/,https://media.366.ru/sys_master/product/hda/ha1/9717917417502.jpg
ДуоРесп Спиромакс 320 мкг + 9 мкг 60 доз,"Айвекс Фармас, ИрландияБудесонид + Формотерол",Будесонид + Формотерол,None,1 754 ₽,https://366.ru/p/duoresp-spiromaks-320-mkg-9-mkg-60doz-67862/,https://media.366.ru/sys_master/product/h83/hc4/9717917876254.jpg
Сингуляр таблетки 5 мг 28 шт,МЕРКМонтелукаст,Монтелукаст,None,1 898 ₽,https://366.ru/p/singuljar-tab-zhev-5mg-28-70644/,https://media.366.ru/sys_master/product/h5f/hfd/8922438828062.jpg
Сингуляр таблетки жевательные 4 мг 28 шт,"МЕРК, РоссияМонтелукаст",Монтелукаст,None,1 897 ₽,https://366.ru/p/singuljar-zhevat-tab-4mg-28-70643/,https://media.366.ru/sys_master/product/h83/h10/8922438369310.jpg
Сингуляр таблетки 10 мг 28 шт,МЕРКМонтелукаст,Монтелукаст,None,1 941 ₽,https://366.ru/p/singuljar-tab-10mg-28-70642/,https://media.366.ru/sys_master/product/hca/h23/8922437910558.jpg
Доктор Мом сироп 150 мл,"ЮНИК, ИндияФитопрепарат с отхаркивающим действием",Фитопрепарат с отхаркивающим действием,None,415 ₽,https://366.ru/p/doktor-mom-sirop-150ml-197972/,https://media.366.ru/sys_master/product/h6b/h23/9804277743646.jpg
Глемонт таблетки 5 мг 28 шт,"Glenmark Pharmaceuticals, ИндияМонтелукаст",Монтелукаст,None,786 ₽,https://366.ru/p/glemont-tab-zhev-5mg-n28-198730/,https://media.366.ru/sys_master/product/hd0/h0c/9106852085790.png
Coldrex ХотРем порошок ментол и медовый лимон 5 шт,"GlaxoSmith Kline Healthcare, ИспанияПарацетамол + Фенилэфрина гидрохлорид + Аскорбиновая кислота",Парацетамол + Фенилэфрина гидрохлорид + Аскорбиновая кислота,None,301 ₽,https://366.ru/p/koldreks-khotrem-por-d-r-ment-mjod-lim-5-202169/,https://media.366.ru/sys_master/product/h44/hea/9157059346462.png
Эуфиллин раствор ампулы 24 мг/мл 5 мл 10 шт,"СИНТЕЗ АКО, РоссияАминофиллин",Аминофиллин,None,97 ₽,https://366.ru/p/eufillin-r-r-v-v-amp-24mg-ml-5ml-10-18542/,https://media.366.ru/sys_master/product/h13/hff/9270721839134.jpg
Формисонид-натив 160 мкг/4.5 мкг 120 шт,"Фармстандарт+, РоссияБудесонид + Формотерол",Будесонид + Формотерол,None,1 897 ₽,https://366.ru/p/formisonidnativ-doz-160mkg-4-5mkg120-205927/,https://media.366.ru/sys_master/product/h04/h49/9346510684190.jpg
"Пульмибуд суспензия для ингаляций 0,25 мг/мл 2 мл 20 шт","АКРИХИН, ИталияБудесонид",Будесонид,None,782 ₽,https://366.ru/p/pulmibud-susp-d-ingal-0-25mg-ml-2ml-20-205405/,https://media.366.ru/sys_master/product/h0a/hd3/9492639809566.jpg
Сальбутамол аэрозоль для ингаляций 100 мкг/доза 200 доз,"Фармстандарт+, РоссияСальбутамола сульфат",Сальбутамола сульфат,None,134 ₽,https://366.ru/p/salbutamol-aer-d-ing-100mkg-doza-200doz-187276/,https://media.366.ru/sys_master/product/h59/h4e/9928096841758.jpg
Сальбутамол аэрозоль для ингаляций 100 мкг/доза 200 доз,"Фармстандарт+, РоссияСальбутамола сульфат",Сальбутамола сульфат,None,134 ₽,https://366.ru/p/salbutamol-aer-d-ing-100mkg-doza-200doz-187276/,https://media.366.ru/sys_master/product/h59/h4e/9928096841758.jpg
"Пульмибуд суспензия для ингаляций 0,25 мг/мл 2 мл 20 шт","АКРИХИН, ИталияБудесонид",Будесонид,None,782 ₽,https://366.ru/p/pulmibud-susp-d-ingal-0-25mg-ml-2ml-20-205405/,https://media.366.ru/sys_master/product/h0a/hd3/9492639809566.jpg
Гианеб раствор для ингаляций 5мл N30,КЬЕЗИ ФАРМАСЬЮТИКАЛС,None,None,6 239 ₽,https://366.ru/p/gianeb-rr-dlja-ingaljacij-5ml-30-70733/,https://media.366.ru/sys_master/product/h12/h0a/8922442039326.jpg
"Ипратропиум-натив раствор для ингаляций 0,25мг/мл 20мл","НАТИВА, РоссияИпратропия бромид",Ипратропия бромид,None,254 ₽,https://366.ru/p/mjusli-30g-klubnika-27878/,https://media.366.ru/sys_master/product/h15/h60/8817558945822.jpg
"Буденит Стери-Неб суспензия 0,25 мг/мл 2 мл 20 шт","ТЕВА, ВеликобританияБудесонид",Будесонид,None,754 ₽,https://366.ru/p/budenit-sterineb-susp-0-25mg-ml-2ml20-35195/,https://media.366.ru/sys_master/product/hf9/hdf/9717913747486.jpg
Монтелар таблетки жевательные 5мг N14,"САНДОЗ, ТурцияМонтелукаст",Монтелукаст,None,738 ₽,https://366.ru/p/montelar-tab-zhevat-5mg-14-41895/,https://media.366.ru/sys_master/product/he8/h78/8818568822814.jpg
