Название,Производитель,Содержание,Количество на складе,Цена,Ссылка,Ссылка на изображение
"Моксарел Верте таблетки 0,2 мг 30 шт","ВЕРТЕКС, РоссияМоксонидин",Моксонидин,None,254 ₽,https://366.ru/p/moksarelverte-tab-p-o-0-2mg-30-45762/,https://media.366.ru/sys_master/product/h8a/h72/8818422939678.jpg
Лизиноприл-Вертекс таблетки 5 мг 30 шт,"ВЕРТЕКС, РоссияЛизиноприл",Лизиноприл,None,105 ₽,https://366.ru/p/lizinoprilverteks-tab-5mg-30-207130/,https://media.366.ru/sys_master/product/h67/h73/9429254307870.jpg
Лозартан Вертекс таблетки 50 мг 30 шт,"ВЕРТЕКС, РоссияЛозартан",Лозартан,None,185 ₽,https://366.ru/p/lozartan-tab-p-o-50mg-30-46027/,https://media.366.ru/sys_master/product/h75/h05/8818411241502.jpg
Моксарел таблетки 400 мкг 30 шт,"ВЕРТЕКС, РоссияМоксонидин",Моксонидин,None,418 ₽,https://366.ru/p/moksarelverte-tab-p-o-0-4mg-30-57559/,https://media.366.ru/sys_master/product/hcc/h95/8818423398430.jpg
Норваск таблетки 10 мг 30 шт,"Пфайзер+, ГерманияАмлодипин",Амлодипин,None,251 ₽,https://366.ru/p/norvask-tab-10mg-30-33090/,https://media.366.ru/sys_master/product/h96/h13/8816227581982.jpg
Норваск таблетки 5 мг 30 шт,"Пфайзер+, ГерманияАмлодипин",Амлодипин,None,216 ₽,https://366.ru/p/norvask-tab-5mg-30-13837/,https://media.366.ru/sys_master/product/hf7/h76/9225771089950.jpg
Лозартан-Вертекс таблетки 100 мг 90 шт,"ВЕРТЕКС, Россия",None,None,677 ₽,https://366.ru/p/lozartanverteks-tabl-p-o-100mg-90-209288/,https://media.366.ru/sys_master/product/he2/h76/9708252561438.jpg
Лизиноприл-Вертекс таблетки 20 мг 30 шт,"ВЕРТЕКС, РоссияЛизиноприл",Лизиноприл,None,246 ₽,https://366.ru/p/lizinoprilverteks-tab-20mg-30-207133/,https://media.366.ru/sys_master/product/hd6/h3e/9429254995998.jpg
"Тримектал МВ таблетки 0,035 г 60 шт","ВЕРТЕКС, РоссияТриметазидин",Триметазидин,None,482 ₽,https://366.ru/p/trimektal-mv-tab-p-pl-ob-35mg-60-34657/,https://media.366.ru/sys_master/product/h44/hc7/8816296067102.jpg
Коплавикс таблетки 100 мг + 75 мг 28 шт,"САНОФИ, ФранцияАцетилсалициловая кислота + Клопидогрел",Ацетилсалициловая кислота + Клопидогрел,None,1 260 ₽,https://366.ru/p/koplaviks-tab-p-pl-ob-100mg-75mg-28-36596/,https://media.366.ru/sys_master/product/h03/hb3/8816383918110.jpg
Лизиноприл-Вертекс таблетки 10 мг 60 шт,"ВЕРТЕКС, РоссияЛизиноприл",Лизиноприл,None,248 ₽,https://366.ru/p/lizinoprilverteks-tab-10mg-60-207132/,https://media.366.ru/sys_master/product/he6/h6d/9429254766622.jpg
Атаканд таблетки 32 мг 28 шт,"AstraZeneca, ГерманияКандесартан",Кандесартан,None,4 047 ₽,https://366.ru/p/atakand-tab-32mg-28-40055/,https://media.366.ru/sys_master/product/hc9/h97/8816517644318.jpg
Брилинта таблетки 90 мг 168 шт,"AstraZeneca, РоссияТикагрелор",Тикагрелор,None,15 202 ₽,https://366.ru/p/brilinta-tab-p-pl-ob-90mg-168-40844/,https://media.366.ru/sys_master/product/h62/hc5/9289798549534.jpg
"Ко-Эксфорж таблетки 5 мг + 160 мг + 12,5 мг 28 шт","НОВАРТИС ФАРМА, ШвейцарияАмлодипин + Валсартан + Гидрохлоротиазид",Амлодипин + Валсартан + Гидрохлоротиазид,None,3 002 ₽,https://366.ru/p/koeksforzh-tab-pl-ob-5-160-12-5mg-28-37532/,https://media.366.ru/sys_master/product/h0b/hdf/9353325608990.jpg
Клопидекс таблетки 75 мг 30 шт,"Белупо Лтд., ХорватияКлопидогрел",Клопидогрел,None,527 ₽,https://366.ru/p/klopideks-tab-p-pl-ob-75mg-30-39629/,https://media.366.ru/sys_master/product/hdf/hdf/8818090803230.jpg
Инспра таблетки 50 мг 30 шт,"Пфайзер+, ФранцияЭплеренон",Эплеренон,None,3 090 ₽,https://366.ru/p/inspra-tab-p-o-50mg-30-35944/,https://media.366.ru/sys_master/product/h98/h13/8817663246366.jpg
Инспра таблетки 25 мг 30 шт,"Пфайзер+, ФранцияЭплеренон",Эплеренон,None,3 218 ₽,https://366.ru/p/inspra-tab-p-o-25mg-30-35650/,https://media.366.ru/sys_master/product/h47/h55/8816351150110.jpg
Амловас таблетки 5 мг 30 шт,"ЮНИК, ИндияАмлодипин",Амлодипин,None,308 ₽,https://366.ru/p/amlovas-tab-5mg-30-1598/,https://media.366.ru/sys_master/product/h75/hdb/8815960260638.jpg
"Арифон таблетки 2,5 мг 30 шт","СЕРВЬЕ, ФранцияИндапамид",Индапамид,None,251 ₽,https://366.ru/p/arifon-tab-p-pl-ob-2-5mg-30-1847/,https://media.366.ru/sys_master/product/hc2/h92/8815982510110.jpg
Аспирин Кардио таблетки 300 мг 20 шт,"БАЙЕР, ГерманияАцетилсалициловая кислота",Ацетилсалициловая кислота,None,93 ₽,https://366.ru/p/aspirin-kardio-tab-kishechnorast-300mg-20-2013/,https://media.366.ru/sys_master/product/ha0/h8d/8818180489246.jpg
Берлиприл 5 таблетки 30 шт,"Berlin-Chemie, ГерманияЭналаприл",Эналаприл,None,86 ₽,https://366.ru/p/berlipril5-tab-5mg-30-2327/,https://media.366.ru/sys_master/product/h2a/hd4/8818092638238.jpg
Беталок таблетки 100 мг 100 шт,"AstraZeneca, ШвецияМетопролол",Метопролол,None,517 ₽,https://366.ru/p/betalok-tab-100mg-100-2360/,https://media.366.ru/sys_master/product/h65/h7f/8818188058654.jpg
Верошпирон капсулы 100 мг 30 шт,"Гедеон Рихтер, ВенгрияСпиронолактон",Спиронолактон,None,318 ₽,https://366.ru/p/veroshpiron-kaps-100mg-30-3034/,https://media.366.ru/sys_master/product/hae/hd7/8817580048414.jpg
Верапамил алкалоид таблетки 40 мг 30 шт,"АЛКАЛОИД, МакедонияВерапамил",Верапамил,None,55 ₽,https://366.ru/p/verapamil-tab-p-o-40mg-30-3010/,https://media.366.ru/sys_master/product/h1c/h7f/8825660669982.jpg
Верошпирон таблетки 25 мг 20 шт,"Гедеон Рихтер, ВенгрияСпиронолактон",Спиронолактон,None,93 ₽,https://366.ru/p/veroshpiron-tab-25mg-20-3036/,https://media.366.ru/sys_master/product/hb0/h84/8822721445918.jpg
Верошпирон капсулы 50 мг 30 шт,"Гедеон Рихтер, ВенгрияСпиронолактон",Спиронолактон,None,215 ₽,https://366.ru/p/veroshpiron-kaps-50mg-30-3035/,https://media.366.ru/sys_master/product/h61/h3c/8818117410846.jpg
Гепариновая мазь для наружного применения туба 25 г,"НИЖФАРМ, РоссияГепарин натрия",Гепарин натрия,None,110 ₽,https://366.ru/p/geparinovaja-maz-d-naruzh-prim-25g-3497/,
"Гизаар таблетки 50 мг/12,5 мг 14 шт","МСД ФАРМАСЬЮТИКАЛС, НидерландыЛозартан + Гидрохлоротиазид",Лозартан + Гидрохлоротиазид,None,578 ₽,https://366.ru/p/gizaar-tab-p-o-50-12-5mg-14-3546/,https://media.366.ru/sys_master/product/h21/h81/8818153193502.jpg
Гипотиазид таблетки 100 мг 20 шт,"САНОФИ, ВенгрияГидрохлоротиазид",Гидрохлоротиазид,None,127 ₽,https://366.ru/p/gipotiazid-tab-100mg-20-3584/,https://media.366.ru/sys_master/product/h95/hb9/8818088968222.jpg
Гипотиазид таблетки 25 мг 20 шт,"САНОФИ, ВенгрияГидрохлоротиазид",Гидрохлоротиазид,None,94 ₽,https://366.ru/p/gipotiazid-tab-25mg-20-3585/,https://media.366.ru/sys_master/product/h3a/h54/8818087821342.jpg
Дилтиазем Ретард таблетки 180 мг 30 шт,"ВАЛЕАНТ, АвстрияДилтиазем",Дилтиазем,None,463 ₽,https://366.ru/p/diltiazem-lannakher-tab-prolong-180mg-30-4034/,https://media.366.ru/sys_master/product/h61/hc5/10036434272286.jpg
Дилтиазем Ретард таблетки 90 мг 20 шт,"ВАЛЕАНТ, АвстрияДилтиазем",Дилтиазем,None,224 ₽,https://366.ru/p/diltiazem-lannakher-tab-prolong-90mg-20-4035/,https://media.366.ru/sys_master/product/hb2/h62/10036435255326.jpg
Диротон таблетки 10мг N28,"Гедеон Рихтер, ВенгрияЛизиноприл",Лизиноприл,None,323 ₽,https://366.ru/p/diroton-tab-10mg-28-4088/,https://media.366.ru/sys_master/product/h80/h44/8818228658206.jpg
Диротон таблетки 20 мг 28 шт,"Гедеон Рихтер, ВенгрияЛизиноприл",Лизиноприл,None,481 ₽,https://366.ru/p/diroton-tab-20mg-28-4092/,https://media.366.ru/sys_master/product/h3b/had/8820477984798.jpg
Диротон таблетки 5 мг 28 шт,"Гедеон Рихтер, ВенгрияЛизиноприл",Лизиноприл,None,236 ₽,https://366.ru/p/diroton-tab-5mg-28-4094/,https://media.366.ru/sys_master/product/ha1/h0e/8818229116958.jpg
Допегит таблетки 50 шт,"ЭГИС, ВенгрияМетилдопа",Метилдопа,None,263 ₽,https://366.ru/p/dopegit-tab-250mg-50-4172/,https://media.366.ru/sys_master/product/h37/he4/9935828549662.jpg
Калчек таблетки 10 мг 30 шт,"ИПКА ЛАБ., ИндияАмлодипин",Амлодипин,None,321 ₽,https://366.ru/p/kalchek-tab-10mg-30-4768/,https://media.366.ru/sys_master/product/h75/h0b/8826386939934.jpg
Калчек таблетки 5 мг 30 шт,"ИПКА ЛАБ., ИндияАмлодипин",Амлодипин,None,193 ₽,https://366.ru/p/kalchek-tab-5mg-30-4769/,https://media.366.ru/sys_master/product/hc7/hf4/8826387431454.jpg
Капозид таблетки 50 мг 28 шт,"АКРИХИН, РоссияГидрохлоротиазид + Каптоприл",Гидрохлоротиазид + Каптоприл,None,661 ₽,https://366.ru/p/kapozid-tab-50mg-25mg-28-4862/,https://media.366.ru/sys_master/product/h5f/haa/8816920789022.jpg
"Кардиомагнил таблетки 75 мг + 15,2 мг 100 шт","ТАКЕДА ФАРМАСЬЮТИКАЛС, РоссияАцетилсалициловая кислота + Магния гидроксид",Ацетилсалициловая кислота + Магния гидроксид,None,305 ₽,https://366.ru/p/kardiomagnil-tab-pl-ob-75mg-15-2mg100-4912/,https://media.366.ru/sys_master/product/h4a/h6b/9857719468062.jpg
"Ко-ренитек таблетки 20 мг/12,5 мг 28 шт","МСД ФАРМАСЬЮТИКАЛС, НидерландыГидрохлоротиазид + Эналаприл",Гидрохлоротиазид + Эналаприл,None,655 ₽,https://366.ru/p/korenitek-tab-12-5mg-20mg-28-5141/,https://media.366.ru/sys_master/product/h51/hfe/8826466304030.jpg
Козаар таблетки 50 мг 14 шт,"МСД ФАРМАСЬЮТИКАЛС, НидерландыЛозартан",Лозартан,None,123 ₽,https://366.ru/p/kozaar-tab-p-pl-ob-50mg-14-5150/,https://media.366.ru/sys_master/product/h00/h84/8818152046622.jpg
Кокарбоксилаза порошок лиофилизат для инъекций 50мг флакон N5 с р-лем,РоссияКокарбоксилаза,Кокарбоксилаза,None,234 ₽,https://366.ru/p/kokarboksilaza-rr-v-m-50mg-5-rl-5159/,https://media.366.ru/sys_master/product/hb0/hcd/8818254348318.jpg
Конкор таблетки 5 мг 50 шт,"ТАКЕДА ФАРМАСЬЮТИКАЛС, ГерманияБисопролол",Бисопролол,None,327 ₽,https://366.ru/p/konkor-tab-p-pl-ob-5mg-50-5277/,https://media.366.ru/sys_master/product/h4c/hf1/8818255724574.jpg
Кордафлекс таблетки 10 мг 100 шт,"ЭГИС, РоссияНифедипин",Нифедипин,None,105 ₽,https://366.ru/p/kordafleks-tab-p-o-10mg-100-5316/,https://media.366.ru/sys_master/product/h7d/ha7/9935832154142.jpg
Кордафлекс таблетки пролонгированные 20 мг 60 шт,"ЭГИС, ВенгрияНифедипин",Нифедипин,None,150 ₽,https://366.ru/p/kordafleks-prolong-dja-tab-p-o-20mg-60-5315/,https://media.366.ru/sys_master/product/h25/hce/9935831433246.jpg
Кордипин XL таблетки 40 мг 20 шт,"KRKA, СловенияНифедипин",Нифедипин,None,171 ₽,https://366.ru/p/kordipin-xl-tab-modif-vysv-pl-ob-40mg20-5326/,https://media.366.ru/sys_master/product/hf8/hff/8817053433886.jpg
Ксантинола никотинат раствор для инъекций ампулы 15% 2 мл 10 шт,"ДАЛЬХИМФАРМ, РоссияКсантинола никотинат",Ксантинола никотинат,None,290 ₽,https://366.ru/p/ksantinola-nikotinat-amp-15-2ml-10-5561/,https://media.366.ru/sys_master/product/h38/h44/8820353105950.jpg
Лиотон 1000 гель 50 г,"Berlin-Chemie, ИталияГепарин натрия",Гепарин натрия,None,846 ₽,https://366.ru/p/lioton-gel-d-naruzh-prim-1000me-g-50g-5942/,https://media.366.ru/sys_master/product/h3f/h83/8817244209182.jpg
Логимакс таблетки пролонгированные 30 шт,"AstraZeneca, ШвецияМетопролол + Фелодипин",Метопролол + Фелодипин,None,1 055 ₽,https://366.ru/p/logimaks-tab-pl-ob-prolong-5mg-50mg-30-5982/,https://media.366.ru/sys_master/product/h8b/h70/8818304581662.jpg
Моносан таблетки 20 мг 30 шт,"ПРОМЕД, ЧехияИзосорбида мононитрат",Изосорбида мононитрат,None,92 ₽,https://366.ru/p/monosan-tab-20mg-30-6532/,https://media.366.ru/sys_master/product/hee/h53/8817303552030.jpg
Моноприл таблетки 20 мг 28 шт,"ВАЛЕАНТ, ИталияФозиноприл",Фозиноприл,None,662 ₽,https://366.ru/p/monopril-tab-20mg-28-6530/,https://media.366.ru/sys_master/product/h32/hd9/10036454457374.jpg
Моносан таблетки 40 мг 30 шт,"ПРОМЕД, ЧехияИзосорбида мононитрат",Изосорбида мононитрат,None,176 ₽,https://366.ru/p/monosan-tab-40mg-30-6533/,https://media.366.ru/sys_master/product/he8/h94/8826785857566.jpg
Моночинкве таблетки 40 мг 30 шт,"Berlin-Chemie, ГерманияИзосорбида мононитрат",Изосорбида мононитрат,None,201 ₽,https://366.ru/p/monochinkve-tab-40mg-30-6535/,https://media.366.ru/sys_master/product/h2f/hf6/8817303912478.jpg
Небилет таблетки 14 шт,"Berlin-Chemie, ГерманияНебиволол",Небиволол,None,1 004 ₽,https://366.ru/p/nebilet-tab-5mg-14-6861/,https://media.366.ru/sys_master/product/h7c/h70/8817311973406.jpg
Неотон порошок лиофилизат для инфузий флакон 1 г 4 шт,"Альфа Сигма, ИталияФосфокреатин",Фосфокреатин,None,5 523 ₽,https://366.ru/p/neoton-por-d-rra-d-inf-1g-4--rl-6892/,https://media.366.ru/sys_master/product/haf/ha5/9034426384414.jpg
Никотиновая кислота раствор для инъекций ампулы 1% 1 мл 10 шт,"БИОТЭК, РоссияНикотиновая кислота",Никотиновая кислота,None,53 ₽,https://366.ru/p/nikotinovaja-kta-rr-d-in-amp-10mg1ml10-6930/,https://media.366.ru/sys_master/product/hc2/hc3/8901486510110.jpg
Нитроминт аэрозоль 400 мкг/доза 180 доз,"ЭГИС, ВенгрияНитроглицерин",Нитроглицерин,None,175 ₽,https://366.ru/p/nitromint-aer-podjaz-400mkg-doza-180doz-6998/,https://media.366.ru/sys_master/product/h16/h80/9935835037726.jpg
Нифекард XL таблетки 30 мг 30 шт,"САНДОЗ, СловенияНифедипин",Нифедипин,None,225 ₽,https://366.ru/p/nifekard-khl-tab-modific-p-pl-ob-30mg-30-7029/,https://media.366.ru/sys_master/product/hf1/h2d/8817316757534.jpg
Нормодипин таблетки 5 мг 30 шт,"Гедеон Рихтер, ВенгрияАмлодипин",Амлодипин,None,397 ₽,https://366.ru/p/normodipin-tab-5mg-30-7125/,https://media.366.ru/sys_master/product/h23/h55/8817323016222.jpg
Нормодипин таблетки 10 мг 30 шт,"Гедеон Рихтер, ВенгрияАмлодипин",Амлодипин,None,670 ₽,https://366.ru/p/normodipin-tab-10mg-30-7124/,https://media.366.ru/sys_master/product/h67/h49/8817322524702.jpg
Панангин раствор для инъекций ампулы 10 мл 5 шт,"Гедеон Рихтер, ВенгрияКалия и магния аспарагинат",Калия и магния аспарагинат,None,176 ₽,https://366.ru/p/panangin-konc-rr-v-v-amp-10ml-5-7454/,https://media.366.ru/sys_master/product/h37/h56/8817332355102.jpg
Плендил таблетки 5 мг 30 шт,"AstraZeneca, ШвецияФелодипин",Фелодипин,None,655 ₽,https://366.ru/p/plendil-tab-p-o-prolong-5mg-30-7997/,https://media.366.ru/sys_master/product/h01/h8a/8817341235230.jpg
Ренитек таблетки 20 мг 14 шт,"МСД ФАРМАСЬЮТИКАЛС, НидерландыЭналаприл",Эналаприл,None,140 ₽,https://366.ru/p/renitek-tab-20mg-14-8923/,https://media.366.ru/sys_master/product/hdc/h1b/8817354211358.jpg
Рибоксин раствор для инъекций ампулы 2% 10 мл 10 шт,"БИОТЭК, РоссияИнозин",Инозин,None,79 ₽,https://366.ru/p/riboksin-rr-v-v-20mg-ml-10ml-amp-10-8976/,https://media.366.ru/sys_master/product/h9e/h19/8820452032542.jpg
Рибоксин Озон таблетки покрытые оболочкой 200мг N50,"Озон, РоссияИнозин",Инозин,None,118 ₽,https://366.ru/p/riboksin-tab-p-o-200mg-50-8993/,https://media.366.ru/sys_master/product/h78/h9c/8839583334430.jpg
Сиднофарм таблетки 30 шт,"СОФАРМА, БолгарияМолсидомин",Молсидомин,None,284 ₽,https://366.ru/p/sidnofarm-tab-2mg-30-9341/,https://media.366.ru/sys_master/product/hab/h37/8817362731038.jpg
Тарка капсулы 2 мг + 180 мг 28 шт,"Abbott Laboratories EPD, ГерманияВерапамил + Трандолаприл",Верапамил + Трандолаприл,None,916 ₽,https://366.ru/p/tarka-retard-kaps-28-9965/,https://media.366.ru/sys_master/product/h39/h0f/8820696809502.jpg
Тенорик таблетки 50 мг 28 шт,"ИПКА ЛАБ., ИндияАтенолол + Хлорталидон",Атенолол + Хлорталидон,None,208 ₽,https://366.ru/p/tenorik-tab-p-pl-ob-50mg-12-5mg-28-10017/,https://media.366.ru/sys_master/product/h8f/h7f/8815841116190.jpg
Тенорик таблетки 100 мг 28 шт,"ИПКА ЛАБ., ИндияАтенолол + Хлорталидон",Атенолол + Хлорталидон,None,270 ₽,https://366.ru/p/tenorik-tab-p-pl-ob-100mg-25mg-28-10016/,https://media.366.ru/sys_master/product/h4b/h8b/8815840624670.jpg
Урифлорин таблетки 300 мг 20 шт,"МОСКОВСКАЯ ФФ, РоссияТолокнянки обыкновенной листья",Толокнянки обыкновенной листья,None,116 ₽,https://366.ru/p/uriflorin-tab-300mg-20-10463/,https://media.366.ru/sys_master/product/h53/h5c/8818343804958.jpg
"Фрагмин раствор для внутривенного и подкожного введения 5000 МЕ шприцы 0,2 мл 10 шт","Пфайзер+, ГерманияДалтепарин натрия",Далтепарин натрия,None,3 511 ₽,https://366.ru/p/fragmin-rr-v-v-p-k-5000me-0-2ml10shpric-10820/,https://media.366.ru/sys_master/product/h78/h21/8818172461086.jpg
Фуросемид таблетки 50 шт,"Озон, РоссияФуросемид",Фуросемид,None,26 ₽,https://366.ru/p/furosemid-tab-40mg-50-10887/,https://media.366.ru/sys_master/product/h23/hd1/8821434187806.jpg
Эгилок таблетки 100 мг 30 шт,"ЭГИС, ВенгрияМетопролол",Метопролол,None,149 ₽,https://366.ru/p/egilok-tab-100mg-30-11583/,https://media.366.ru/sys_master/product/h36/h30/9935781822494.jpg
Эгилок таблетки 25 мг 60 шт,"ЭГИС, ВенгрияМетопролол",Метопролол,None,129 ₽,https://366.ru/p/egilok-tab-25mg-60-11585/,https://media.366.ru/sys_master/product/h35/h7b/9935783264286.jpg
Эгилок таблетки 100 мг 60 шт,"ЭГИС, ВенгрияМетопролол",Метопролол,None,215 ₽,https://366.ru/p/egilok-tab-100mg-60-11584/,https://media.366.ru/sys_master/product/hde/h56/9935782543390.jpg
Эгилок таблетки 50 мг 60 шт,"ЭГИС, ВенгрияМетопролол",Метопролол,None,156 ₽,https://366.ru/p/egilok-tab-50mg-60-11586/,https://media.366.ru/sys_master/product/hd1/h8d/9935783985182.jpg
Энам таблетки 10 мг 20 шт,"ДР.РЕДДИС, ИндияЭналаприл",Эналаприл,None,71 ₽,https://366.ru/p/enam-tab-10mg-20-11765/,https://media.366.ru/sys_master/product/h20/h7c/9527504535582.png
Энам таблетки 20 мг 20 шт,"ДР.РЕДДИС, ИндияЭналаприл",Эналаприл,None,122 ₽,https://366.ru/p/enam-tab-20mg-20-11767/,https://media.366.ru/sys_master/product/hc2/heb/9447424884766.png
"Энап-НЛ таблетки 10 мг/12,5 мг 20 шт","KRKA, СловенияЭналаприл + Гидрохлортиазид",Эналаприл + Гидрохлортиазид,None,286 ₽,https://366.ru/p/enapnl-tab-12-5mg-10mg-20-11772/,https://media.366.ru/sys_master/product/h51/h1b/8815898296350.jpg
Энам таблетки 5 мг 20 шт,"ДР.РЕДДИС, ИндияЭналаприл",Эналаприл,None,43 ₽,https://366.ru/p/enam-tab-5mg-20-11768/,https://media.366.ru/sys_master/product/h57/h34/9447425343518.png
"Энам таблетки 2,5 мг 20 шт","ДР.РЕДДИС, ИндияЭналаприл",Эналаприл,None,26 ₽,https://366.ru/p/enam-tab-2-5mg-20-11766/,https://media.366.ru/sys_master/product/hc8/h57/9527505256478.png
Энап таблетки 10 мг 20 шт,"KRKA, СловенияЭналаприл",Эналаприл,None,103 ₽,https://366.ru/p/enap-tab-10mg-20-11776/,https://media.366.ru/sys_master/product/hac/h88/8821517713438.jpg
"Энап таблетки 2,5 мг 20 шт","KRKA, СловенияЭналаприл",Эналаприл,None,70 ₽,https://366.ru/p/enap-tab-2-5mg-20-11780/,https://media.366.ru/sys_master/product/hab/hc5/8815899279390.jpg
Энап таблетки 20 мг 20 шт,"KRKA, СловенияЭналаприл",Эналаприл,None,165 ₽,https://366.ru/p/enap-tab-20mg-20-11782/,https://media.366.ru/sys_master/product/ha5/h32/8821520957470.jpg
Энап таблетки 5мг N20,"KRKA, СловенияЭналаприл",Эналаприл,None,87 ₽,https://366.ru/p/enap-tab-5mg-20-11786/,https://media.366.ru/sys_master/product/h18/h95/8821522038814.jpg
Эринит таблетки 50 шт,"ТАТХИМФАРМПРЕПАРАТЫ, РоссияПентаэритритила тетранитрат",Пентаэритритила тетранитрат,None,110 ₽,https://366.ru/p/erinit-tab-10mg-50-11834/,https://media.366.ru/sys_master/product/h12/hfc/8818453446686.jpg
Этацизин таблетки 50 мг 50 шт,"ОЛАЙНФАРМ, ЛатвияДиэтиламинопропионил-этоксикарбониламино-фенотиазин",Диэтиламинопропионил-этоксикарбониламино-фенотиазин,None,1 699 ₽,https://366.ru/p/etacizin-tab-p-o-50mg-50-11890/,https://media.366.ru/sys_master/product/h19/hf7/8815903932446.jpg
"Этоксисклерол раствор ампулы 0,5% 2 мл 5 шт","КРЕЙССЛЕР ФАРМА, ГерманияЛауромакрогол 400",Лауромакрогол 400,None,1 311 ₽,https://366.ru/p/etoksisklerol-rr-v-v-5mg-ml-2ml-amp-5-11892/,https://media.366.ru/sys_master/product/h0b/h85/8817400676382.jpg
Берлиприл 10 таблетки 30 шт,"Berlin-Chemie, ГерманияЭналаприл",Эналаприл,None,128 ₽,https://366.ru/p/berlipril10-tab-10mg-30-12268/,https://media.366.ru/sys_master/product/h47/h4d/8818173378590.jpg
Берлиприл таблетки 20 мг 30 шт,"Berlin-Chemie, ГерманияЭналаприл",Эналаприл,None,197 ₽,https://366.ru/p/berlipril20-tab-20mg-30-12269/,https://media.366.ru/sys_master/product/h97/h73/8815908945950.jpg
Ритмонорм таблетки покрытые оболочкой 150мг N50,"Abbott Laboratories EPD, ГерманияПропафенон",Пропафенон,None,533 ₽,https://366.ru/p/ritmonorm-tab-p-o-150mg-50-12802/,https://media.366.ru/sys_master/product/hbd/h64/8815913107486.jpg
Эналаприл-OBL таблетки 5мг N20,"ОБОЛЕНСКОЕ ФП, РоссияЭналаприл",Эналаприл,None,36 ₽,https://366.ru/p/enalaprilfpo-tab-5mg-20-12771/,https://media.366.ru/sys_master/product/he7/hf0/8815912124446.jpg
Локрен таблетки 20 мг 28 шт,"САНОФИ, ФранцияБетаксолол",Бетаксолол,None,898 ₽,https://366.ru/p/lokren-tab-p-pl-ob-20mg-28-12968/,https://media.366.ru/sys_master/product/hc5/hb9/8815914090526.jpg
Этоксисклерол раствор для инъекций ампулы 1% 2 мл 5 шт,"КРЕЙССЛЕР ФАРМА, ГерманияЛауромакрогол 400",Лауромакрогол 400,None,1 518 ₽,https://366.ru/p/etoksisklerol-rr-v-v-10mg-ml-2ml-amp-5-13720/,https://media.366.ru/sys_master/product/h65/hf9/8818175901726.jpg
Этоксисклерол раствор для инъекций 30 мг/мл ампулы 2 мл 5 шт,"КРЕЙССЛЕР ФАРМА, ГерманияЛауромакрогол 400",Лауромакрогол 400,None,2 474 ₽,https://366.ru/p/etoksisklerol-rr-v-v-30mg-ml-2ml-amp-5-13721/,https://media.366.ru/sys_master/product/ha7/h1c/8818176131102.jpg
