Название,Производитель,Содержание,Количество на складе,Цена,Ссылка,Ссылка на изображение
"Роцефин порошок 1 г + 3,5 мл растворитель 1 шт","ХОФФМАНН-ЛЯ РОШ, ШвейцарияЦефтриаксон",Цефтриаксон,None,562 ₽,https://366.ru/p/rocefin-por-d-rra-v-m-1g-3-5ml-rtel1-9072/,https://media.366.ru/sys_master/product/h95/h9b/8828866101278.jpg
Сумамед капсулы 250 мг 6 шт,"ТЕВА, ХорватияАзитромицин",Азитромицин,None,465 ₽,https://366.ru/p/sumamed-kaps-250mg-6-9810/,https://media.366.ru/sys_master/product/h62/hda/8817374986270.jpg
Сумамед таблетки 500 мг 3 шт,"ТЕВА, ХорватияАзитромицин",Азитромицин,None,459 ₽,https://366.ru/p/sumamed-tab-p-pl-ob-500mg-3-9813/,https://media.366.ru/sys_master/product/hee/hc2/8817375969310.jpg
Сумамед таблетки 125 мг 6 шт,"ТЕВА, ХорватияАзитромицин",Азитромицин,None,382 ₽,https://366.ru/p/sumamed-tab-p-pl-ob-125mg-6-9812/,https://media.366.ru/sys_master/product/h93/h83/8817375477790.jpg
"Сумамед форте порошок для приготовления суспензии 200мг/5мл 16,74г (15мл)","ТЕВА, ХорватияАзитромицин",Азитромицин,None,411 ₽,https://366.ru/p/sumamed-forte-por-d-susp200mg-5ml-16-74g-9814/,https://media.366.ru/sys_master/product/h50/h42/8943995355166.jpg
Тетрациклин с нистатином таблетки 100000 ед 10 шт,"БИОТЭК, РоссияНистатин + Тетрациклин",Нистатин + Тетрациклин,None,155 ₽,https://366.ru/p/tetraciklin-s-nistatinom-tab-p-o-10-10129/,https://media.366.ru/sys_master/product/h45/h3f/8818658279454.jpg
Тетрациклин таблетки 100 мг 20 шт,"БИОТЭК, БеларусьТетрациклин",Тетрациклин,None,113 ₽,https://366.ru/p/tetraciklin-tab-p-o-100mg-20-10131/,https://media.366.ru/sys_master/product/h91/hdc/8818170855454.jpg
Трихопол таблетки 250мг N20,"АКРИХИН, ПольшаМетронидазол",Метронидазол,None,94 ₽,https://366.ru/p/trikhopol-tab-250mg-20-10352/,https://media.366.ru/sys_master/product/h4d/hff/8820721352734.jpg
Флемоксин Солютаб таблетки растворимые 500 мг 20 шт,"АСТЕЛЛАС ФАРМА, РоссияАмоксициллин",Амоксициллин,None,377 ₽,https://366.ru/p/flemoksin-soljutab-tab-disp-500mg-20-10725/,https://media.366.ru/sys_master/product/h75/hb2/8821391884318.jpg
Флуимуцил Антибиотик ИТ порошок 500 мг 3 шт,"ZAMBON GROUP, ИталияТиамфеникола глицинат ацетилцистеинат",Тиамфеникола глицинат ацетилцистеинат,None,941 ₽,https://366.ru/p/fluimucil-antibiotik-it-liof-d-in3-rl-10747/,https://media.366.ru/sys_master/product/h91/h59/9447255998494.jpg
Фромилид таблетки 250 мг 14 шт,"KRKA, СловенияКларитромицин",Кларитромицин,None,398 ₽,https://366.ru/p/fromilid-tab-p-pl-ob-250mg-14-10828/,https://media.366.ru/sys_master/product/ha1/h8f/8817388552222.jpg
Фромилид таблетки 500 мг 14 шт,"KRKA, СловенияКларитромицин",Кларитромицин,None,577 ₽,https://366.ru/p/fromilid-tab-p-pl-ob-500mg-14-10829/,https://media.366.ru/sys_master/product/h7d/h54/8815868936222.jpg
Фталазол таблетки 500 мг 10 шт,"БИОТЭК, РоссияФталилсульфатиазол",Фталилсульфатиазол,None,288 ₽,https://366.ru/p/ftalazol-tab-500mg-10-10833/,https://media.366.ru/sys_master/product/h24/hd2/8820769062942.jpg
Цефотаксим порошок для инъекций флакон 1 г 1 шт,"Фармстандарт+, РоссияЦефотаксим",Цефотаксим,None,42 ₽,https://366.ru/p/cefotaksim-por-d-pr-rra-v-v-v-m-1g-f1-11081/,https://media.366.ru/sys_master/product/h21/hdc/10025257140254.jpg
Ципринол таблетки 250 мг 10 шт,"KRKA, СловенияЦипрофлоксацин",Ципрофлоксацин,None,76 ₽,https://366.ru/p/ciprinol-tab-p-pl-ob-250mg-10-11143/,https://media.366.ru/sys_master/product/ha2/h17/8818681053214.jpg
Ципролет таблетки 250 мг 10 шт,"ДР.РЕДДИС, ИндияЦипрофлоксацин",Ципрофлоксацин,None,61 ₽,https://366.ru/p/ciprolet-tab-p-pl-ob-250mg-10-11151/,https://media.366.ru/sys_master/product/h0a/hd3/9527502372894.png
Ципролет таблетки 500 мг 10 шт,"ДР.РЕДДИС, ИндияЦипрофлоксацин",Ципрофлоксацин,None,119 ₽,https://366.ru/p/ciprolet-tab-p-pl-ob-500mg-10-11152/,https://media.366.ru/sys_master/product/hb2/hf9/9527503093790.png
Цифран ОД таблетки 1000 мг 10 шт,"РАНБАКСИ, ИндияЦипрофлоксацин",Ципрофлоксацин,None,335 ₽,https://366.ru/p/cifran-od-tab-prolong-dja-pl-ob1000mg10-11201/,https://media.366.ru/sys_master/product/had/hd4/8815886663710.jpg
Цифран таблетки 250 мг 10 шт,"РАНБАКСИ, ИндияЦипрофлоксацин",Ципрофлоксацин,None,50 ₽,https://366.ru/p/cifran-tab-p-pl-ob-250mg-10-11204/,https://media.366.ru/sys_master/product/h53/h2a/8815887646750.jpg
Цифран таблетки 500 мг 10 шт,"РАНБАКСИ, ИндияЦипрофлоксацин",Ципрофлоксацин,None,90 ₽,https://366.ru/p/cifran-tab-p-pl-ob-500mg-10-11207/,https://media.366.ru/sys_master/product/h0e/h36/8815888138270.jpg
Эритромицин таблетки 250 мг 10 шт,"БИОТЭК, РоссияЭритромицин",Эритромицин,None,104 ₽,https://366.ru/p/eritromicin-tab-kishechnorastv-250mg-10-11839/,https://media.366.ru/sys_master/product/h34/hab/8821531475998.jpg
Юнидокс Солютаб таблетки диспергируемые 10 шт,"АСТЕЛЛАС ФАРМА, РоссияДоксициклин",Доксициклин,None,342 ₽,https://366.ru/p/junidoks-soljutab-tab-disperg-100mg-10-11959/,https://media.366.ru/sys_master/product/hf7/h50/8820834795550.jpg
Тинидазол таблетки 500 мг 4 шт,"АКРИХИН, РоссияТинидазол",Тинидазол,None,120 ₽,https://366.ru/p/tinidazolakri-tab-p-pl-ob-500mg-4-12239/,https://media.366.ru/sys_master/product/hf1/h36/8820714405918.jpg
Ломфлокс таблетки 400 мг 5 шт,"ИПКА ЛАБ., ИндияЛомефлоксацин",Ломефлоксацин,None,500 ₽,https://366.ru/p/lomfloks-tab-p-pl-ob-400mg-5-12699/,https://media.366.ru/sys_master/product/hc6/hb3/8817406705694.jpg
"Бициллин-3 порошок для приготовления суспензии 1,2млн ед","СИНТЕЗ АКО, РоссияБензатина бензилпенициллин",Бензатина бензилпенициллин,None,157 ₽,https://366.ru/p/bicillin3-por-d-i-1200tys-ed-1-12907/,https://media.366.ru/sys_master/product/hab/hbd/8825392529438.jpg
Офлоксацин Озон таблетки 200 мг 10 шт,"Озон, РоссияОфлоксацин",Офлоксацин,None,56 ₽,https://366.ru/p/ofloksacinozon-tab-p-pl-ob-200mg-10-13958/,https://media.366.ru/sys_master/product/h00/h0c/8818774409246.jpg
Эритромицин таблетки 250 мг 20 шт,"ТЮМЕНСКИЙ ХФЗ, РоссияЭритромицин",Эритромицин,None,160 ₽,https://366.ru/p/eritromicin-tab-kishechnorastv-250mg-20-14180/,https://media.366.ru/sys_master/product/h54/h8b/8821532524574.jpg
5-нок таблетки 50 мг 50 шт,"САНДОЗ, СловенияНитроксолин",Нитроксолин,None,652 ₽,https://366.ru/p/5nok-tab-p-o-50mg-50-14228/,https://media.366.ru/sys_master/product/h44/h17/8818143330334.jpg
Ципринол таблетки 500 мг 10 шт,"KRKA, СловенияЦипрофлоксацин",Ципрофлоксацин,None,133 ₽,https://366.ru/p/ciprinol-tab-p-pl-ob-500mg-10-16925/,https://media.366.ru/sys_master/product/hb6/h84/8815965011998.jpg
Элефлокс таблетки 500 мг 10 шт,"РАНБАКСИ, ИндияЛевофлоксацин",Левофлоксацин,None,870 ₽,https://366.ru/p/elefloks-tab-p-o-500mg-10-17849/,https://media.366.ru/sys_master/product/hb1/h97/8817450909726.jpg
Бисептол 480 концентрат раствор для инфузий 5 мл ампулы 10 шт,"АКРИХИН, ПольшаКо-тримоксазол [Сульфаметоксазол + Триметоприм]",Ко-тримоксазол [Сульфаметоксазол + Триметоприм],None,476 ₽,https://366.ru/p/biseptol-480-konc-rr-d-inf-5ml-amp-10-17826/,https://media.366.ru/sys_master/product/he9/h3a/8818557124638.jpg
Ко-тримоксазол таблетки 480 мг 10 шт,"Фармстандарт+, РоссияКо-тримоксазол [Сульфаметоксазол + Триметоприм]",Ко-тримоксазол [Сульфаметоксазол + Триметоприм],None,"26,50 ₽",https://366.ru/p/kotrimoksazol-tab-480mg-10-18611/,https://media.366.ru/sys_master/product/h29/h1d/8817457528862.jpg
Цифран СТ таблетки 500 мг/600 мг 10 шт,"РАНБАКСИ, ИндияТинидазол + Ципрофлоксацин",Тинидазол + Ципрофлоксацин,None,420 ₽,https://366.ru/p/cifran-st-tab-p-o-500mg-600mg-10-19746/,https://media.366.ru/sys_master/product/h16/h64/8815995027486.jpg
Рапиклав таблетки покрытые оболочкой 625 мг 15 шт,"ИПКА ЛАБ., ИндияАмоксициллин + Клавулановая кислота",Амоксициллин + Клавулановая кислота,None,348 ₽,https://366.ru/p/rapiklav-tab-p-o-500mg-125mg-15-20671/,https://media.366.ru/sys_master/product/h57/h48/8817478565918.jpg
Гайро таблетки покрытые оболочкой 500мг N10,"КОРАЛ МЕД, ИндияОрнидазол",Орнидазол,None,635 ₽,https://366.ru/p/gajro-ornidazol-tab-p-o-500mg-10-21112/,https://media.366.ru/sys_master/product/h20/hb2/8817482596382.jpg
Фромилид Уно таблетки покрытые оболочкой пролонгированные 500мг N7,"KRKA, СловенияКларитромицин",Кларитромицин,None,409 ₽,https://366.ru/p/fromilid-uno-tab-p-o-prolong-500mg-7-21807/,https://media.366.ru/sys_master/product/h02/h65/8818786336798.jpg
Клацид таблетки 500 мг 14 шт,"Abbott Laboratories EPD, ИталияКларитромицин",Кларитромицин,None,884 ₽,https://366.ru/p/klacid-tab-p-o-500mg-14-22249/,https://media.366.ru/sys_master/product/hee/he0/8817490821150.jpg
Флемоксин Солютаб таблетки 125мг N20,"АСТЕЛЛАС ФАРМА, РоссияАмоксициллин",Амоксициллин,None,254 ₽,https://366.ru/p/flemoksin-soljutab-tab-disp-125mg-20-22428/,https://media.366.ru/sys_master/product/h0c/ha7/8820487290910.jpg
Сумамед порошок 100 мг/5 мл 17 г 20 мл,"ТЕВА, ХорватияАзитромицин",Азитромицин,None,250 ₽,https://366.ru/p/sumamed-por-d-susp-100mg-5ml-20-925g-22452/,https://media.366.ru/sys_master/product/h87/hfa/8816024322078.jpg
Флемоксин Солютаб таблетки растворимые 250 мг 20 шт,"АСТЕЛЛАС ФАРМА, РоссияАмоксициллин",Амоксициллин,None,297 ₽,https://366.ru/p/flemoksin-soljutab-tab-disp-250mg-20-22429/,https://media.366.ru/sys_master/product/h5a/h16/8821389721630.jpg
Клафоран пор для приготовления раствора внутривенно внутремышечно флакон1г N1,"ПАТЕОН ФРАНС, РоссияЦефотаксим",Цефотаксим,None,204 ₽,https://366.ru/p/klaforan-por-d-prig-rra-v-v-v-m-fl-1g1-22917/,https://media.366.ru/sys_master/product/h3b/hb3/8818535333918.jpg
Зиннат таблетки 125 мг 10 шт,"GlaxoSmith Kline Healthcare, ВеликобританияЦефуроксим",Цефуроксим,None,249 ₽,https://366.ru/p/zinnat-tab-p-pl-obl-125mg-10-23329/,https://media.366.ru/sys_master/product/h87/h05/8818121539614.jpg
Ципролет раствор для инфузий флаконы 100 мл,"ДР.РЕДДИС, ИндияЦипрофлоксацин",Ципрофлоксацин,None,82 ₽,https://366.ru/p/ciprolet-rr-d-inf-200mg-100ml-23488/,https://media.366.ru/sys_master/product/h38/h16/9447442546718.png
Аугментин таблетки 500 мг+125 мг 14 шт,"GlaxoSmith Kline Healthcare, ВеликобританияАмоксициллин + Клавулановая кислота",Амоксициллин + Клавулановая кислота,None,206 ₽,https://366.ru/p/augmentin-tab-p-pl-ob-500mg-125mg-14-24020/,https://media.366.ru/sys_master/product/h12/h7d/9344660045854.jpg
Амоксиклав порошок 312 мг/5 мл 100 мл,"САНДОЗ, СловенияАмоксициллин + Клавулановая кислота",Амоксициллин + Клавулановая кислота,None,304 ₽,https://366.ru/p/amoksiklav-por-d-sus-250-62-5mg-5ml100ml-24720/,https://media.366.ru/sys_master/product/hc3/h40/8818144247838.jpg
Атрикан капсулы 250мг N8,"Innothera Chouzy, ФранцияТенонитрозол",Тенонитрозол,None,578 ₽,https://366.ru/p/atrikan-kaps-250mg-8-25113/,https://media.366.ru/sys_master/product/h05/h09/8817519624222.jpg
Цефазолин порошок для инъекций флакон 1 г 1 шт,"Фармстандарт+, РоссияЦефазолин",Цефазолин,None,33 ₽,https://366.ru/p/cefazolin-por-d-prig-rra-v-v-v-m-1g-1-25136/,https://media.366.ru/sys_master/product/h7c/h89/10025259630622.jpg
Цефтриаксон порошок для инъекций флакон 1 г 1 шт,"БИОХИМИК, РоссияЦефтриаксон",Цефтриаксон,None,201 ₽,https://366.ru/p/ceftriakson-por-d-rra-v-v-v-m-1g-fl-1-25138/,https://media.366.ru/sys_master/product/h5f/h70/8901648744478.jpg
Клацид таблетки 250 мг 10 шт,"Abbott Laboratories EPD, ИталияКларитромицин",Кларитромицин,None,700 ₽,https://366.ru/p/klacid-tab-p-o-250mg-10-25549/,https://media.366.ru/sys_master/product/hbc/h06/8818085527582.jpg
"Ровамицин таблетки покрытые оболочкой 1,5млн ме N16","САНОФИ, ФранцияСпирамицин",Спирамицин,None,1 300 ₽,https://366.ru/p/rovamicin-tab-p-pl-ob-1-5mln-me-16-26254/,https://media.366.ru/sys_master/product/haf/h81/8816092971038.jpg
Флемоклав Солютаб таблетки 500 мг/125 мг 20 шт,"АСТЕЛЛАС ФАРМА, НидерландыАмоксициллин + Клавулановая кислота",Амоксициллин + Клавулановая кислота,None,471 ₽,https://366.ru/p/flemoklav-soljutab-tab-disp500mg-125mg20-26410/,https://media.366.ru/sys_master/product/hc2/h30/8816095428638.jpg
"Флемоклав Солютаб таблетки 250 мг/62,5 мг 20 шт","АСТЕЛЛАС ФАРМА, НидерландыАмоксициллин + Клавулановая кислота",Амоксициллин + Клавулановая кислота,None,314 ₽,https://366.ru/p/flemoklav-soljutab-tab-dis250mg-62-5mg20-26411/,https://media.366.ru/sys_master/product/h48/h27/8817547345950.jpg
Ровамицин таблетки 3000000 МЕ 10 шт,"САНОФИ, ФранцияСпирамицин",Спирамицин,None,1 854 ₽,https://366.ru/p/rovamicin-tab-p-o-3mln-me-10-26574/,https://media.366.ru/sys_master/product/h9f/h8d/8816098705438.jpg
"Флемоклав Солютаб таблетки 125 мг + 31,25 мг 20 шт","АСТЕЛЛАС ФАРМА, НидерландыАмоксициллин + Клавулановая кислота",Амоксициллин + Клавулановая кислота,None,316 ₽,https://366.ru/p/flemoklav-soljutab-tab-125mg-31-25mg-20-26705/,https://media.366.ru/sys_master/product/hb8/hcd/8816100671518.jpg
Альфа нормикс таблетки 200 мг 12 шт,"АЛЬФА ВАССЕРМАНН, ИталияРифаксимин",Рифаксимин,None,1 001 ₽,https://366.ru/p/alfa-normiks-tab-p-pl-ob-200mg-12-27123/,https://media.366.ru/sys_master/product/h81/h50/9034415046686.jpg
Зеффикс таблетки покрытые оболочкой 100 мг 28 шт,"GlaxoSmith Kline Healthcare, ПольшаЛамивудин",Ламивудин,None,1 703 ₽,https://366.ru/p/zeffiks-tab-p-o-100mg-28-27141/,https://media.366.ru/sys_master/product/h36/h67/8818193334302.jpg
Дазолик таблетки 500 мг 10 шт,"РАНБАКСИ, ИндияОрнидазол",Орнидазол,None,445 ₽,https://366.ru/p/dazolik-tab-p-o-500mg-10-27625/,https://media.366.ru/sys_master/product/hbf/h36/8816123576350.jpg
Азитрал капсулы 500 мг 3 шт,"ШРЕЯ, ИндияАзитромицин",Азитромицин,None,283 ₽,https://366.ru/p/azitral-kaps-500mg-3-28868/,https://media.366.ru/sys_master/product/hfc/h75/8817569103902.jpg
Азитрокс капсулы 500 мг 3 шт,"Фармстандарт+, РоссияАзитромицин",Азитромицин,None,396 ₽,https://366.ru/p/azitroks-kaps-500mg-3-29890/,https://media.366.ru/sys_master/product/ha1/h6d/8818781519902.jpg
Хемомицин капсулы 250 мг 6 шт,"Hemofarm A.D., СербияАзитромицин",Азитромицин,None,327 ₽,https://366.ru/p/khemomicin-kaps-250mg-6-30213/,https://media.366.ru/sys_master/product/h1a/h6d/10057632874526.png
Клабакс таблетки покрытые оболочкой 500мг N14,"РАНБАКСИ, ИндияКларитромицин",Кларитромицин,None,474 ₽,https://366.ru/p/klabaks-tab-retard-p-o-500mg-14-30916/,https://media.366.ru/sys_master/product/h32/ha3/8817585061918.jpg
Амоксициллин капсулы 500 мг 16 шт,Hemofarm A.D.Амоксициллин,Амоксициллин,None,106 ₽,https://366.ru/p/amoksicillin-kaps-500mg-16-30912/,
Хемомицин таблетки покрытые пленочной оболочкой 500 мг 3 шт,"Hemofarm A.D., СербияАзитромицин",Азитромицин,None,322 ₽,https://366.ru/p/khemomicin-tab-p-pl-ob-500mg-3-30998/,https://media.366.ru/sys_master/product/h27/hd6/10057635102750.png
Амоксиклав Квик таблетки диспергируемые 500 мг + 125 мг 14 шт,"САНДОЗ, СловенияАмоксициллин + Клавулановая кислота",Амоксициллин + Клавулановая кислота,None,427 ₽,https://366.ru/p/amoksiklav-kviktab-tab-disp-625mg-14-31453/,https://media.366.ru/sys_master/product/h38/hea/8816186818590.jpg
Амоксиклав Квик таблетки диспергируемые 875 мг + 125 мг 14 шт,"САНДОЗ, СловенияАмоксициллин + Клавулановая кислота",Амоксициллин + Клавулановая кислота,None,456 ₽,https://366.ru/p/amoksiklav-kviktab-tab-disp-1000mg-14-31452/,https://media.366.ru/sys_master/product/hb0/h5f/8816186327070.jpg
Хемомицин порошок для приготовления суспензии для приема внутрь 200 мг/5 мл,"Hemofarm A.D., СербияАзитромицин",Азитромицин,None,237 ₽,https://366.ru/p/khemomicin-por-d-prig-susp-200mg-5ml-20ml-31553/,https://media.366.ru/sys_master/product/h2c/h50/10057637330974.png
Флексид таблетки 500 мг 5 шт,"САНДОЗ, СловенияЛевофлоксацин",Левофлоксацин,None,315 ₽,https://366.ru/p/fleksid-tab-p-pl-ob-500mg-5-31631/,https://media.366.ru/sys_master/product/hf4/h27/8816192815134.jpg
Левофлоксацин Верте таблетки 250 мг 10 шт,"ВЕРТЕКС, РоссияЛевофлоксацин",Левофлоксацин,None,560 ₽,https://366.ru/p/levofloksacin-tab-p-pl-ob-250mg-10-32118/,https://media.366.ru/sys_master/product/hf9/hf2/8818200215582.jpg
Левофлоксацин Верте таблетки 500 мг 10 шт,"ВЕРТЕКС, РоссияЛевофлоксацин",Левофлоксацин,None,836 ₽,https://366.ru/p/levofloksacin-tab-p-pl-ob-500mg-10-32119/,https://media.366.ru/sys_master/product/hef/hae/8818128420894.jpg
Амоксициллин гранулы для суспензии 250 мг/5 мл 40 г,"Hemofarm A.D., СербияАмоксициллин",Амоксициллин,None,113 ₽,https://366.ru/p/amoksicillin-gran-d-sus250mg-5ml40g100ml-32848/,https://media.366.ru/sys_master/product/h67/hbe/10057642246174.jpg
Амоксициллин капсулы 250 мг 16 шт,"Hemofarm A.D., СербияАмоксициллин",Амоксициллин,None,61 ₽,https://366.ru/p/amoksicillin-kaps-250mg-16-32849/,
Бисептол суспензия 240 мг/5 мл 80 мл,"АКРИХИН, ПольшаКо-тримоксазол [Сульфаметоксазол + Триметоприм]",Ко-тримоксазол [Сульфаметоксазол + Триметоприм],None,145 ₽,https://366.ru/p/biseptol-susp-240mg-5ml-80ml-32932/,https://media.366.ru/sys_master/product/h56/hdc/8818335547422.jpg
Панцеф таблетки 400 мг 6 шт,"АЛКАЛОИД, МакедонияЦефиксим",Цефиксим,None,750 ₽,https://366.ru/p/pancef-tab-p-pl-ob-400mg-6-33074/,https://media.366.ru/sys_master/product/h5e/hf6/10033669668894.png
Панцеф таблетки 400 мг 10 шт,"АЛКАЛОИД, МакедонияЦефиксим",Цефиксим,None,1 079 ₽,https://366.ru/p/pancef-tab-p-pl-ob-400mg-10-33075/,https://media.366.ru/sys_master/product/hee/h48/10033670225950.png
Левофлоксацин Верте таблетки 500 мг 5 шт,"ВЕРТЕКС, РоссияЛевофлоксацин",Левофлоксацин,None,480 ₽,https://366.ru/p/levofloksacin-tab-p-pl-ob-500mg-5-33219/,https://media.366.ru/sys_master/product/h36/h11/8816230400030.jpg
Клацид лиофилизат для приготовления раствора для инфузий флакон500мг N1,"Abbott Laboratories EPD, ФранцияКларитромицин",Кларитромицин,None,696 ₽,https://366.ru/p/klacid-liof-d-prig-rra-d-inf-fl-500mg1-33607/,https://media.366.ru/sys_master/product/hd3/hc8/8825761628190.jpg
Цефепим порошок 1000 мг 1 шт,"БИОТЭК, Китайская Народная РеспубликаЦефепим",Цефепим,None,141 ₽,https://366.ru/p/cefepimvial-por-d-pr-rra-v-v-v-m1g1-34418/,
Плаквенил таблетки 200 мг 60 шт,"САНОФИ, ВеликобританияГидроксихлорохин",Гидроксихлорохин,None,619 ₽,https://366.ru/p/plakvenil-tab-p-pl-ob-200mg-60-34500/,https://media.366.ru/sys_master/product/hc2/h7f/8818205949982.jpg
