Название,Производитель,Содержание,Количество на складе,Цена,Ссылка,Ссылка на изображение
Спазган раствор для инъекций ампулы 5 мл 5 шт,"Wockhardt, ИндияМетамизол натрия + Питофенон + Фенпивериния бромид",Метамизол натрия + Питофенон + Фенпивериния бромид,None,249 ₽,https://366.ru/p/spazgan-rr-v-v-v-m-amp-5ml-5-9597/,https://media.366.ru/sys_master/product/h66/ha3/8817371807774.jpg
Спазган таблетки 20 шт,"Wockhardt, ИндияМетамизол натрия + Питофенон + Фенпивериния бромид",Метамизол натрия + Питофенон + Фенпивериния бромид,None,213 ₽,https://366.ru/p/spazgan-tab-20-9600/,https://media.366.ru/sys_master/product/h21/hba/8818484412446.jpg
Спазмалгон таблетки N20,"АКТАВИС, БолгарияМетамизол натрия + Питофенон + Фенпивериния бромид",Метамизол натрия + Питофенон + Фенпивериния бромид,None,225 ₽,https://366.ru/p/spazmalgon-tab-20-9606/,https://media.366.ru/sys_master/product/he1/h24/8828207136798.jpg
Спазмалгон раствор ампулы 2 мл 10 шт,"АКТАВИС, БолгарияМетамизол натрия + Питофенон + Фенпивериния бромид",Метамизол натрия + Питофенон + Фенпивериния бромид,None,398 ₽,https://366.ru/p/spazmalgon-amp-2ml-10-9603/,https://media.366.ru/sys_master/product/h95/hda/8826867744798.jpg
Мидокалм раствор для внутривенного и внутримышечного введения 1 мл 5 шт,"Гедеон Рихтер, РоссияТолперизон",Толперизон,None,655 ₽,https://366.ru/p/midokalmrikhter-rr-100mg-2-5mg-ml-1ml5-11989/,https://media.366.ru/sys_master/product/h3a/hd4/8815906488350.jpg
Спазмалин таблетки N100,"ТОРРЕНТ, ИндияМетамизол натрия + Питофенон + Фенпивериния бромид",Метамизол натрия + Питофенон + Фенпивериния бромид,None,599 ₽,https://366.ru/p/spazmalin-tab-100-13131/,https://media.366.ru/sys_master/product/h5d/hba/8818649104414.jpg
Папаверина гидрохлорид таблетки 40 мг 10 шт,"Фармстандарт+, РоссияПапаверин",Папаверин,None,14 ₽,https://366.ru/p/papaverin-tab-40mg-10-19500/,https://media.366.ru/sys_master/product/hd4/h16/10025259106334.jpg
Спазмалин таблетки 20 шт,"ТОРРЕНТ, ИндияМетамизол натрия + Питофенон + Фенпивериния бромид",Метамизол натрия + Питофенон + Фенпивериния бромид,None,233 ₽,https://366.ru/p/spazmalin-tab-20-26497/,https://media.366.ru/sys_master/product/ha6/h94/9634254848030.jpg
Максиган таблетки 500 мг 20 шт,"С ФАРМА, ИндияМетамизол натрия + Питофенон + Фенпивериния бромид",Метамизол натрия + Питофенон + Фенпивериния бромид,None,193 ₽,https://366.ru/p/maksigan-tab-20-26635/,https://media.366.ru/sys_master/product/h34/h36/8817550393374.jpg
Ревалгин таблетки 100 шт,"ШРЕЯ, ИндияМетамизол натрия + Питофенон + Фенпивериния бромид",Метамизол натрия + Питофенон + Фенпивериния бромид,None,585 ₽,https://366.ru/p/revalgin-tab-100-28862/,https://media.366.ru/sys_master/product/hab/hd8/8817568120862.jpg
Тримедат таблетки 200 мг 30 шт,"ВАЛЕНТА+, РоссияТримебутин",Тримебутин,None,762 ₽,https://366.ru/p/trimedat-tab-200mg-30-30946/,https://media.366.ru/sys_master/product/hfe/h43/8867990994974.png
Сирдалуд таблетки 2мг N30,"САНДОЗ, ТурцияТизанидин",Тизанидин,None,237 ₽,https://366.ru/p/sirdalud-tab-2mg-30-33025/,https://media.366.ru/sys_master/product/hc1/h22/8818778767390.jpg
Но-шпа таблетки 6 шт,"САНОФИ, ВенгрияДротаверин",Дротаверин,None,67 ₽,https://366.ru/p/noshpa-tab-40mg-6-34287/,https://media.366.ru/sys_master/product/h6c/h26/8816274505758.jpg
Тримедат таблетки 100 мг 10 шт,"ВАЛЕНТА+, РоссияТримебутин",Тримебутин,None,466 ₽,https://366.ru/p/trimedat-tab-100mg-10-34490/,https://media.366.ru/sys_master/product/h28/hd2/9524693893150.png
Пенталгин таблетки 12 шт,"Фармстандарт+, РоссияДротаверин + Кофеин + Напроксен + Парацетамол + Фенирамина малеат",Дротаверин + Кофеин + Напроксен + Парацетамол + Фенирамина малеат,None,154 ₽,https://366.ru/p/pentalgin-tab-p-pl-ob-12-34769/,https://media.366.ru/sys_master/product/h11/h5f/9321167552542.jpg
Дюспаталин капсулы ретард 30 шт,"Abbott Laboratories EPD, РоссияМебеверин",Мебеверин,None,598 ₽,https://366.ru/p/djuspatalin-kaps-prolong-dja-200mg-30-34979/,https://media.366.ru/sys_master/product/h2a/h76/8901472485406.jpg
Дицетел таблетки 50 мг 20 шт,"Abbott Laboratories EPD, ФранцияПинаверия бромид",Пинаверия бромид,None,660 ₽,https://366.ru/p/dicetel-tab-p-pl-ob-50mg-20-35170/,https://media.366.ru/sys_master/product/h85/h28/8816333946910.jpg
Тизалуд таблетки 4 мг 30 шт,"ВЕРОФАРМ, РоссияТизанидин",Тизанидин,None,259 ₽,https://366.ru/p/tizalud-tab-4mg-30-35299/,https://media.366.ru/sys_master/product/h2a/hf5/8818659196958.jpg
Метеоспазмил капсулы 30 шт,"МАЙОЛИ СПИНДЛЕР ЛАБ., ФранцияСиметикон",Симетикон,None,680 ₽,https://366.ru/p/meteospazmil-kaps-30-36507/,https://media.366.ru/sys_master/product/h02/hfc/8816380968990.jpg
Дицетел таблетки покрытые оболочкой 100 мг 20 шт,"Abbott Laboratories EPD, ФранцияПинаверия бромид",Пинаверия бромид,None,926 ₽,https://366.ru/p/dicetel-tab-p-pl-ob-100mg-20-36817/,https://media.366.ru/sys_master/product/hea/h32/8816393846814.jpg
Пенталгин таблетки 24 шт,"Фармстандарт+, РоссияДротаверин + Кофеин + Напроксен + Парацетамол + Фенирамина малеат",Дротаверин + Кофеин + Напроксен + Парацетамол + Фенирамина малеат,None,207 ₽,https://366.ru/p/pentalgin-tab-p-pl-ob-24-37041/,https://media.366.ru/sys_master/product/h71/h3b/9605268307998.png
Пенталгин таблетки 4 шт,"Фармстандарт+, РоссияДротаверин + Кофеин + Напроксен + Парацетамол + Фенирамина малеат",Дротаверин + Кофеин + Напроксен + Парацетамол + Фенирамина малеат,None,100 ₽,https://366.ru/p/pentalgin-tab-p-pl-ob-4-37067/,https://media.366.ru/sys_master/product/h07/h2a/8825910951966.jpg
Толперизон-OBL таблетки 150 мг 30 шт,"ОБОЛЕНСКОЕ ФП, РоссияТолперизон",Толперизон,None,396 ₽,https://366.ru/p/tolperizonobl-tab-p-pl-ob-150mg-30-37706/,https://media.366.ru/sys_master/product/h7f/hcc/8816418062366.jpg
Сирдалуд таблетки 4 мг 30 шт,"САНДОЗ, ТурцияТизанидин",Тизанидин,None,332 ₽,https://366.ru/p/sirdalud-tab-4mg-30-38260/,https://media.366.ru/sys_master/product/h5c/h8e/8816439885854.jpg
Сирдалуд МР капсулы 6 мг 30 шт,"САНДОЗ, ТурцияТизанидин",Тизанидин,None,577 ₽,https://366.ru/p/sirdalud-mr-kaps-s-modific-vysv-6mg-30-38258/,https://media.366.ru/sys_master/product/hd7/h90/8817701650462.jpg
Спарекс капсулы ретард 200 мг 30 шт,"КАНОНФАРМА ПРОДАКШН, РоссияМебеверин",Мебеверин,None,512 ₽,https://366.ru/p/spareks-kaps-prolong-dja-200mg-30-38329/,https://media.366.ru/sys_master/product/h9e/h2e/8821265629214.jpg
Спазмалгон таблетки 50 шт,"АКТАВИС, БолгарияМетамизол натрия + Питофенон + Фенпивериния бромид",Метамизол натрия + Питофенон + Фенпивериния бромид,None,449 ₽,https://366.ru/p/spazmalgon-tab-50-38724/,https://media.366.ru/sys_master/product/h47/hf6/8821379301406.jpg
Но-шпа таблетки 24 шт,"САНОФИ, ВенгрияДротаверин",Дротаверин,None,120 ₽,https://366.ru/p/noshpa-tab-40mg-24-40425/,https://media.366.ru/sys_master/product/h90/hd6/8816534585374.jpg
Юниспаз Н таблетки 12 шт,"ЮНИК, ИндияДротаверин + Парацетамол",Дротаверин + Парацетамол,None,155 ₽,https://366.ru/p/junispaz-n-tab-12-42471/,https://media.366.ru/sys_master/product/h82/hb4/8816652681246.jpg
Иберогаст капли для приема внутрь 50 мл,"БАЙЕР, ГерманияЭкстракт жидкий иберийки горькой + корней дягиля лекарственного + цветков ромашки аптечной",Экстракт жидкий иберийки горькой + корней дягиля лекарственного + цветков ромашки аптечной,None,671 ₽,https://366.ru/p/iberogast-kapli-d-priema-vnutr-50ml-43700/,https://media.366.ru/sys_master/product/h38/hde/9175786061854.png
Спазмонет таблетки 40 г 20 шт,"KRKA, РоссияДротаверин",Дротаверин,None,76 ₽,https://366.ru/p/spazmonet-tab-40mg20-44018/,https://media.366.ru/sys_master/product/h52/h5c/8818650021918.jpg
Ниаспам капсулы пролонгированного действия 200 мг 30 шт,"РАНБАКСИ, ИндияМебеверин",Мебеверин,None,438 ₽,https://366.ru/p/niaspam-kaps-prolong-dja-200mg-30-44704/,https://media.366.ru/sys_master/product/h4f/h25/8816818585630.jpg
Спазмалгон таблетки N10,"АКТАВИС, БолгарияМетамизол натрия + Питофенон + Фенпивериния бромид",Метамизол натрия + Питофенон + Фенпивериния бромид,None,207 ₽,https://366.ru/p/spazmalgon-tab-10-54157/,https://media.366.ru/sys_master/product/h6d/hab/8821073510430.jpg
Иберогаст капли оральные 100 мл,"БАЙЕР, ГерманияЭкстракт жидкий иберийки горькой + корней дягиля лекарственного + цветков ромашки аптечной",Экстракт жидкий иберийки горькой + корней дягиля лекарственного + цветков ромашки аптечной,None,1 020 ₽,https://366.ru/p/iberogast-kapli-d-priema-vnutr-100ml-55150/,https://media.366.ru/sys_master/product/h5d/h54/9175795302430.png
Дюспаталин таблетки 135 мг 50 шт,"Abbott Laboratories EPD, ФранцияМебеверин",Мебеверин,None,703 ₽,https://366.ru/p/djuspatalin-tabl-prolong-dja-135mg-50-55422/,https://media.366.ru/sys_master/product/h92/h5d/9093374869534.png
Дротаверин Тева таблетки 40 мг 20 шт,"ТЕВА, БолгарияДротаверин",Дротаверин,None,72 ₽,https://366.ru/p/drotaverinteva-tab-40mg-20-58987/,https://media.366.ru/sys_master/product/h6d/h7c/8807373242398.jpg
Необутин таблетки 200 мг 30 шт,"ОБОЛЕНСКОЕ ФП, РоссияТримебутин",Тримебутин,None,480 ₽,https://366.ru/p/neobutin-tab-200mg-30-59438/,https://media.366.ru/sys_master/product/h1d/hd0/8817244569630.jpg
Спазоверин таблетки 40 мг 30 шт,"ШРЕЯ, ИндияДротаверин",Дротаверин,None,133 ₽,https://366.ru/p/spazoverin-tab-40mg-30-62497/,https://media.366.ru/sys_master/product/h0e/h7c/8818779455518.jpg
Спазмалин раствор для инъекций ампулы 5 мл 5 шт,"ТОРРЕНТ, ИндияМетамизол натрия + Питофенон + Фенпивериния бромид",Метамизол натрия + Питофенон + Фенпивериния бромид,None,286 ₽,https://366.ru/p/spazmalin-amp-5ml-5-62613/,https://media.366.ru/sys_master/product/hf2/hbf/8818695503902.jpg
Но-шпа форте таблетки 80 мг 24 шт,"Хиноин Завод Фармацев.и Химич. продуктов, ВенгрияДротаверин",Дротаверин,None,179 ₽,https://366.ru/p/noshpa-forte-tab-80mg-24-42222/,https://media.366.ru/sys_master/product/h26/hc2/9199221014558.jpg
Но-шпа таблетки 40 мг 64 шт,"Хиноин Завод Фармацев.и Химич. продуктов, ВенгрияДротаверин",Дротаверин,None,206 ₽,https://366.ru/p/noshpa-tab-40mg-64-s-dozatorom-193988/,https://media.366.ru/sys_master/product/hae/h17/9199013789726.jpg
Тримедат Форте таблетки 300 мг 20 шт,"ВАЛЕНТА+, РоссияТримебутин",Тримебутин,None,851 ₽,https://366.ru/p/trimedat-forte-tabletki300mg30-sht-197964/,https://media.366.ru/sys_master/product/h7b/h4d/9524695138334.png
Бесалол таблетки 10 шт,"ЗДОРОВЬЕ ФИРМА, Украина",None,None,88 ₽,https://366.ru/p/besalol-tabl-10-197874/,https://media.366.ru/sys_master/product/hb7/h63/9199077359646.jpg
Папаверина суппозитории ректальные 20 мг 10 шт,"ТУЛЬСКАЯ ФАРМ ФАБРИКА, РоссияПапаверин",Папаверин,None,37 ₽,https://366.ru/p/papaverina-g-khtff-supp-rekt-20mg-10-197965/,https://media.366.ru/sys_master/product/h18/h6c/9199087910942.jpg
Необутин таблетки 100 мг 10 шт,"ОБОЛЕНСКОЕ ФП, РоссияТримебутин",Тримебутин,None,295 ₽,https://366.ru/p/neobutin-tabl-100mg-n10-198378/,https://media.366.ru/sys_master/product/h30/ha2/9048403509278.jpg
Но-шпа Форте таблетки 80 мг 10 шт,"Хиноин Завод Фармацев.и Химич. продуктов, ВенгрияДротаверин",Дротаверин,None,82 ₽,https://366.ru/p/noshpa-forte-tabl-80mg-10-203761/,https://media.366.ru/sys_master/product/h61/h6a/9162895818782.jpg
Вита Верде мята перечная листья 50 г,"Грин Сайд, Россия",None,None,71 ₽,https://366.ru/p/vita-verde-mjata-perechnaja-listja-50g-211300/,https://media.366.ru/sys_master/product/h08/h6f/9845752102942.jpg
Тримедат форте таблетки 300 мг 60 шт,"ВАЛЕНТА+, РоссияТримебутин",Тримебутин,None,1 726 ₽,https://366.ru/p/trimedat-forte-tabl-prolong-p-o300mg60-209607/,https://media.366.ru/sys_master/product/h2d/h6f/10035076562974.jpg
Но-шпа таблетки 40 мг 24 шт,"САНОФИ, Франция",None,None,172 ₽,https://366.ru/p/noshpa-tabl-pok-plen-obol-40mg24ne-zhv-207917/,https://media.366.ru/sys_master/product/h8c/hf7/9815656628254.jpg
Папаверина гидрохлорид таблетки 40 мг 20 шт,РоссияПапаверин,Папаверин,None,58 ₽,https://366.ru/p/n-d-50638/,https://media.366.ru/sys_master/product/hf0/h87/8818710183966.jpg
Папаверина гидрохлорид таблетки 40 мг 10 шт,"ВИФИТЕХ, Россия",None,None,"10,50 ₽",https://366.ru/p/papaverina-g-kh-tab-40mg-10-7496/,https://media.366.ru/sys_master/product/h12/h91/9565565714462.jpg
