Название,Производитель,Содержание,Количество на складе,Цена,Ссылка,Ссылка на изображение
Новостат капсулы 10 мг 30 шт,"Озон, РоссияАторвастатин",Аторвастатин,None,382 ₽,https://366.ru/p/novostat-kaps-10mg-30-1-1-198741/,https://media.366.ru/sys_master/product/h44/hca/9106854379550.jpg
Авиа-море таблетки гомеопатические 20 шт,"МАТЕРИА МЕДИКА, РоссияГомеопатический состав",Гомеопатический состав,None,203 ₽,https://366.ru/p/aviamore-tab-d-rassasyvanija-20-1318/,https://media.366.ru/sys_master/product/h9d/h5a/8825395249182.jpg
Акатинол Мемантин таблетки 10 мг 30 шт,"Merz Pharma, ГерманияМемантин",Мемантин,None,1 769 ₽,https://366.ru/p/akatinol-memantin-tab-p-pl-ob-10mg-30-1399/,https://media.366.ru/sys_master/product/h61/h8a/8815925133342.jpg
Акатинол Мемантин таблетки 10 мг 90 шт,"Merz Pharma, ГерманияМемантин",Мемантин,None,5 216 ₽,https://366.ru/p/akatinol-memantin-tab-p-pl-ob-10mg-90-1400/,https://media.366.ru/sys_master/product/hb5/h2b/8815925624862.jpg
Актовегин раствор для инъекций 40 мг/мл 2 мл 25 шт,"ТАКЕДА ФАРМАСЬЮТИКАЛС, АвстрияДепротеинизированный диализат из крови молочных телят",Депротеинизированный диализат из крови молочных телят,None,1 886 ₽,https://366.ru/p/aktovegin-rr-d-in-40mg-ml-2ml-amp-25-1429/,https://media.366.ru/sys_master/product/hf9/hed/8815931621406.jpg
Актовегин раствор для инъекций 40 мг/мл 5 мл 5 шт,"ТАКЕДА ФАРМАСЬЮТИКАЛС, РоссияДепротеинизированный диализат из крови молочных телят",Депротеинизированный диализат из крови молочных телят,None,749 ₽,https://366.ru/p/aktovegin-rr-d-in-40mg-ml-5ml-amp-5-1430/,https://media.366.ru/sys_master/product/h05/h69/8901269749790.jpg
Золофт таблетки 50 мг 28 шт,"Пфайзер+, ИталияСертралин",Сертралин,None,338 ₽,https://366.ru/p/zoloft-tab-p-o-50mg-28-4469/,https://media.366.ru/sys_master/product/ha4/hab/8818759729182.jpg
Золофт таблетки 100 мг 28 шт,"Пфайзер+, ИталияСертралин",Сертралин,None,584 ₽,https://366.ru/p/zoloft-tab-p-o-100mg-28-34431/,https://media.366.ru/sys_master/product/h85/hd5/8817639161886.jpg
Сермион таблетки 5 мг 30 шт,"Пфайзер+, ИталияНицерголин",Ницерголин,None,702 ₽,https://366.ru/p/sermion-tab-p-o-5mg-30-34617/,https://media.366.ru/sys_master/product/h29/h03/8816294723614.jpg
Сермион таблетки 30 мг 30 шт,"Пфайзер+, ИталияНицерголин",Ницерголин,None,1 397 ₽,https://366.ru/p/sermion-tab-p-o-30mg-30-23704/,https://media.366.ru/sys_master/product/h49/h54/8820677509150.jpg
Релпакс таблетки 40 мг 2 шт,"Пфайзер+, ГерманияЭлетриптан",Элетриптан,None,751 ₽,https://366.ru/p/relpaks-tab-p-pl-ob-40mg-2-34732/,https://media.366.ru/sys_master/product/hc9/h7f/8816299376670.jpg
Нейронтин капсулы 300 мг 100 шт,"Пфайзер+, ГерманияГабапентин",Габапентин,None,1 826 ₽,https://366.ru/p/nejrontin-kaps-300mg-100-23780/,https://media.366.ru/sys_master/product/hff/h1b/8820636024862.jpg
Нейронтин капсулы 300 мг 50 шт,"Пфайзер+, ГерманияГабапентин",Габапентин,None,1 160 ₽,https://366.ru/p/nejrontin-kaps-300mg-50-42284/,https://media.366.ru/sys_master/product/ha4/h5f/8818233475102.jpg
Сермион таблетки 10 мг 50 шт,"Пфайзер+, ИталияНицерголин",Ницерголин,None,845 ₽,https://366.ru/p/sermion-tab-p-o-10mg-50-34616/,https://media.366.ru/sys_master/product/h93/h71/8816294232094.jpg
Аминалон Органика таблетки 250 мг 100 шт,"ОРГАНИКА, РоссияГамма-аминомасляная кислота",Гамма-аминомасляная кислота,None,264 ₽,https://366.ru/p/aminalon-tab-p-o-250mg-100-1574/,https://media.366.ru/sys_master/product/h5d/h02/8818749407262.jpg
Анафранил таблетки 25 мг 30 шт,"САНДОЗ, ИталияКломипрамин",Кломипрамин,None,332 ₽,https://366.ru/p/anafranil-tab-p-o-25mg-30-1749/,https://media.366.ru/sys_master/product/h39/h36/8818141036574.jpg
Бетасерк таблетки 8 мг 30 шт,"Abbott Laboratories EPD, НидерландыБетагистин",Бетагистин,None,456 ₽,https://366.ru/p/betaserk-tab-8mg-30-2363/,https://media.366.ru/sys_master/product/hca/h83/8825511411742.jpg
Вазонит Ретард таблетки 600 мг 20 шт,"ВАЛЕАНТ, АвстрияПентоксифиллин",Пентоксифиллин,None,592 ₽,https://366.ru/p/vazonit-tab-prolong-dja-pl-ob-600mg-20-2833/,https://media.366.ru/sys_master/product/hd4/h07/10036421820446.jpg
Валидол с глюкозой - Фармстандарт таблетки сублингвальные 60 мг 10 шт,"Фармстандарт+, РоссияЛевоментола раствор в ментил изовалерате",Левоментола раствор в ментил изовалерате,None,41 ₽,https://366.ru/p/validol-s-gljuk-tab-60mg-10-2873/,https://media.366.ru/sys_master/product/h95/hde/8825629114398.jpg
Валидол Фармстандарт таблетки сублингвальные 60 мг 10 шт,"Фармстандарт+, РоссияЛевоментола раствор в ментил изовалерате",Левоментола раствор в ментил изовалерате,None,54 ₽,https://366.ru/p/validol-tab-60mg-10-2876/,https://media.366.ru/sys_master/product/h6c/h0c/8817567760414.jpg
Валокордин капли для приема внутрь 20 мл,"КРЕВЕЛЬ МОЙЗЕЛЬБАХ, ГерманияФенобарбитал + Этилбромизовалерианат + Мятное масло + Хмелевое масло",Фенобарбитал + Этилбромизовалерианат + Мятное масло + Хмелевое масло,None,233 ₽,https://366.ru/p/valokordin-kapli-d-pr-vnutr-20ml-2881/,https://media.366.ru/sys_master/product/he1/h8f/9191562084382.jpg
Валосердин капли для приема внутрь 25 мл,"МОСКОВСКАЯ ФФ, РоссияДушицы обыкновенной травы масло + Мяты перечной листьев масло + Фенобарбитал + Этилбромизовалерианат",Душицы обыкновенной травы масло + Мяты перечной листьев масло + Фенобарбитал + Этилбромизовалерианат,None,119 ₽,https://366.ru/p/valoserdin-25ml-2887/,https://media.366.ru/sys_master/product/h1b/hb4/8817570447390.jpg
Галоперидол Ратиофарм капли оральные 2 мг/мл 30 мл,"ТЕВА, ГерманияГалоперидол",Галоперидол,None,54 ₽,https://366.ru/p/galoperidolratiofarm-kapli-30ml-3336/,https://media.366.ru/sys_master/product/he1/hc4/8825753436190.jpg
Глиатилин раствор ампулы 4 мл 3 шт,"СИ ЭС СИ ЛТД, ИталияХолина альфосцерат",Холина альфосцерат,None,618 ₽,https://366.ru/p/gliatilin-rr-d-in-1000mg-3-3611/,https://media.366.ru/sys_master/product/hd1/hc3/8901440339998.jpg
Грандаксин таблетки 20 шт,"ЭГИС, ВенгрияТофизопам",Тофизопам,None,465 ₽,https://366.ru/p/grandaksin-tab-50mg-20-3761/,https://media.366.ru/sys_master/product/h9f/h62/9935820685342.jpg
Депакин сироп флакон 150мл,"САНОФИ, ФранцияВальпроевая кислота",Вальпроевая кислота,None,282 ₽,https://366.ru/p/depakin-sirop-57-64mg-ml-150ml-fl-1-3901/,https://media.366.ru/sys_master/product/hf2/hfe/8818222694430.jpg
Депакин хроно таблетки покрытые оболочкой пролонгированные 300мг N100,"САНОФИ, ФранцияВальпроевая кислота",Вальпроевая кислота,None,698 ₽,https://366.ru/p/depakin-khrono-tab-prolong-dja-300mg-100-3902/,https://media.366.ru/sys_master/product/he5/h77/8826056572958.jpg
Депакин хроно таблетки покрытые оболочкой пролонгированные 500мг N30,"САНОФИ, ФранцияВальпроевая кислота",Вальпроевая кислота,None,276 ₽,https://366.ru/p/depakin-khrono-tab-prolong-dja-500mg-30-3903/,https://media.366.ru/sys_master/product/h4d/he0/8818087362590.jpg
Депакин энтерик таблетки покрытые оболочкой растворимой в кишечнике 300мг N100,"САНОФИ, ФранцияВальпроевая кислота",Вальпроевая кислота,None,486 ₽,https://366.ru/p/depakin-enterik-tab-kishechnor-300mg-100-3904/,https://media.366.ru/sys_master/product/h37/h1f/8833409024030.png
Донормил таблетки 15 мг 30 шт,"БРИСТОЛ-МАЙЕРС СКВИББ, ФранцияДоксиламин",Доксиламин,None,402 ₽,https://366.ru/p/donormil-tab-15mg-30-4170/,https://media.366.ru/sys_master/product/h7a/ha8/8818759041054.jpg
Зеленина капли 25 мл,"Тверская ФФ, РоссияБелладонны настойка + Валерианы лекарственной корневищ с корнями настойка + Ландыша травы настойка + [Рацементол]",Белладонны настойка + Валерианы лекарственной корневищ с корнями настойка + Ландыша травы настойка + [Рацементол],None,160 ₽,https://366.ru/p/zelenina-kapli-25ml-4430/,https://media.366.ru/sys_master/product/ha7/h3c/8820548075550.jpg
Кавинтон концентрат для инфузий 5 мг/мл 2 мл 10 шт,"Гедеон Рихтер, ВенгрияВинпоцетин",Винпоцетин,None,252 ₽,https://366.ru/p/kavinton-konc-d-inf-5mg-1ml-2ml-amp-10-4710/,https://media.366.ru/sys_master/product/ha2/h16/8816888414238.jpg
Кавинтон таблетки 5 мг 50 шт,"Гедеон Рихтер, ВенгрияВинпоцетин",Винпоцетин,None,115 ₽,https://366.ru/p/kavinton-tab-5mg-50-4711/,https://media.366.ru/sys_master/product/h73/h9f/8816888905758.jpg
Кавинтон форте таблетки 10мг N30,"Гедеон Рихтер, ВенгрияВинпоцетин",Винпоцетин,None,183 ₽,https://366.ru/p/kavinton-forte-tab-10mg-30-4712/,https://media.366.ru/sys_master/product/h7d/he1/8820619018270.jpg
Когитум раствор для приема внутрь ампулы 10 мл 30 шт,"СОТЕКС, ФранцияАцетиламиноянтарная кислота",Ацетиламиноянтарная кислота,None,4 383 ₽,https://366.ru/p/kogitum-rr-10ml-30-5146/,https://media.366.ru/sys_master/product/h2a/h5f/8817917558814.jpg
Конвулекс капли 300 мг/мл 100 мл,"ВАЛЕАНТ, АвстрияВальпроевая кислота",Вальпроевая кислота,None,240 ₽,https://366.ru/p/konvuleks-kapli-d-pr-vnut-300mg-ml-100ml-5267/,https://media.366.ru/sys_master/product/h18/hc1/8817924669470.jpg
Корвалол капли 25 мл,"ТАТХИМФАРМПРЕПАРАТЫ, РоссияМяты перечной листьев масло + Фенобарбитал+ Этилбромизовалерианат",Мяты перечной листьев масло + Фенобарбитал+ Этилбромизовалерианат,None,41 ₽,https://366.ru/p/korvalol-kapli-d-priema-vnutr-fl-25ml-5300/,https://media.366.ru/sys_master/product/hef/had/9859571548190.jpg
Кортексин лиофилизат 10 мг 10 шт,"ГЕРОФАРМ, РоссияПолипептиды коры головного мозга скота",Полипептиды коры головного мозга скота,None,1 357 ₽,https://366.ru/p/korteksin-liof-d-rra-v-m-10mg-fl-10-5359/,https://media.366.ru/sys_master/product/hdd/ha3/9695815696414.jpg
Ламиктал таблетки 100 мг 30 шт,"GlaxoSmith Kline Healthcare, ПольшаЛамотриджин",Ламотриджин,None,2 478 ₽,https://366.ru/p/lamiktal-tab-100mg-30-5698/,https://media.366.ru/sys_master/product/he5/h74/8817982504990.jpg
Ламиктал таблетки 25 мг 30 шт,"GlaxoSmith Kline Healthcare, ПольшаЛамотриджин",Ламотриджин,None,862 ₽,https://366.ru/p/lamiktal-tab-25mg-30-5700/,https://media.366.ru/sys_master/product/h6c/hc4/8817173692446.jpg
Ламиктал таблетки 50 мг 30 шт,"GlaxoSmith Kline Healthcare, ПольшаЛамотриджин",Ламотриджин,None,1 363 ₽,https://366.ru/p/lamiktal-tab-50mg-30-5702/,https://media.366.ru/sys_master/product/hb4/h18/8818262835230.jpg
Луцетам раствор для внутривенного и внутримышечного введения 200 мг/мл ампулы 5 мл 10 шт,"ЭГИС, ВенгрияПирацетам",Пирацетам,None,248 ₽,https://366.ru/p/lucetam-rr-v-v-v-m-200mg-ml-5ml-amp-10-6028/,https://media.366.ru/sys_master/product/h4d/ha9/8818018091038.jpg
Луцетам таблетки 800 мг 30 шт,"ЭГИС, ВенгрияПирацетам",Пирацетам,None,71 ₽,https://366.ru/p/lucetam-tab-p-o-800mg-30-6030/,https://media.366.ru/sys_master/product/h85/h64/8820527890462.jpg
Мадопар «125» капсулы 100 шт,"ХОФФМАНН-ЛЯ РОШ, ИталияЛеводопа + Бенсеразид",Леводопа + Бенсеразид,None,727 ₽,https://366.ru/p/madopar-tab-disp-125mg-100-6085/,https://media.366.ru/sys_master/product/h54/h12/8820883259422.jpg
Мексидол раствор для инъекций 50 мг/мл ампулы 2 мл 10 шт,"ВЕКТОРФАРМ, РоссияЭтилметилгидроксипиридина сукцинат",Этилметилгидроксипиридина сукцинат,None,584 ₽,https://366.ru/p/meksidol-rr-v-v-v-m-5-2ml-amp-10-6209/,https://media.366.ru/sys_master/product/h1a/h7f/8820531560478.jpg
Мелаксен таблетки 3 мг 24 шт,"UNIPHARM INC., Соединенные Штаты АмерикиМелатонин",Мелатонин,None,836 ₽,https://366.ru/p/melaksen-tab-3mg-24-6214/,https://media.366.ru/sys_master/product/h0a/hd6/8820204404766.jpg
Мидантан таблетки покрытые оболочкой 100мг N100,"БОРИСОВСКИЙ ЗМП, БеларусьАмантадин",Амантадин,None,146 ₽,https://366.ru/p/midantan-tab-p-o-100mg-100-6341/,https://media.366.ru/sys_master/product/h67/h2e/8826785038366.jpg
Мидокалм таблетки 150 мг 30 шт,"Гедеон Рихтер, РоссияТолперизон",Толперизон,None,541 ₽,https://366.ru/p/midokalm-tab-p-pl-ob-150mg-30-6345/,https://media.366.ru/sys_master/product/had/hbf/8820922482718.jpg
Мидокалм таблетки 50 мг 30 шт,"Гедеон Рихтер, РоссияТолперизон",Толперизон,None,486 ₽,https://366.ru/p/midokalm-tab-p-pl-ob-50mg-30-6347/,https://media.366.ru/sys_master/product/h2a/hc9/8818769592350.jpg
Милдронат капсулы 250мг N40,"Grindex, ЛатвияМельдоний",Мельдоний,None,306 ₽,https://366.ru/p/mildronat-kaps-250mg-40-6381/,https://media.366.ru/sys_master/product/h2f/hd3/9884492136478.jpg
Наком таблетки 250 мг/25 мг 100 шт,"САНДОЗ, СловенияЛеводопа + Карбидопа",Леводопа + Карбидопа,None,1 459 ₽,https://366.ru/p/nakom-tab-250mg-25mg-100-6760/,https://media.366.ru/sys_master/product/he4/h31/8817308565534.jpg
Ницерголин лиофилизат ампулы 4 мг 5 шт с растворителем 5 мл 5 шт,РоссияНицерголин,Ницерголин,None,1 012 ₽,https://366.ru/p/nicergolinferejn-liof-d-in-4mg-5-rl-7031/,https://media.366.ru/sys_master/product/h2b/h85/8818286231582.jpg
Ново-Пассит раствор 100 мл,"ТЕВА, Чехия",None,None,343 ₽,https://366.ru/p/novopassit-rr-d-priema-vnutr-100ml-7051/,https://media.366.ru/sys_master/product/h16/h3b/9611230576670.png
Паглюферал-2 таблетки 20 шт,"МОСКОВСКАЯ ФФ, РоссияБромизовал + Кальция глюконат + Кофеин + Папаверин + Фенобарбитал",Бромизовал + Кальция глюконат + Кофеин + Папаверин + Фенобарбитал,None,164 ₽,https://366.ru/p/pagljuferal2-tab-20-7354/,https://media.366.ru/sys_master/product/he6/hb8/8817331372062.jpg
Паглюферал-1 таблетки 20 шт,"МОСКОВСКАЯ ФФ, РоссияБромизовал + Кальция глюконат + Кофеин + Папаверин + Фенобарбитал",Бромизовал + Кальция глюконат + Кофеин + Папаверин + Фенобарбитал,None,129 ₽,https://366.ru/p/pagljuferal1-tab-20-7353/,https://media.366.ru/sys_master/product/h2a/had/8817330880542.jpg
Паглюферал-3 таблетки 20 шт,"МОСКОВСКАЯ ФФ, РоссияБромизовал + Кальция глюконат + Кофеин + Папаверин + Фенобарбитал",Бромизовал + Кальция глюконат + Кофеин + Папаверин + Фенобарбитал,None,183 ₽,https://366.ru/p/pagljuferal3-tab-20-7355/,https://media.366.ru/sys_master/product/hd0/h02/8817331863582.jpg
Персен таблетки 40 шт (годен до 01.01.2021),"САНДОЗ, СловенияМяты перечной масло",Мяты перечной масло,None,485 ₽,https://366.ru/p/persen-tab-p-o-40-7639/,https://media.366.ru/sys_master/product/hbc/h06/8817336090654.jpg
Пикамилон таблетки 20 мг 30 шт,"Фармстандарт+, РоссияПикамилон",Пикамилон,None,157 ₽,https://366.ru/p/pikamilon-tab-20mg-30-7716/,https://media.366.ru/sys_master/product/he6/h1c/9928110669854.jpg
ПК-Мерц раствор для инфузий флаконы 500 мл 2 шт,"Merz Pharma, ГерманияАмантадин",Амантадин,None,1 480 ₽,https://366.ru/p/pkmerc-rr-d-inf-200mg-500ml-2-7862/,https://media.366.ru/sys_master/product/h32/h5f/8818499780638.jpg
ПК-Мерц таблетки 100 мг 30 шт,"Merz Pharma, ГерманияАмантадин",Амантадин,None,293 ₽,https://366.ru/p/pkmerc-tab-p-pl-ob-100mg-30-7863/,https://media.366.ru/sys_master/product/h94/ha0/8817339760670.jpg
Проноран таблетки покрытые оболочкой 50мг N30,"СЕРВЬЕ, ФранцияПропафенон",Пропафенон,None,560 ₽,https://366.ru/p/pronoran-tab-s-kontr-vysv-p-o-50mg-30-8640/,https://media.366.ru/sys_master/product/haa/h27/8820660011038.jpg
Пропротен-100 капли 25 мл,"МАТЕРИА МЕДИКА, РоссияАнтитела к мозгоспецифическому белку S-100",Антитела к мозгоспецифическому белку S-100,None,442 ₽,https://366.ru/p/proproten100-kapli-25ml-8651/,https://media.366.ru/sys_master/product/h97/h52/8826863878174.jpg
Рисполепт раствор для приема внутрь 30 мл,"Johnson & Johnson, БельгияРисперидон",Рисперидон,None,264 ₽,https://366.ru/p/rispolept-rr-d-vnut-prim-1mg-1ml-30ml-9024/,https://media.366.ru/sys_master/product/h51/h94/8818074157086.jpg
Стугерон таблетки 50 шт,"Гедеон Рихтер, ВенгрияЦиннаризин",Циннаризин,None,250 ₽,https://366.ru/p/stugeron-tab-25mg-50-9752/,https://media.366.ru/sys_master/product/hb9/hf8/8817373773854.jpg
Табекс таблетки 100 шт,"СОФАРМА, БолгарияЦитизин",Цитизин,None,1 323 ₽,https://366.ru/p/tabeks-tab-p-pl-ob-1-5mg-100-9882/,https://media.366.ru/sys_master/product/h2a/hc4/8817379377182.jpg
Тидомет Форте таблетки 250 мг/25 мг 100 шт,"ТОРРЕНТ, ИндияЛеводопа + Карбидопа",Леводопа + Карбидопа,None,658 ₽,https://366.ru/p/tidomet-forte-tab-250mg-25mg-100-10160/,https://media.366.ru/sys_master/product/hb7/hed/8818447712286.jpg
Трентал таблетки 100 мг 60 шт,"САНОФИ, ИндияПентоксифиллин",Пентоксифиллин,None,701 ₽,https://366.ru/p/trental-tab-p-o-kishechnorastv-100mg-60-10313/,https://media.366.ru/sys_master/product/h47/h2c/8815847735326.jpg
Трентал таблетки пролонгированные 400 мг 20 шт,"САНОФИ, ИндияПентоксифиллин",Пентоксифиллин,None,886 ₽,https://366.ru/p/trental-400-tab-prolong-p-pl-o-400mg-20-10315/,https://media.366.ru/sys_master/product/hc2/h75/8815848226846.jpg
Фезам капсулы 60 шт,"ТЕВА, БолгарияПирацетам + Циннаризин",Пирацетам + Циннаризин,None,390 ₽,https://366.ru/p/fezam-kaps-400mg-25mg-60-10551/,https://media.366.ru/sys_master/product/hee/h1f/8815855206430.jpg
Фенибут Олайн таблетки 250 мг 20 шт,"ОЛАЙНФАРМ, ЛатвияАминофенилмасляная кислота",Аминофенилмасляная кислота,None,617 ₽,https://366.ru/p/fenibut-tab-250mg-20-10578/,https://media.366.ru/sys_master/product/h84/hb0/8951764713502.jpg
Хлорпротиксен таблетки 50 мг 30 шт,"СОТЕКС, ЧехияХлорпротиксен",Хлорпротиксен,None,375 ₽,https://366.ru/p/khlorprotiksen-zentiva-tab-pl-ob-50mg-30-10958/,https://media.366.ru/sys_master/product/h7b/h36/8815876866078.jpg
Хлорпротиксен 15 таблетки 30 шт,"СОТЕКС, ЧехияХлорпротиксен",Хлорпротиксен,None,285 ₽,https://366.ru/p/khlorprotiksen-zentiva-tab-pl-ob-15mg-30-10957/,https://media.366.ru/sys_master/product/h8e/hce/8817391501342.jpg
Церебролизат раствор для инъекций ампулы 1 мл 10 шт,"МИКРОГЕН, БеларусьКонцентрат церебролизина",Концентрат церебролизина,None,470 ₽,https://366.ru/p/cerebrolizat-rr-v-m-1ml-amp-10-11039/,https://media.366.ru/sys_master/product/h7f/h7e/8819818561566.jpg
Циннаризин Софарма таблетки 25 мг 50 шт,"ДОМИНАНТА-СЕРВИС, БолгарияЦиннаризин",Циннаризин,None,95 ₽,https://366.ru/p/cinnarizin-sofarma-tab-25mg-50-11135/,https://media.366.ru/sys_master/product/h51/h73/8815883714590.jpg
Ципрамил таблетки 20 мг 28 шт,"ЛУНДБЕК, ДанияЦиталопрам",Циталопрам,None,2 504 ₽,https://366.ru/p/cipramil-tab-p-pl-ob-20mg-28-11142/,https://media.366.ru/sys_master/product/hc4/h31/8817394450462.jpg
Энерион таблетки 200 мг 20 шт,"СЕРВЬЕ, ФранцияСульбутиамин",Сульбутиамин,None,444 ₽,https://366.ru/p/enerion-tab-p-o-200mg-20-11801/,https://media.366.ru/sys_master/product/h37/h0a/10101432877086.jpg
Мидокалм раствор для внутривенного и внутримышечного введения 1 мл 5 шт,"Гедеон Рихтер, РоссияТолперизон",Толперизон,None,655 ₽,https://366.ru/p/midokalmrikhter-rr-100mg-2-5mg-ml-1ml5-11989/,https://media.366.ru/sys_master/product/h3a/hd4/8815906488350.jpg
Билобил капсулы 40 мг 60 шт,"KRKA, СловенияГинкго двулопастного листьев экстракт",Гинкго двулопастного листьев экстракт,None,939 ₽,https://366.ru/p/bilobil-kaps-40mg-60-12257/,https://media.366.ru/sys_master/product/h9c/h86/8820103053342.jpg
Эглонил капсулы 30 шт,"СОТЕКС, ФранцияСульпирид",Сульпирид,None,234 ₽,https://366.ru/p/eglonil-kaps-50mg-30-12718/,https://media.366.ru/sys_master/product/h8d/h46/8815911141406.jpg
Эглонил таблетки 200 мг 12 шт,"СОТЕКС, ФранцияСульпирид",Сульпирид,None,337 ₽,https://366.ru/p/eglonil-tab-200mg-12-12719/,https://media.366.ru/sys_master/product/ha3/hfc/8815911632926.jpg
Экселон капсулы 3 мг 28 шт,"НОВАРТИС ФАРМА, ИспанияРивастигмин",Ривастигмин,None,2 354 ₽,https://366.ru/p/ekselon-kaps-3mg-28-12966/,https://media.366.ru/sys_master/product/h88/h51/8818174066718.jpg
Клопиксол Депо раствор 200 мг/мл ампулы 1 мл 10 шт,"ЛУНДБЕК, ДанияЗуклопентиксол",Зуклопентиксол,None,2 599 ₽,https://366.ru/p/klopiksol-depo-rr-d-in-200mg-ml-1ml-10-12997/,https://media.366.ru/sys_master/product/hbe/hcb/8818535563294.jpg
Клопиксол-акуфаз раствор для ин 50мг/мл 1мл N5,"ЛУНДБЕК, ДанияЗуклопентиксол",Зуклопентиксол,None,2 322 ₽,https://366.ru/p/klopiksolakufaz-rr-d-in-50mg-ml-1ml-5-13000/,https://media.366.ru/sys_master/product/hd2/hb0/8818535792670.jpg
Нейромидин таблетки 50 шт,"ОЛАЙНФАРМ, ЛатвияИпидакрин",Ипидакрин,None,1 480 ₽,https://366.ru/p/nejromidin-tab-20mg-50-13077/,https://media.366.ru/sys_master/product/h35/h59/8818112364574.jpg
Гипоксен капсулы 250 мг 30 шт,"ОЛИФЕН КОРПОРАЦИЯ, РоссияПолидигидроксифенилентиосульфонат натрия",Полидигидроксифенилентиосульфонат натрия,None,916 ₽,https://366.ru/p/gipoksen-kaps-250mg-30-13315/,https://media.366.ru/sys_master/product/h3d/hfc/8817413193758.jpg
Мелаксен таблетки 3 мг 12 шт,"UNIPHARM INC., Соединенные Штаты АмерикиМелатонин",Мелатонин,None,714 ₽,https://366.ru/p/melaksen-tab-3mg-12-13851/,https://media.366.ru/sys_master/product/he5/h2b/8815922315294.jpg
Амигренин таблетки покрытые оболочкой 50 мг 2 шт,"ВЕРОФАРМ, РоссияСуматриптан",Суматриптан,None,356 ₽,https://366.ru/p/amigrenin-tab-p-o-50mg-2-14297/,https://media.366.ru/sys_master/product/hd2/h62/8818103418910.jpg
Амигренин таблетки 100 мг 2 шт,"ВЕРОФАРМ, РоссияСуматриптан",Суматриптан,None,486 ₽,https://366.ru/p/amigrenin-tab-p-o-100mg-2-14298/,https://media.366.ru/sys_master/product/h46/h38/8815931129886.jpg
Сероквель таблетки 200 мг 60 шт,"AstraZeneca, ВеликобританияКветиапин",Кветиапин,None,2 228 ₽,https://366.ru/p/serokvel-tab-p-pl-ob-200mg-60-14627/,https://media.366.ru/sys_master/product/h6f/h52/8818291048478.jpg
Рексетин таблетки 20 мг 30 шт,"Гедеон Рихтер, ВенгрияПароксетин",Пароксетин,None,604 ₽,https://366.ru/p/reksetin-tab-p-pl-ob-20mg-30-14629/,https://media.366.ru/sys_master/product/h44/hcb/8825403375646.jpg
