Название,Производитель,Содержание,Количество на складе,Цена,Ссылка,Ссылка на изображение
Кордиамин раствор 25% 30 мл,"МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД, РоссияНикетамид",Никетамид,None,100 ₽,https://366.ru/p/kordiamin-kapli-d-priema-vnutr-25-30ml-23406/,https://media.366.ru/sys_master/product/h6d/h83/8825508855838.jpg
Альбумин раствор для инфузий 20% 50 мл,"БАКСТЕР ОНКОЛОГИ, АвстрияАльбумин человека",Альбумин человека,None,2 243 ₽,https://366.ru/p/albumin-chelovech-rr-d-inf-20-fl-50ml-24824/,https://media.366.ru/sys_master/product/h32/hcc/8818548178974.jpg
Альбумин раствор для инфузий 20% 100мл,"БАКСТЕР ОНКОЛОГИ, АвстрияАльбумин человека",Альбумин человека,None,4 581 ₽,https://366.ru/p/albumin-chelovech-rr-v-v-20-fl-100ml-24823/,https://media.366.ru/sys_master/product/haf/hda/8901555978270.jpg
"Реамберин раствор для инфузий 1,5% 200 мл","ПОЛИСАН, РоссияМеглюмина натрия сукцинат",Меглюмина натрия сукцинат,None,222 ₽,https://366.ru/p/reamberin-rr-d-inf-1-5-200ml-24946/,https://media.366.ru/sys_master/product/h76/h9a/8818463768606.jpg
Наропин раствор для инъекций 5 мг/ мл ампулы 10 мл 5 шт,"АСПЕН ФАРМА, ШвецияРопивакаин",Ропивакаин,None,1 772 ₽,https://366.ru/p/naropin-rr-d-in-5mg-ml-10ml-amp-5-31131/,https://media.366.ru/sys_master/product/hed/h94/8818540838942.jpg
Йоностерил раствор для инфузий 500 мл 10 шт,"ФРЕЗЕНИУС, ГерманияНатрия хлорид + Калия ацетат + Натрия ацетат + Кальция ацетат + Магния ацетат (безводный)",Натрия хлорид + Калия ацетат + Натрия ацетат + Кальция ацетат + Магния ацетат (безводный),None,905 ₽,https://366.ru/p/jonosteril-rr-d-inf-500ml-10-32235/,https://media.366.ru/sys_master/product/h6a/heb/8818617450526.jpg
"Реамберин раствор для инфузий 1,5% 500 мл","ПОЛИСАН, РоссияМеглюмина натрия сукцинат",Меглюмина натрия сукцинат,None,936 ₽,https://366.ru/p/reamberin-rr-d-inf-1-5-500ml-paket-33380/,https://media.366.ru/sys_master/product/hb7/h6d/8818463997982.jpg
"Реамберин раствор контейнер 1,5% 250 мл","ПОЛИСАН, РоссияМеглюмина натрия сукцинат",Меглюмина натрия сукцинат,None,785 ₽,https://366.ru/p/reamberin-rr-d-inf-1-5-250ml-paket-33379/,https://media.366.ru/sys_master/product/hc8/h52/8817620582430.jpg
Кабивен эмульсия для инфузий 1026 мл 4 шт,"ФРЕЗЕНИУС, ШвецияАминокислоты для парентерального питания + Прочие препараты",Аминокислоты для парентерального питания + Прочие препараты,None,5 053 ₽,https://366.ru/p/kabiven-emulsija-d-inf-1026ml-4-33850/,https://media.366.ru/sys_master/product/he2/h45/8818507120670.jpg
Альбумин раствор для инф человеческий флакон20% 50мл,"ОКТАФАРМА, АвстрияАльбумин человека",Альбумин человека,None,1 852 ₽,https://366.ru/p/albumin-chelovech-rr-d-inf-20-fl-50ml-39404/,https://media.366.ru/sys_master/product/h80/h21/8817731797022.jpg
Кабивен центральный эмульсия для инфузий 1540 мл 4 шт,"ФРЕЗЕНИУС, ШвецияАминокислоты для парентерального питания + Прочие препараты",Аминокислоты для парентерального питания + Прочие препараты,None,5 602 ₽,https://366.ru/p/kabiven-centr-emulsija-d-inf-1540ml-4-40231/,https://media.366.ru/sys_master/product/h78/hd9/8818489229342.jpg
Кабивен периферический эмульсия 1920 мл 4 шт,"ФРЕЗЕНИУС, ШвецияАминокислоты для парентерального питания + Прочие препараты",Аминокислоты для парентерального питания + Прочие препараты,None,6 590 ₽,https://366.ru/p/kabiven-perif-emulsija-d-inf-1920ml-4-40230/,https://media.366.ru/sys_master/product/h07/h02/8835265888286.jpg
Бупивакаин Гриндекс раствор 5мг/мл 10мл N5,"Grindex, ЛитваБупивакаин",Бупивакаин,None,609 ₽,https://366.ru/p/bupivakain-grindeks-rr-5mg-ml-10ml5-43802/,https://media.366.ru/sys_master/product/h06/h60/8818583044126.jpg
Кабивен эмульсия для инфузий 2053 мл 4 шт,"ФРЕЗЕНИУС, ШвецияАминокислоты для парентерального питания + Прочие препараты",Аминокислоты для парентерального питания + Прочие препараты,None,6 311 ₽,https://366.ru/p/kabiven-centr-emulsija-d-inf-2053ml-4-55077/,https://media.366.ru/sys_master/product/hbc/hf3/8818507350046.jpg
"Натрия хлорид раствор для инфузий флакон 0,9% 200 мл","ГРОТЕКС, РоссияНатрия хлорид",Натрия хлорид,None,74 ₽,https://366.ru/p/natrija-khlorid-rr-d-in-0-9-200ml-56209/,https://media.366.ru/sys_master/images/hcf/h4a/9906590482462.jpg
"Натрия Хлорид раствор для инъекций 0,9% ампулы 5 мл 10 шт","ГРОТЕКС, РоссияНатрия хлорид",Натрия хлорид,None,153 ₽,https://366.ru/p/natrija-khlorid-rr-d-in-0-9-5ml-10-56207/,https://media.366.ru/sys_master/product/h37/h28/8818164662302.jpg
"Натрия Хлорид раствор для инъекций 0,9% 400 мл","ГРОТЕКС, РоссияНатрия хлорид",Натрия хлорид,None,71 ₽,https://366.ru/p/natrija-khlorid-rr-d-in-0-9-400ml-56210/,https://media.366.ru/sys_master/product/h30/h05/9162885791774.jpg
Кордиамин капли для приема внутрь 25% 30 мл,"ТУЛЬСКАЯ ФАРМ ФАБРИКА, РоссияНикетамид",Никетамид,None,115 ₽,https://366.ru/p/kordiamin-kapli-d-priema-vnutr-25-30ml-58981/,https://media.366.ru/sys_master/product/h51/h02/8826666483742.jpg
"Новокаин раствор для инъекций 0,5% ампулы 5 мл 10 шт","ГРОТЕКС, РоссияПрокаин",Прокаин,None,99 ₽,https://366.ru/p/novokain-rr-d-in-amp-0-5-5ml-10-60282/,https://media.366.ru/sys_master/product/h8e/h82/8817261707294.jpg
Инфатрини 125 мл,"НУТРИЦИЯ, Нидерланды",None,None,287 ₽,https://366.ru/p/infatrini-125ml-62648/,https://media.366.ru/sys_master/product/hcc/hcb/9753664356382.png
"Натрия хлорид раствор для инъекций ампулы 0,9% 5мл N10","ДАЛЬХИМФАРМ, РоссияНатрия хлорид",Натрия хлорид,None,63 ₽,https://366.ru/p/natrija-khlorid-rr-d-in-amp-0-9-5ml-10-6801/,https://media.366.ru/sys_master/product/h18/hf7/9199725051934.png
Тракриум раствор внутривенно ампулы 10мг/мл 5мл N5,"АСПЕН ФАРМА, ИталияАтракурия безилат",Атракурия безилат,None,1 271 ₽,https://366.ru/p/trakrium-rr-v-v-amp-10mg-ml-5ml-5-10292/,https://media.366.ru/sys_master/product/h28/hb7/8859259240478.jpg
Кофеин бензоат натрия таблетки 100 мг 10 шт,"ТАТХИМФАРМПРЕПАРАТЫ, РоссияКофеин",Кофеин,None,99 ₽,https://366.ru/p/kofeinbenzoat-natrija-tab-100mg-10-64443/,https://media.366.ru/sys_master/product/h64/h43/9405627105310.jpg
"Дроперидол раствор 2,5 мг/мл 2 мл ампулы 5 шт","МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД, РоссияДроперидол",Дроперидол,None,84 ₽,https://366.ru/p/droperidol-rr-d-in-2-5mg-ml-2ml-amp-5-43977/,https://media.366.ru/sys_master/product/ha0/hc3/8859329298462.jpg
"Браунодин Б.Браун раствор для наружного примен. 7,5% 100мл","B. Braun Melsungen, Швейцария",None,None,257 ₽,https://366.ru/p/braunodin-b-braun-rr-7-5-100ml-193479/,https://media.366.ru/sys_master/product/h36/h23/9199004155934.jpg
"Дексалгин гранулы для суспензии 25 мг саше 2,5 г 10 шт","Berlin-Chemie, ИспанияДекскетопрофен",Декскетопрофен,None,478 ₽,https://366.ru/p/198380-198380/,https://media.366.ru/sys_master/product/h5e/hd3/9047736320030.jpg
Дексонал таблетки 25 мг 10 шт,ОБОЛЕНСКОЕ ФПДекскетопрофен,Декскетопрофен,None,388 ₽,https://366.ru/p/deksonal-tabl-p-o-25mg-10-197898/,https://media.366.ru/sys_master/product/h88/ha3/9247856459806.png
Альбумин раствор для инфузий 20% 100 мл,"БАКСТЕР ОНКОЛОГИ, АвстрияАльбумин человека",Альбумин человека,None,4 581 ₽,https://366.ru/p/albumin-rr-d-inf-20-100ml-198072/,https://media.366.ru/sys_master/product/h86/hdf/9267936067614.jpg
"Реамберин раствор для инфузий флакон 1,5% 250 мл 32 шт","ПОЛИСАН, РоссияМеглюмина натрия сукцинат",Меглюмина натрия сукцинат,None,4 271 ₽,https://366.ru/p/reamberin-rr-d-inf1-5-250ml-32-202136/,https://media.366.ru/sys_master/product/hc9/h85/9211224752158.jpg
Нутридринк Компакт Протеин нейтральный вкус 125 мл 4 шт,"НУТРИЦИЯ, Нидерланды",None,None,902 ₽,https://366.ru/p/nutridrink-kom-smes-nejtral-125ml-4-204187/,https://media.366.ru/sys_master/product/hec/h7d/9753667174430.jpg
Реополиглюкин раствор для инфузий флакон 200мл N1,"МЕДПРО, РоссияДекстран [ср.мол.масса 30000-40000]",Декстран [ср.мол.масса 30000-40000],None,113 ₽,https://366.ru/p/reopoligljukin-40-rr-d-inf-10-200ml-8930/,https://media.366.ru/sys_master/product/hf2/hd1/8817354702878.jpg
"Калия хлорид буфус концентрат для раствора0, 04/мл ампулы 10мл N10",ОБНОВЛЕНИЕ ПФК,None,None,118 ₽,https://366.ru/p/kalija-khlorid-bufus-konc-40mg-ml-10ml10-51541/,https://media.366.ru/sys_master/product/hc3/h9e/8922308345886.jpg
Дисоль раствор 200 мл,"КУРСКАЯ БИОФАБРИКА, Россия",None,None,58 ₽,https://366.ru/p/disol-rr-d-inf-flak-200ml-210294/,https://media.366.ru/sys_master/product/h94/h2b/9749349040158.jpg
Лидокаина гидрохлорид раствор для инъекций 10% ампулы 2 мл 10 шт,"ОРГАНИКА, Россия",None,None,45 ₽,https://366.ru/p/lidokaina-gidrokhlor-rr-d-in-10-2ml-10-209047/,
Лидокаин буфус раствор для инъекций 20 мг 2 мл ампулы 10 шт,"ОБНОВЛЕНИЕ ПФК, РоссияЛидокаина гидрохлорид",Лидокаина гидрохлорид,None,119 ₽,https://366.ru/p/lidokain-bufus-rr-d-in-20mg-2ml-amp-10-43219/,https://media.366.ru/sys_master/product/h37/hc6/9918065246238.jpg
"Натрия хлорид раствор для инъекций 0,9% ампулы 10 мл 10 шт","ОБНОВЛЕНИЕ ПФК, РоссияНатрия хлорид",Натрия хлорид,None,118 ₽,https://366.ru/p/natrija-khlorid-d-in-0-9-10ml10-bufus-53865/,https://media.366.ru/sys_master/product/hde/hce/8839156432926.jpg
"Новокаин раствор для инъекций ампулы 0,5% 5 мл 10 шт","ДАЛЬХИМФАРМ, РоссияПрокаин",Прокаин,None,41 ₽,https://366.ru/p/novokain-rr-d-in-amp-0-5-5ml-10-7065/,https://media.366.ru/sys_master/product/ha9/hd1/9199748907038.jpg
Лидокаин раствор для инъекций 2 % 2 мл 10 шт,"ФАРМАСИНТЕЗ, РоссияЛидокаина гидрохлорид",Лидокаина гидрохлорид,None,"26,50 ₽",https://366.ru/p/lidokain-rr-d-in-2-2ml-n10-300054/,https://media.366.ru/sys_master/product/hbf/h45/9991249297438.jpg
Лидокаина гидрохлорид раствор для инъекций ампулы 10% 2 мл 10 шт,"МЕДПРО, РоссияЛидокаин",Лидокаин,None,50 ₽,https://366.ru/p/lidokain-rr-d-in-100mg-ml-2ml-amp-10-25759/,https://media.366.ru/sys_master/product/haf/h29/8819932790814.jpg
Дисоль раствор 400 мл,"КУРСКАЯ БИОФАБРИКА, Россия",None,None,68 ₽,https://366.ru/p/disol-rr-d-inf-flak-400ml-210295/,https://media.366.ru/sys_master/product/h85/ha9/9749349498910.jpg
Маннит раствор для инфузий 15% 400мл,"МЕДПРО, РоссияМаннитол",Маннитол,None,1 562 ₽,https://366.ru/p/mannit-rr-d-inf-15-400ml-6124/,https://media.366.ru/sys_master/product/hfa/h10/8901594513438.jpg
Лидокаин Велфарм раствор для инъекций 2 % 2 мл 10 шт,"Велфарм, РоссияЛидокаина гидрохлорид",Лидокаина гидрохлорид,None,112 ₽,https://366.ru/p/lidokainvelfarm-rr-d-in-2-2ml-n10-300055/,https://media.366.ru/sys_master/product/h6b/ha9/9991249756190.jpg
"Новокаин раствор для инъекций ампулы 0,5% 5 мл 10 шт",Россия,None,None,32 ₽,https://366.ru/p/novokain-rr-d-in-amp-0-5-5ml-10-40580/,
"Натрия хлорид раствор для инфузий 0,9% 200мл 1 шт",Россия,None,None,37 ₽,https://366.ru/p/natrija-khlorid-rr-d-inf-0-9-200ml-1-208374/,
